domain,sys_idx,intervention,desc_name,desc_original,desc_target,desc_change,regime_from,regime_to,transitioned,delta_coherence,delta_fertility,matched_sys_idx
branching,2,perturb_CSR,CSR,0.4466061416797933,0.1827135978369823,-0.263892543842811,chaotic_fertility,constrained_generative,True,0.0919692969814433,0.120049933399894,15
branching,5,perturb_CSR,CSR,0.054973473826935,0.1128751481156652,0.0579016742887301,collapse,constrained_generative,True,0.1390974045370224,0.7653478915786378,272
branching,19,perturb_CSR,CSR,0.4409602450240296,0.1513963270251221,-0.2895639179989074,chaotic_fertility,constrained_generative,True,0.3701924736596972,-0.3956914896137569,478
branching,27,perturb_CSR,CSR,0.0414547799154174,0.1128751481156652,0.0714203682002478,collapse,constrained_generative,True,0.0872545311120296,0.7649268622012263,272
branching,35,perturb_CSR,CSR,0.3358665808386254,0.2591820169689501,-0.0766845638696753,chaotic_fertility,constrained_generative,True,0.1819018341245381,-0.3766024533659239,72
branching,41,perturb_CSR,CSR,0.898109237489048,0.2853360530053882,-0.6127731844836598,chaotic_fertility,constrained_generative,True,0.5649248482973166,-0.14215983823326,141
branching,42,perturb_CSR,CSR,0.458226001984581,0.161850223352624,-0.296375778631957,collapse,constrained_generative,True,0.448964014218593,0.7683207445180535,437
branching,56,perturb_CSR,CSR,0.0561977226974848,0.1128751481156652,0.0566774254181804,collapse,constrained_generative,True,0.1691798616805609,0.7642895721211761,272
branching,57,perturb_CSR,CSR,0.4338269571569805,0.2142270605890814,-0.2195998965678991,chaotic_fertility,constrained_generative,True,0.1606948095942775,0.0242939086122684,404
branching,58,perturb_CSR,CSR,0.3305550351818348,0.0840587406438798,-0.246496294537955,collapse,constrained_generative,True,0.1720897029596645,0.1198106255100656,129
branching,66,perturb_CSR,CSR,0.3023230123030939,0.2505834694018144,-0.0517395429012794,chaotic_fertility,constrained_generative,True,0.4486986413863756,-0.354407172978537,260
branching,74,perturb_CSR,CSR,0.4679735503849248,0.161850223352624,-0.3061233270323008,collapse,constrained_generative,True,0.2834658055349958,0.7694196847159885,437
branching,75,perturb_CSR,CSR,0.4782705948118237,0.5279562633204484,0.0496856685086247,chaotic_fertility,constrained_generative,True,0.2306629224470543,-0.0050964788745125,140
branching,77,perturb_CSR,CSR,0.7452491187299268,0.2006320756022866,-0.5446170431276403,chaotic_fertility,constrained_generative,True,0.3441637305296483,-0.3127426738216927,434
branching,80,perturb_CSR,CSR,0.31602271846686,0.2591820169689501,-0.0568407014979098,chaotic_fertility,constrained_generative,True,0.2455731038637494,-0.2730350184731033,72
branching,82,perturb_CSR,CSR,0.1198226381892039,0.3690550843808652,0.2492324461916613,chaotic_fertility,constrained_generative,True,0.7712357032068473,-0.5267632482022471,181
branching,83,perturb_CSR,CSR,0.3910892425500618,0.2142270605890814,-0.1768621819609803,chaotic_fertility,constrained_generative,True,0.1718026527074433,0.0522044161003667,404
branching,86,perturb_CSR,CSR,0.4517412759750532,0.161850223352624,-0.2898910526224292,collapse,constrained_generative,True,0.1471570457512924,0.7743411275486092,437
