K,final_order,indiv_volatility,collective_volatility,persistence_gain,indiv_collapse_rate,collective_collapse_rate,collapse_suppression,recon_amplification,r_stable,buffering,mean_closure
0.016308625608778438,0.3743634016180762,0.06722478039003957,0.0403993255417331,0.39904116685484886,0.53,0.68,-0.28301886787112857,0.03396120110633352,1,0.8659711284306788,0.14503233263482412
1.1499877355067571,0.9634016889900758,0.003599697394780091,0.003599697394732765,1.3147176555387871e-11,0.0,0.0,0.0,-0.0028699656730025724,1,0.9999999999794452,0.926131606417006
0.3673758260174916,0.6026261894230592,0.030509225150242215,0.026658480956339846,0.12621573187512514,0.0,0.0,0.0,-0.015413297843661633,0,0.7524761984522976,0.5925295846475181
0.1829886886576707,0.49435752163500174,0.030815990667747206,0.009406283996448645,0.694759640624844,0.24000000000000005,0.0,0.9999999995833333,0.00852177551869468,1,0.644890726266352,0.236374022735626
1.3733191721667524,0.9732125302940782,0.004856663873997564,0.004855637455479756,0.00021134229654425817,0.0,0.0,0.0,-0.0039780957435815445,1,0.999637426974066,0.9430987488205896
0.1410920612482553,0.2073017896970747,0.030562421733652218,0.007795818500123338,0.7449214384071036,1.0,1.0,0.0,-0.0025682039339645774,1,0.5219127544640092,0.09595668591325732
0.5455001392315937,0.17898398914053934,0.0456676084829592,0.030815332562638253,0.3252256113507781,0.316,0.185,0.41455696189412755,0.02208400996026008,0,0.6348754825802665,0.21180011515865507
0.8621911207697464,0.8706054976529615,0.004596121563784332,0.004596119103790617,5.352325057432561e-07,0.0,0.0,0.0,-0.003964703494531041,1,0.9999991636188332,0.7315458265694974
1.2937357423476787,0.9123553735676522,0.01101281729143561,0.011012795436427646,1.9845065241965957e-06,0.0,0.0,0.0,-0.008810819859002783,1,0.9999969231228922,0.8259319127143641
0.09594312361202906,0.40160481519355457,0.09838951310931336,0.07512167205026186,0.23648700252791788,0.198,0.06,0.696969696617692,0.06384998805515127,0,0.5990905562017879,0.2362871724918515
1.12707345749381,0.9706177608146599,0.00813410854531664,0.00813410854530878,9.663052723270998e-13,0.0,0.0,0.0,-0.006618024785891685,1,0.9999999999984915,0.9360388606550515
1.388342183567009,0.9334043282356095,0.014542346757435699,0.01454234675742449,7.707179926433486e-13,0.0,0.0,0.0,-0.012335748002152536,1,0.999999999998795,0.8443849942400794
0.8322957915340401,0.8691767319183659,0.0028915220733176567,0.002502891744264235,0.1344033715665813,0.0,0.0,0.0,-0.0019797244309602835,1,0.9995292260559964,0.7541811744999761
0.6710250178347061,0.904527758276154,0.032425325635667,0.030965462849700084,0.045022301329146204,0.0,0.0,0.0,0.014244774259509096,0,0.9236985287164693,0.5376790180556424
0.41698597470719756,0.9084995921663469,0.057671880122293254,0.052768208402047066,0.08502708254603873,0.0,0.0,0.0,-0.013755590429273101,0,0.8780335199161036,0.427226523274913
1.2551464091144986,0.9850656829997636,0.0027401309771625413,0.002740130977162471,2.5639759120506178e-14,0.0,0.0,0.0,-0.0021642689277895366,1,0.9999999999999607,0.9689953055638811
0.41480508926427445,0.2792108690437789,0.06542665638269142,0.05461078714038639,0.16531288352120457,0.15899999999999997,0.17,-0.06918238989359622,0.040628982419690846,0,0.7123124339663625,0.22708773364588175
0.7602820587036248,0.9171827188030988,0.023222648274860737,0.023222378148232952,1.1632033669217452e-05,0.0,0.0,0.0,-0.01918660009452544,1,0.9999819392302403,0.8196443392773158
1.146740766738031,0.9329201027601054,0.03140734996650981,0.03140734971267958,8.081873419199026e-09,0.0,0.0,0.0,-0.02628809471509086,1,0.9999999873672903,0.8306175132522869
0.37850015444291324,0.865054938499979,0.025296268744098748,0.02388745109006097,0.05569270562075146,0.0,0.0,0.0,-0.017457720003554722,0,0.917153020107024,0.48616225462910634
0.07116506604682427,0.19498624604883513,0.05351470452964615,0.05167344932439743,0.03440652841104722,0.096,0.0,0.9999999989583334,0.04635458819686883,0,0.939399917912749,0.29323654988675074
0.9235493085791846,0.8513486475218898,0.09515638980766986,0.09445312441650648,0.0073906270702971365,0.036,0.0,0.9999999972222222,-0.08854459431250661,0,0.9885284399803075,0.6734619816695465
1.4723425728348458,0.9315673929387854,0.0024055029989726124,0.002405502998971444,4.856931016091289e-13,0.0,0.0,0.0,-0.001939040740352116,1,0.9999999999992415,0.8662566650602077
0.5124641288383495,0.9071043899487325,0.04108712697645985,0.04108297939944231,0.00010094589991221733,0.0,0.0,0.0,-0.034390434278352755,1,0.9998423681612707,0.7588210845632518
0.3504993943862624,0.8326992032874674,0.06118028318470475,0.03518100869594631,0.4249616558290494,0.131,0.0,0.9999999992366412,0.008324810459322651,0,0.6471775686604522,0.3560348336558374
0.38647063215176414,0.48505703079916956,0.07485753570378222,0.06399862678160716,0.14506099894389535,0.17200000000000001,0.0,0.9999999994186046,-0.006109181010619857,0,0.7586020674499381,0.3676023806237313
0.6145099963216265,0.6477907345778391,0.08322787585643962,0.08007524910613972,0.03787945702170678,0.004,0.0,0.9999999750000007,-0.011434771060670035,0,0.9453868881933669,0.6248304097439299
0.747914197111816,0.8305841563682931,0.0019452021389930296,0.0014333776315152238,0.2631214879450074,0.0,0.0,0.0,-0.0004960007236849417,1,0.816650742056234,0.6935111638401559
0.8324646898875403,0.7381542239074197,0.030346271693338846,0.029886197883813193,0.015160801717548763,0.0,0.0,0.0,-0.01358746632650809,0,0.9752418888133281,0.4702590979778388
0.839945785019115,0.5231764756728801,0.12591018634789106,0.1235198352587807,0.0189845727065111,0.134,0.135,-0.007462686561595016,0.11255495147472203,0,0.9694092373707013,0.23777981860614603
0.5630282546431721,0.6107242041033303,0.09211406413201773,0.08306173946207185,0.09827299170238327,0.11699999999999999,0.0,0.9999999991452992,-0.04788276009606285,0,0.8407576639898906,0.37637172157605975
0.9134322423868617,0.8096971250931879,0.03498544345062988,0.03461505689878306,0.010586875976313014,0.0,0.0,0.0,-0.029692258667067706,1,0.9843710375062675,0.5673116851298733
0.47762908838691487,0.6124748071175357,0.05575435576715293,0.01869316105826847,0.6647228567610204,0.248,0.0,0.9999999995967742,-0.012620528170570244,1,0.8869678098346501,0.3293817434156956
0.023499995389125228,0.5129456922146584,0.0911054955522834,0.061735624697919274,0.32237210987203513,0.39899999999999997,0.35,0.12280701751308093,-0.0435110856674997,0,0.5293508420045521,0.2764142580365865
1.3969378537542063,0.980729995817104,0.0031268611781153114,0.003126825340169768,1.1461316110919624e-05,0.0,0.0,0.0,-0.0024652729631796655,1,0.9999822878345771,0.9603141840475673
0.0007962044338433727,0.645159824783206,0.08561871910985155,0.06333342298313151,0.2602853246624581,0.29300000000000004,0.075,0.744027303500332,0.04024665780936068,0,0.6832080610418167,0.2498381688843256
0.5988970378877407,0.6367553600991139,0.0601696948914758,0.05765762188650181,0.04174980453748143,0.0,0.0,0.0,-0.04263346840823978,0,0.9417876148123787,0.5605674153491014
