K,final_order,cross_prediction_r2,closure_cross_corr,history_encoding,memory_quality,mutual_recon_error
1.0341071509879063,0.8625659137220977,0.986431860131279,0.9997751657455574,0.8987429944061318,0.9998682868513392,9.914023922357629e-06
0.5254307836632515,0.3237937074990222,0.3794347583936491,0.6032558366468871,0.44234851384911933,0.7463672486945621,0.024620836490069097
0.7636136186507338,0.4167957040385975,0.4439946109034271,0.7127820720326603,0.2462399515662128,0.9386499382651194,0.0018275629304041756
0.07637180809470234,0.2708616614382338,0.25053458887916374,0.32977403929647997,0.16282380332578783,0.5518319860527119,0.03843939434033941
1.1476782924989526,0.9379455687509721,0.9953550628448065,0.9999574858616276,0.6894739600837315,0.9999990238811688,6.485739108502697e-08
1.3370768438106413,0.8922394514945613,0.9944649033094972,0.9999397482519597,0.7134193187989774,0.9999967001230355,1.641286606175463e-07
1.4912221378453356,0.9651045477545585,0.9989590674076452,0.9999972583513543,0.7773663213685222,0.9999998908648112,4.4167801622752025e-09
0.05167264073020894,0.9397917801867507,0.45438670298601647,0.7734391185426903,0.5822924850722405,0.7045062265903816,0.03523344495365214
1.3192983614307991,0.9399492838006145,0.9669352295775724,0.9983690293749474,0.6358493894281643,0.9999930528639359,3.7913050442495157e-07
0.7349909602645639,0.7281181214040795,0.49859502953973933,0.7707609630135638,0.22000164537417882,0.9121839900950015,0.0015700987988391702
0.9192538272589218,0.9219031382786222,0.5789109020005884,0.8081331753663175,0.3729090567055255,0.9402941082693715,0.002751852705098974
0.8892310097794267,0.7430310306750154,0.9273263922604575,0.9935828007065306,0.8975609085071186,0.9998845912539136,5.47888170581784e-06
0.9226348969655669,0.9726637739220682,0.9688571160698647,0.9991520096041173,0.2111865012255178,0.9998989840435542,1.374634146276055e-05
1.3500621718660413,0.9771857709181693,0.8728735074033447,0.980465174092674,0.5601037629482069,0.9999919093036386,8.351009692103285e-07
1.0975809104107648,0.9783649787735214,0.9272082721650339,0.9946514706837147,0.7203821697113278,0.9999982077646348,1.0402771794831844e-07
1.3164875793741986,0.9625791485570366,0.9969468778408185,0.9999792982561948,0.5729623424197322,0.99999673036761,1.4259208020522828e-07
0.8161648564238047,0.8558295905119386,0.7810766843135244,0.970894490169117,0.6024101176745671,0.9730639144290271,0.002529582336281972
0.767800434126781,0.9627092250891802,0.960014135388518,0.9979433891797458,0.8542306184690427,0.9999596693239801,3.862270859296551e-06
1.2570437359734357,0.9024681791785568,0.9338579161991278,0.9949113634902107,0.9103032940304313,0.9999577695191586,9.528176617002449e-07
0.29111684980182606,0.6425399578762625,0.3404268301248464,0.5442676513117,0.14616913472840803,0.630452725142745,0.019337817984288398
1.2216563558620455,0.9558576509786586,0.998259170667669,0.9999929158997114,0.6770123573247443,0.9999999859143629,8.348360835408464e-10
0.0936606298198372,0.5784584870101326,0.3181192927360255,0.42315901073718987,0.4587651830196423,0.5819047092915424,0.05925333436716844
1.2738394989738726,0.9842828770208701,0.9981907423100524,0.9999935214805046,0.8064802145498067,0.9999997550836122,7.1111111057953215e-09
0.4317829988314058,0.6209134732803013,0.3767439539457777,0.6420355262554471,0.36316641529711685,0.6594388975912335,0.02891582621988308
0.6116220372043031,0.1909199113856554,0.6456841657807162,0.9057563508396551,0.5817277286974907,0.9392055964973602,0.005987096434888026
0.23678923836130672,0.23177873448033431,0.28867617433723686,0.4323956119197422,0.2720772981504817,0.5587716185951555,0.03756525974861763
0.5772995201526792,0.5156533970430297,0.46351519910744543,0.778782663819163,0.2875698407445377,0.8534483186698386,0.006380184691287515
1.099658345077069,0.8550990543989083,0.7928959662148731,0.9620208275694646,0.7081335832189303,0.9498569758766062,0.006192374228654031
1.4873717811414011,0.9320931836070071,0.9984399868357242,0.9999943060125875,0.589467722510207,0.9999995079031625,3.0336743526371284e-08
0.3332340804474679,0.6398460242001122,0.6030394153198106,0.7979777534182814,0.3969054211280537,0.9553863752847951,0.004036500904117735
0.24736806143074508,0.7567129325622622,0.3160482898994269,0.48120388623818666,0.3749017978884982,0.6687732710530632,0.02635465653029696
0.2845841389768276,0.20283938267574927,0.5268752620543138,0.7645795876072572,0.4469024939579307,0.8471980404060024,0.011397293909892973
0.11990739576906728,0.4828186564438714,0.33119176940567235,0.5273142723658837,0.259158331552347,0.8292102587927985,0.010606404155269604
1.2333845110530528,0.9640961030452927,0.9855413291345266,0.9997057228238253,0.8878914727010041,0.9999951453956911,3.3878108550539077e-07
0.8728621989093515,0.864895088667297,0.8718137947767003,0.979398369764396,0.7744427210163016,0.9438105335165874,0.008636195969239624
1.09038593349671,0.7499248370510899,0.7379064120177805,0.9630851122365576,0.5148175303185363,0.9508864796421649,0.00695086358261651
0.9647941781378462,0.8677240603511138,0.582429839959079,0.9145366034317126,0.29989563023472854,0.9604751933435064,0.0024049480082403724
0.009914743182771524,0.12164146775025955,0.30250670348729713,0.4563649720572552,0.5547437487021952,0.9402069691550234,0.004157064944190181
0.45853754218758597,0.4815090453692942,0.45219769198029347,0.7960374153203109,0.2032387375898738,0.8644354649362409,0.011799239480174376
0.5305249081991368,0.45145044842732873,0.4065498441846519,0.6426108083631693,0.38453030531052185,0.6709022434561134,0.027443331266018778
0.5215277823872044,0.7581333521241399,0.6698969291560712,0.8878758710466823,0.19294738203219067,0.9455495726203595,0.003029855134831329
