K,alpha_c,beta_c,final_order,mean_closure,closure_range,closure_separation,fusion_gap,fusion_fraction,fragmentation,mean_phase_separation,order_stability,sync_time
1.0341071509879063,0.14398835583708175,0.7095030440655136,0.8625659137220977,0.7272175458154725,0.04052983843507074,0.055656223429338854,0.031015548831050288,1.0,0.048417170764570645,0.22432154458611392,0.2,70
0.5254307836632515,0.23279352751283805,0.2810613207127708,0.3237937074990222,0.2713378251553492,0.08976015388893338,0.3295912120827566,0.05058881616018457,0.0,0.2362687050961812,0.4442390831656558,0.2,203
0.7636136186507338,0.05376153513131189,0.1417798607339459,0.4167957040385975,0.4641745126078286,0.09832310389543125,0.21136820963001432,0.08398571718133574,0.4,0.19895861566814335,0.45903262350756274,0.0,20
0.07637180809470234,0.19791860358751756,0.0016376212223832105,0.2708616614382338,0.13411224356113247,0.22464837862437548,1.6626796558428236,0.08045120035990644,0.0,1.0949950523813656,0.5546241742171041,0.0,500
1.1476782924989526,0.08987153925199755,0.7965285005198778,0.9379455687509721,0.8345688364153437,0.01211127212950347,0.014494643172023723,0.005725214898457676,1.0,0.0,0.15495861167323938,0.2,0
1.3370768438106413,0.08739003020595736,0.8515636523391524,0.8922394514945613,0.7603254792219054,0.01535227493914293,0.020165192625410826,0.008214971405535065,1.0,0.0,0.2061604165434465,0.4,2
1.4912221378453356,0.25520043450249147,1.0815753001331363,0.9651045477545585,0.9305508611358826,0.017501602270886596,0.0187875971147148,0.015487194820107297,1.0,0.0,0.10740668571830907,0.6,18
0.05167264073020894,0.24499854602302873,0.044765656580659445,0.9397917801867507,0.5382518548469301,0.11759996656527377,0.21807985546689543,0.05360015327257306,0.8,0.1533982362976581,0.2965593539477013,0.0,0
1.3192983614307991,0.07394689551331356,0.49532016553009706,0.9399492838006145,0.8279137387170022,0.022029960806720372,0.026576903937939888,0.01901521930019756,1.0,0.0,0.14133948836937957,0.2,2
0.7349909602645639,0.06585568098587478,0.5421986038906279,0.7281181214040795,0.48084057318316964,0.03895590969596685,0.08084813082180592,0.01590937843557516,0.2,0.05255157763822347,0.32128141022104195,0.2,36
0.9192538272589218,0.11944266069360661,0.2624621627903219,0.9219031382786222,0.5958381023501609,0.08434317860964391,0.14131667914217771,0.04398008900056538,1.0,0.1158029710018089,0.20321038245388112,0.4,414
0.8892310097794267,0.20529756675472982,0.8067029245362569,0.7430310306750154,0.5808272060808262,0.09540229712791881,0.16397015493748798,0.06902723837265023,1.0,0.138659736996749,0.3298565305375795,0.6,38
0.9226348969655669,0.1628425958917329,0.06594826921883291,0.9726637739220682,0.926626676450328,0.04875816078875339,0.052562266724941756,0.026586362696407018,1.0,0.041179136099394296,0.10378581955721652,0.2,92
1.3500621718660413,0.07979546512578826,0.13322428361205113,0.9771857709181693,0.8632922219124062,0.026911373519194592,0.03113689194107082,0.016762576023067854,1.0,0.0,0.08904592549075224,0.4,46
1.0975809104107648,0.1691705690239405,0.11703645194257549,0.9783649787735214,0.9496851321256417,0.024754477888252246,0.026038566347307425,0.012624391357293985,1.0,0.0,0.09303677027805084,0.2,7
1.3164875793741986,0.05063199253452312,0.9497770858101908,0.9625791485570366,0.8423180219193226,0.00672152248978497,0.00797032947841828,0.005719316534964047,1.0,0.0,0.10857279231615295,0.4,29
0.8161648564238047,0.29856645531473097,0.7207041812720234,0.8558295905119386,0.7326405145140623,0.13177493129257523,0.1796178491857941,0.10418698595702358,1.0,0.16288498413618052,0.2015512498802316,1.0,21
