K,N,final_order,shared_closure,continuity_overlap,collective_persistence,closure_divergence,sync_time,cross_prediction_error,closure_convergence,high_closure_frac,closure_separation,fusion_fraction,fragmentation,mean_phase_separation,order_stability,persistence_gain,collapse_suppression,buffering,identity_cluster
0.2587650430318969,3,0.2982582154335809,0.1666605942667197,0.8365523884423554,0.8136185901601428,0.043259232848298,8,0.4470576243412187,0.0,0.0,0.0556562234293388,1.0,0.0484171707645706,0.2243215445861139,0.2,0.3990411668548488,-0.2830188678711285,0.8659711284306788,1
0.0785266390907413,3,0.4896319367507068,0.4039455370780173,0.980563748327182,0.8645780221712742,0.0192079397894492,0,0.663099034626765,0.890906313599689,0.0,0.3295912120827566,0.0,0.2362687050961812,0.4442390831656558,0.2,1.3147176555387871e-11,0.0,0.9999999999794452,0
0.8737017926894414,3,0.934273182673288,0.8726035603091629,0.9814083766232886,0.9999979432875836,0.000157329238219,0,0.0043658781224773,0.968043590799642,1.0,0.2113682096300143,0.4,0.1989586156681433,0.4590326235075627,0.0,0.1262157318751251,0.0,0.7524761984522976,4
0.5079443486204128,3,0.5963502650433727,0.5662453820895735,0.9431842208750174,0.792920022023556,0.0171570447134844,84,0.3792375176101247,0.7963073987531434,0.6666666666666666,1.6626796558428236,0.0,1.0949950523813656,0.5546241742171041,0.0,0.694759640624844,0.9999999995833332,0.644890726266352,2
0.5850078061290298,3,0.9175221984304228,0.8415565387180939,0.9435117916862996,0.9998994458384536,0.0003805806969747,0,0.0184458785796128,0.8999037327793133,1.0,0.0144946431720237,1.0,0.0,0.1549586116732393,0.2,0.0002113422965442,0.0,0.999637426974066,4
0.2146796016772634,3,0.3801107487769499,0.5455340492913301,0.9193606326969552,0.7609952752507965,0.0390727734446,64,0.201599311263848,0.734301341186059,0.6666666666666666,0.0201651926254108,1.0,0.0,0.2061604165434465,0.4,0.7449214384071036,0.0,0.5219127544640092,0
0.2367720712597634,3,0.6795312668195114,0.2943088253629924,0.8424419235963435,0.8420928330194428,0.0479853194602362,18,0.6470175923695433,0.5738484644952055,0.0,0.0187875971147148,1.0,0.0,0.107406685718309,0.6,0.3252256113507781,0.4145569618941275,0.6348754825802665,1
0.0814202369228842,3,0.3844999567293212,0.4425602071612597,0.8637796358325461,0.7585605178636674,0.0517205318033819,269,0.3977846352551799,0.4366790811434482,0.0,0.2180798554668954,0.8,0.1533982362976581,0.2965593539477013,0.0,5.352325057432561e-07,0.0,0.9999991636188332,1
0.7831074079037869,3,0.9132601396488887,0.8077778340545094,0.9524652143475568,0.999354726155782,0.007424779195551,130,0.0523581366033781,0.9121324086758772,1.0,0.0265769039379398,1.0,0.0,0.1413394883693795,0.2,1.984506524196596e-06,0.0,0.9999969231228922,4
0.3744616128934042,3,0.9801437864025072,0.9296002106565928,0.991464655277978,0.9912738068379444,0.0224588906128811,268,0.0581867528790633,0.9851875876334888,1.0,0.0808481308218059,0.2,0.0525515776382234,0.3212814102210419,0.2,0.2364870025279178,0.696969696617692,0.5990905562017879,4
0.723179075104523,3,0.9390918026119748,0.8759280021961183,0.969021467701996,0.999942825809478,0.0027505714023613,80,0.0187742223095158,0.9470474408806554,1.0,0.1413166791421777,1.0,0.1158029710018089,0.2032103824538811,0.4,9.663052723270998e-13,0.0,0.9999999999984917,4
0.7995707471615734,3,0.9884340402780246,0.9736525650566076,0.9948001910171972,0.9999999380070064,0.0013078255733318,0,0.0008971681031173,0.9919910715288432,1.0,0.1639701549374879,1.0,0.138659736996749,0.3298565305375795,0.6,7.707179926433486e-13,0.0,0.999999999998795,4
0.4261251839332322,3,0.8855298233970721,0.7894419006410551,0.957874452699902,0.9977117413626898,0.0013147579931268,24,0.0159247432065181,0.9194082068449964,1.0,0.0525622667249417,1.0,0.0411791360993942,0.1037858195572165,0.2,0.1344033715665813,0.0,0.9995292260559964,4
0.8644713866671158,3,0.7540521719742075,0.4696968629274342,0.9642251606314788,0.8198709767601241,0.0316976980588062,14,0.0774373051135952,0.958693870290788,1.0,0.0311368919410708,1.0,0.0,0.0890459254907522,0.4,0.0450223013291462,0.0,0.9236985287164692,4
0.3886945477677151,3,0.5566804626676733,0.2828509556123695,0.9163092752913772,0.785538497676636,0.0456468529151845,242,0.3524341363140462,0.5583376349836368,0.0,0.0260385663473074,1.0,0.0,0.0930367702780508,0.2,0.0850270825460387,0.0,0.8780335199161036,0
0.6518674792385852,3,0.500968236211476,0.4824930883887561,0.9404679202317164,0.7835495753250433,0.0479995576969653,0,0.2154831739641911,0.843337585907969,0.0,0.0079703294784182,1.0,0.0,0.1085727923161529,0.4,2.5639759120506175e-14,0.0,0.9999999999999608,0
0.7050588944254174,3,0.9646848362160908,0.9178348891769812,0.99164358747641,0.999998114389858,0.0030401270454804,0,0.0028254589605577,0.9863685103267122,1.0,0.1796178491857941,1.0,0.1628849841361805,0.2015512498802316,1.0,0.1653128835212045,-0.0691823898935962,0.7123124339663625,4
0.3890162145595652,3,0.2649309498261212,0.2699817755100781,0.7883869202237254,0.8333497072739453,0.0749725986242193,54,0.0621745004783474,0.0,0.0,0.0353591280977033,1.0,0.0229028864594029,0.1210474448623495,0.0,1.1632033669217452e-05,0.0,0.9999819392302404,1
0.8256029641462521,3,0.6994336551037683,0.5985099638215234,0.9294924239219664,0.8062170452119948,0.0251767677484754,25,0.0540473391942357,0.7662915239481263,0.6666666666666666,0.098595979210796,1.0,0.075888094160875,0.1949360842729648,1.0,8.081873419199026e-09,0.0,0.9999999873672905,0
0.6167305688898805,3,0.9899750283357086,0.9741476702061808,0.9963100289255422,0.9999914290604404,0.0025901466732575,49,0.00506563451018,0.994331922529898,1.0,0.3683982898261627,0.0,0.2667079947370125,0.4614234714515679,0.4,0.0556927056207514,0.0,0.917153020107024,4
0.0097092444272937,3,0.554157171177167,0.185670183857331,0.7935224663307348,0.8769152451744363,0.0445175854029716,500,0.5174878110315597,0.0,0.0,0.0071179114007649,1.0,0.0,0.1296900963712255,0.4,0.0344065284110472,0.9999999989583334,0.939399917912749,1
0.0980232927447876,3,0.6198968625898813,0.5799482383039157,0.910553909381314,0.8318549410240662,0.0623189788367512,0,0.6461368828334745,0.5064506936442398,0.6666666666666666,1.344122366919757,0.2,0.8376389203628697,0.4221959653736817,0.0,0.0073906270702971,0.9999999972222222,0.9885284399803076,2
0.2584095858022486,3,0.4844750745315452,0.5060083158832479,0.8104621095202973,0.8412760449084418,0.0290620975699153,0,0.5348103391184242,0.3437032481785572,0.6666666666666666,0.0061432803522938,1.0,0.0,0.072594879295266,0.6,4.856931016091289e-13,0.0,0.9999999999992416,1
0.6902947995272528,3,0.4705638211491219,0.5237673855925565,0.8717189313685744,0.787186288309881,0.0705140293763712,0,0.0953162051507695,0.4059810846752832,0.0,0.5174346351000682,0.2,0.4214912329347231,0.3459506081449124,0.0,0.0001009458999122,0.0,0.9998423681612708,1
0.4125320143294627,3,0.7714167610213599,0.3907037597640294,0.9651450749539324,0.7860591040664595,0.0313321218559935,64,0.5781223010115645,0.9370723961534992,0.0,0.3115997871444345,0.0,0.1790333511964453,0.5415974772643671,0.6,0.4249616558290494,0.9999999992366412,0.6471775686604522,3
0.1901006454416711,3,0.9601892851334508,0.523489936942597,0.8819688817082885,0.7755689283638791,0.1266588103053143,298,0.584902303963314,0.8220374369548054,1.0,0.9116895435404802,0.0,0.692684984271855,0.5261453391004853,0.0,0.1450609989438953,0.9999999994186046,0.7586020674499381,2
0.3403644310063626,3,0.5456404040525172,0.1987609873330385,0.8610631040118946,0.841374468476013,0.0577701678233714,90,0.3078867129596325,0.3756869276482723,0.0,0.3483494826790245,0.0,0.2362542923943368,0.4513063003017434,0.4,0.0378794570217067,0.9999999750000008,0.9453868881933668,1
0.470642776633099,3,0.7550771166703908,0.3462217034821519,0.9644167465419472,0.7865445836954201,0.0134185520987073,20,0.2122329828870583,0.9427470599094436,0.0,0.2192321945571203,1.0,0.1929362519279877,0.225102567460969,0.6,0.2631214879450074,0.0,0.816650742056234,0
0.5569807278689485,3,0.8371150612992398,0.7077264686412689,0.9592226917774952,0.9970778434423956,0.0014992545470791,6,0.041474308559071,0.9130711957355888,1.0,0.0055326576549551,1.0,0.0,0.1584224038327497,0.4,0.0151608017175487,0.0,0.975241888813328,4
0.7369050395460304,3,0.964846437054108,0.9224398886249192,0.9911800291248608,0.9999607994386644,0.003486802467191,76,0.0034146342586073,0.9856806283395014,1.0,0.5438161815659084,0.8,0.5159506910266406,0.2794709936510227,0.0,0.0189845727065111,-0.007462686561595,0.9694092373707012,4
0.4581247821382324,3,0.6257618523998221,0.4568463841752463,0.8416229973722814,0.7855359021474833,0.0378544387656894,0,0.1028449102477617,0.5606687306065234,0.6666666666666666,0.4106860077013865,0.0,0.3334795676194139,0.4289602888408582,0.2,0.0982729917023832,0.9999999991452992,0.8407576639898906,3
0.4054322233471232,3,0.6834667955951013,0.6268256860968495,0.9253055726703778,0.8681460507195806,0.0275276685955209,44,0.0932963418100057,0.7558470566541525,1.0,0.588245887720194,0.0,0.4480229353027328,0.5309513651030745,0.4,0.010586875976313,0.0,0.9843710375062676,2
0.6803106740396045,3,0.4391861490540839,0.4936793020082876,0.934169316716171,0.7844926754806871,0.0485545033666295,18,0.1084860476392921,0.7473830060666803,0.0,1.4726864061921183,0.0,1.0475403931609948,0.4916108215191576,0.4,0.6647228567610204,0.9999999995967742,0.8869678098346501,2
0.4372893593601227,3,0.90427967695932,0.8109293055873303,0.9539331232214472,0.9999194798960565,0.0026281997072476,58,0.0116508616097668,0.9149105086327136,1.0,0.044085247317386,1.0,0.036339668701811,0.1174957390952091,0.0,0.3223721098720351,0.1228070175130809,0.5293508420045521,4
0.8107939692296747,3,0.9524356292308132,0.9067897551212064,0.9720254331091776,0.9999955605590136,0.0002233501009873,22,0.0316664992578717,0.9537281236985496,1.0,0.084778338834104,1.0,0.0654908407446199,0.2283309099075597,0.0,1.1461316110919624e-05,0.0,0.9999822878345772,4
0.3980671071056618,3,0.428225334529747,0.335273001676576,0.8857791007280476,0.8309445473936328,0.0635611898745223,21,0.5073715610406128,0.2818704488960967,0.0,0.1471179583329515,1.0,0.0966882620225252,0.2548266547039683,0.0,0.2602853246624581,0.744027303500332,0.6832080610418167,1
0.268138945590893,3,0.6203357304254397,0.4888852668225837,0.8063403057182621,0.9388577432316176,0.0255128767518535,223,0.283344989608113,0.3130623230285099,0.6666666666666666,0.2603171197647816,1.0,0.2426577651364535,0.2854669688371416,0.2,0.0417498045374814,0.0,0.9417876148123788,1
0.8451118766791574,3,0.8007716201464088,0.6518557919336542,0.8821504583257375,0.9924659678922112,0.0050327451297429,147,0.0654473898786856,0.7246014154002784,1.0,1.036870390335172,0.0,0.8477211902178448,0.5870025482555278,0.4,1.302040517381386e-05,0.0,0.9999796242264104,2
0.1281302381796971,3,0.4446922276697236,0.2464734161096668,0.8858096349438175,0.7698925267107389,0.0644840355518834,88,0.5020198596615839,0.0477113447887519,0.0,0.838802919350618,0.0,0.7641212226172468,0.4150721198268621,0.0,1.7498513277822244e-10,0.0,0.9999999997262644,1
0.1520803032928915,3,0.3485628516312872,0.211964678454302,0.8724218944424957,0.7197115513545083,0.071331862860278,0,0.5791022296936517,0.0,0.0,1.1595042856997393,0.0,0.975020671280224,0.5121033997342764,0.0,1.748466022622439e-11,0.0,0.9999999999726894,1
0.8213096901710587,3,0.6319601517666965,0.5339745881664499,0.9062103662887916,0.890963236068583,0.0416485124571872,34,0.1142356191152897,0.6737547366997125,0.3333333333333333,0.1648483131292582,0.6,0.1345835984709408,0.2765765657717206,0.0,0.0482215084984621,0.9999999984375,0.8732246978297317,3
0.1448442049316085,3,0.856368460005782,0.4103993097081654,0.9275953336490348,0.7281588062583608,0.0463390124599761,4,0.4399340807321441,0.7998633141623613,0.0,0.3764550937965863,0.0,0.2671770587960996,0.4146189710878522,0.2,1.2149392878476983e-10,0.0,0.9999999998101552,0
0.1466101506562911,3,0.8052159156560665,0.5708376881618267,0.914386623553613,0.7908439042508325,0.076295478785408,64,0.3974966059921118,0.7575542346078525,0.6666666666666666,0.0417181172194023,1.0,0.0368118189041614,0.1724066341803813,0.2,0.2177196363279839,0.999999985714286,0.6653125975664038,3
0.6269097130873625,3,0.89242519262479,0.7408203352778221,0.9698785498660654,0.9998425889908008,0.0051104673368203,34,0.0059411462016307,0.938222467000558,1.0,0.7285223534979877,0.6,0.662492224538216,0.3634121245033574,0.6,5.643885597974194e-05,0.0,0.999910283553486,4
0.2033528596834631,3,0.3220196164447307,0.1763936488972375,0.9125517029787032,0.8743581463487866,0.0529056905518221,17,0.5748210830635357,0.9545376491216192,0.0,0.2037647634616202,1.0,0.1697485681401254,0.2563060934357516,0.0,0.1449325598990607,0.3539325841702436,0.7443564734775002,0
0.3573920220397211,3,0.8387889990575139,0.5670420358377916,0.9582852994855264,0.7727361149245284,0.0329308790681222,54,0.0798489865724354,0.8833427891102335,1.0,1.5142280725748267,0.0,1.2398896702380469,0.5563593324568754,0.0,7.464915029185998e-16,0.0,0.9999999999999972,2
0.360872593425367,3,0.5537956261383622,0.2900214528467992,0.9380131905872702,0.8383152610624731,0.016466487848737,203,0.4797373662629551,0.6869959606626119,0.0,0.3429855624824625,0.6,0.3141748816638638,0.3959297961700204,0.0,2.661385050983583e-07,0.0,0.9999995845145996,0
0.4857069194827113,3,0.5777337132669083,0.5172240414086,0.91253888457176,0.7909470801971941,0.0509649108703254,80,0.4903142670949671,0.55188990034699,0.3333333333333333,0.125053650856164,1.0,0.0832354813830407,0.2548447932879916,0.4,4.430735950265239e-05,0.0,0.9999213083667228,0
0.938946878299034,3,0.996193119584472,0.989318783042274,0.9987138441915192,0.9999999917756742,0.001338055801048,13,0.0005177838244443,0.9980457453711752,1.0,0.0308228529192251,1.0,0.0,0.2120554311051773,0.0,0.019517752273906,-0.1562499999023437,0.9670754015262304,4
0.022384642294533,3,0.6071388204356107,0.2143818410766488,0.9036586362727804,0.8056418874584628,0.0324895444089002,6,0.2828432573765517,0.4719554865018509,0.0,0.2829754131168709,0.0,0.2556567803316488,0.5353630468504094,0.2,6.113360341761698e-05,0.0,0.999900581129996,1
0.7174091177860449,3,0.7840184376237819,0.6293702737790295,0.8608696130351217,0.9921469059240804,0.0071859298529434,35,0.0386075082041448,0.6615556296480376,0.6666666666666666,0.1047909127315141,1.0,0.0929692897865161,0.1165597443119755,0.0,0.2909503952559482,0.0685224839253698,0.4796997905570242,0
0.9623459298775744,3,0.5692457343814721,0.5119651691218657,0.9283609479045696,0.800547430169235,0.0094930179043558,47,0.2320603366369575,0.744145078257114,0.6666666666666666,0.4080398997074586,0.0,0.3038095880684693,0.5746260948044111,0.4,0.2657304420224476,0.9999999982142856,0.6913894017435227,3
0.0904137222918494,3,0.8205380163395251,0.4363256699096833,0.8978255570820093,0.7871334056693248,0.0414908011345976,279,0.4319458998964139,0.8198384221375589,0.3333333333333333,0.0640393375662218,1.0,0.0576292671832691,0.1271121706696382,1.0,8.915392867314219e-05,0.0,0.999861932226472,0
0.4264049033385239,3,0.8105102969220556,0.6851057559108191,0.9278283903143268,0.8109447570351287,0.0247311349011099,20,0.0977861874337376,0.806847801110434,1.0,0.418327461738662,0.0,0.3697390585666284,0.4285446556468887,0.4,2.727634432917921e-10,0.0,0.9999999995740912,4
0.2380496908750207,3,0.186296717839821,0.4261448519390161,0.9417792010254336,0.7060034654189934,0.0480001411992724,11,0.3507232450884784,0.852238675041652,0.0,0.8235716759385667,0.0,0.535219072255454,0.4829930378974425,0.4,7.712502214004787e-07,0.0,0.9999987920945598,2
0.7211446636522032,3,0.9468730368054388,0.4750817455956896,0.9839989915622056,0.7833079003618091,0.032884061668951,11,0.058558056639815,0.9855058971111796,1.0,0.1579400663455727,1.0,0.1385747474280405,0.2470376300851099,0.6,0.0290186997113797,0.9999999972972972,0.943220312558348,3
0.8464548903518975,3,0.9249790277755344,0.8543535939635462,0.9534245563526084,0.9999723557213428,0.0006406034415381,39,0.0008343008480805,0.9182400751368048,1.0,0.0028295961001721,1.0,0.0,0.0808358813102023,0.0,3.369965109210618e-10,0.0,0.999999999473667,4
0.1136873803719347,3,0.3371206134256804,0.3600549675411424,0.973280109663905,0.6967169795003103,0.033760217584616,42,0.3156056909202513,0.8151327264176229,0.0,0.0196621564143749,1.0,0.0,0.1566643108653178,1.0,1.1498972786747456e-14,0.0,0.9999999999999836,0
0.0058149644023047,3,0.519934977978105,0.3601821695684092,0.8961135432020774,0.7480052320514129,0.0513978571580863,97,0.4854168809985289,0.473596391398962,0.0,0.0145364856856411,1.0,0.0,0.1473255454514034,0.6,1.964328151272925e-08,0.0,0.9999999692939546,0
0.6772497949635335,3,0.9114814717768392,0.790974957870729,0.9703176358971916,0.9992945018294982,0.0094771221452173,127,0.0873394970374906,0.9440275326229598,1.0,0.0255907170018513,1.0,0.0,0.205507817903814,0.2,0.0001520815129757,0.0,0.99975189810623,4
0.0648835737462353,3,0.6401144933458002,0.5527638526328181,0.9072511656285764,0.8952251565862075,0.0149964650254115,0,0.3796184091551106,0.7326909141841877,0.6666666666666666,0.0456495995492773,1.0,0.0356794143959574,0.1486681465957855,0.2,0.0001454024585207,0.0,0.99976877754526,0
0.1898951168047545,3,0.8653347467385504,0.4883826489625603,0.906223774701428,0.784596135653262,0.0299285778601582,188,0.4061944907517844,0.8115508411207402,0.6666666666666666,0.0391446102359376,1.0,0.0310417150281207,0.1297986736892592,0.0,1.2403528944210302e-10,0.0,0.9999999998061344,0
0.8023719559322288,3,0.902956996647382,0.7844886291359893,0.9704945593790146,0.9992696612030012,0.0084111187885152,129,0.0285291904119137,0.9438790957516652,1.0,0.1854209001029396,1.0,0.1689135307381592,0.1958193882310626,0.4,0.0270930114792168,0.9999999958333332,0.9562375060090258,3
0.413359514204903,3,0.7398718559658878,0.4947457860000476,0.952422698196338,0.7768884468315777,0.0855846860382527,25,0.3070030191041402,0.7562219995554129,0.3333333333333333,0.8214744896389478,0.0,0.6805598147962814,0.4532788277031233,0.0,0.5145689122450268,0.0,0.5206539109686097,2
