seed,domain,variant,m1,m2,m3,m4
11,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
11,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
11,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
11,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
11,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
11,rw_trend,base,-0.00888804841149773,0.9449071655172004,0.4154929577464789,-0.004338394793926255
11,rw_trend,reverse,-0.00888804841149773,0.9449071655171997,0.3996478873239435,-0.004338394793926255
11,rw_trend,swap,-0.00850983358547655,0.9449071655172006,0.41725352112676056,0.013015184381778736
11,rw_trend,replay,0.00661875945537065,1.0321254592885145,0.4119718309859155,0.030368763557483726
11,rw_trend,stitch,-0.00850983358547655,-0.6412097743153625,0.39788732394366183,0.013015184381778736
11,regime_switch,base,-0.2607791225416036,-0.015113690725178649,0.32394366197183094,0.5639913232104119
11,regime_switch,reverse,-0.2607791225416036,-0.015113690725178637,0.30105633802816906,0.5639913232104119
11,regime_switch,swap,-0.2607791225416036,-0.015113690725178649,0.32042253521126757,0.5553145336225596
11,regime_switch,replay,-0.26040090771558244,1.0321254592885145,0.012323943661971787,0.9718004338394791
11,regime_switch,stitch,-0.2611573373676248,-0.5091138897307055,0.32218309859154926,0.5509761388286333
11,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
11,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
11,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
11,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
11,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
11,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
11,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
11,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
11,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
11,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
23,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
23,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
23,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
23,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
23,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
23,rw_trend,base,-0.02477307110438729,0.6412942305524107,0.4031690140845069,-0.021691973969631247
23,rw_trend,reverse,-0.02477307110438729,0.6412942305524113,0.4014084507042252,-0.021691973969631247
23,rw_trend,swap,-0.02439485627836611,0.6412942305524107,0.39436619718309845,-0.021691973969631247
23,rw_trend,replay,-0.01229198184568835,1.0321254592885145,0.39612676056338014,-0.017353579175705014
23,rw_trend,stitch,-0.02515128593040847,0.5698994227277654,0.38908450704225345,-0.021691973969631247
23,regime_switch,base,-0.24300302571860818,-0.007994093345776786,0.34683098591549283,0.35574837310195223
23,regime_switch,reverse,-0.24300302571860818,-0.007994093345776783,0.334507042253521,0.35574837310195223
23,regime_switch,swap,-0.24300302571860818,-0.007994093345776788,0.35387323943661975,0.3731019522776572
23,regime_switch,replay,-0.2517019667170953,1.0321254592885145,-0.001760563380281684,2.360086767895879
23,regime_switch,stitch,-0.24262481089258697,-0.49715264075905646,0.35211267605633806,0.35574837310195223
23,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
23,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
23,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
23,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
23,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
23,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
23,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
23,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
23,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
23,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
37,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
37,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
37,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
37,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
37,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
37,rw_trend,base,0.00132375189107413,0.9630982223046836,0.4119718309859155,-0.004338394793926255
37,rw_trend,reverse,0.00132375189107413,0.9630982223046834,0.3908450704225351,-0.004338394793926255
37,rw_trend,swap,0.00094553706505295,0.9630982223046836,0.40669014084507044,0.013015184381778736
37,rw_trend,replay,0.0069969742813918295,1.0321254592885145,0.4014084507042252,0.030368763557483726
37,rw_trend,stitch,0.00056732223903177,-0.43892278342475005,0.4137323943661972,0.013015184381778736
37,regime_switch,base,-0.25132375189107414,0.010798513286847304,0.32042253521126757,0.9804772234273317
37,regime_switch,reverse,-0.25132375189107414,0.010798513286847304,0.30633802816901406,0.9804772234273317
37,regime_switch,swap,-0.25132375189107414,0.010798513286847302,0.3186619718309859,1.002169197396963
37,regime_switch,replay,-0.2607791225416036,1.0321254592885143,-0.06866197183098596,1.1800433839479392
37,regime_switch,stitch,-0.2517019667170953,-0.5035041240165031,0.3169014084507042,0.9804772234273318
37,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
37,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
37,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
37,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
37,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
37,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
37,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
37,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
37,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
37,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
51,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
51,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
51,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
51,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
51,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
51,rw_trend,base,-0.01456127080181543,0.5754349541310496,0.4014084507042252,-0.00433839479392624
51,rw_trend,reverse,-0.01456127080181543,0.5754349541310497,0.4137323943661972,-0.00433839479392624
51,rw_trend,swap,-0.01531770045385779,0.5754349541310496,0.4119718309859155,0.01301518438177875
51,rw_trend,replay,0.00888804841149773,1.0321254592885145,0.38732394366197176,-0.017353579175705
51,rw_trend,stitch,-0.01493948562783661,-0.5694797690527554,0.39260563380281677,0.01301518438177875
51,regime_switch,base,-0.26493948562783665,-0.05654602745488201,0.3151408450704225,0.3817787418655098
51,regime_switch,reverse,-0.26493948562783665,-0.056546027454881985,0.32922535211267595,0.3817787418655098
51,regime_switch,swap,-0.2641830559757943,-0.05654602745488201,0.3186619718309859,0.36876355748373096
51,regime_switch,replay,-0.2634266263237519,1.0321254592885145,0.12323943661971837,0.8633405639913235
51,regime_switch,stitch,-0.2645612708018154,-0.5314930462746306,0.3186619718309859,0.3774403470715836
51,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
51,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
51,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
51,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
51,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
51,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
51,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
51,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
51,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
51,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
67,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
67,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
67,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
67,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
67,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
67,rw_trend,base,-0.00888804841149773,0.44761918209489726,0.40492957746478875,-0.008676789587852504
67,rw_trend,reverse,-0.00888804841149773,0.44761918209489726,0.3908450704225351,-0.008676789587852504
67,rw_trend,swap,-0.00850983358547655,0.44761918209489726,0.39612676056338014,0.00433839479392624
67,rw_trend,replay,-0.02628593040847201,1.0321254592885145,0.3996478873239435,0.00433839479392624
67,rw_trend,stitch,-0.00850983358547655,-0.7958849802105213,0.39612676056338014,0.00433839479392624
67,regime_switch,base,-0.2641830559757943,-0.02424878476689104,0.3362676056338027,0.2646420824295009
67,regime_switch,reverse,-0.2641830559757943,-0.024248784766891032,0.3186619718309859,0.2646420824295009
67,regime_switch,swap,-0.26493948562783665,-0.02424878476689104,0.32746478873239426,0.26898047722342705
67,regime_switch,replay,-0.2664523449319213,1.0321254592885145,-0.05105633802816903,1.4143167028199566
67,regime_switch,stitch,-0.2641830559757943,-0.5330739761579936,0.3380281690140844,0.26898047722342716
67,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
67,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
67,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
67,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
67,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
67,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
67,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
67,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
67,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
67,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
79,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
79,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
79,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
79,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
79,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
79,rw_trend,base,0.01191376701966717,0.9598651149130749,0.39788732394366183,-0.004338394793926255
79,rw_trend,reverse,0.01191376701966717,0.9598651149130751,0.39612676056338014,-0.004338394793926255
79,rw_trend,swap,0.01115733736762481,0.9598651149130749,0.40492957746478875,0.013015184381778736
79,rw_trend,replay,0.01153555219364599,1.0321254592885145,0.39260563380281677,0.030368763557483726
79,rw_trend,stitch,0.01153555219364599,-0.5517267602130491,0.39788732394366183,0.013015184381778736
79,regime_switch,base,-0.2619137670196672,-0.010420290888928369,0.31161971830985913,0.5986984815618221
79,regime_switch,reverse,-0.2619137670196672,-0.010420290888928352,0.32570422535211263,0.5986984815618221
79,regime_switch,swap,-0.261535552193646,-0.010420290888928367,0.32570422535211263,0.6160520607375272
79,regime_switch,replay,-0.2653177004538578,1.0321254592885145,-0.04225352112676061,1.297180043383948
79,regime_switch,stitch,-0.2611573373676248,-0.5091566325620444,0.3151408450704225,0.6073752711496746
79,chaotic_logistic,base,-0.3072995461422088,0.0008989366688017774,0.007042253521126736,25.392624728850326
79,chaotic_logistic,reverse,-0.3072995461422088,0.000898936668801781,-0.003521126760563368,25.392624728850326
79,chaotic_logistic,swap,-0.30767776096822996,0.0008989366688017779,0.005281690140845051,25.379609544468547
79,chaotic_logistic,replay,-0.30313918305597576,1.0321254592885143,0.014084507042253471,25.965292841648587
79,chaotic_logistic,stitch,-0.30767776096822996,0.0008917744259538185,0.0,25.37527114967462
79,coupled_osc,base,0.7524583963691377,-0.8194202373462864,-0.6742957746478873,-0.021691973969631247
79,coupled_osc,reverse,0.7524583963691377,-0.8194202373462867,-0.6566901408450705,-0.021691973969631247
79,coupled_osc,swap,0.7524583963691377,-0.8194202373462866,-0.6707746478873239,-0.021691973969631247
79,coupled_osc,replay,0.7528366111951588,1.0321254592885145,-0.681338028169014,-0.017353579175705
79,coupled_osc,stitch,0.7524583963691377,-0.8202730647376447,-0.6654929577464789,-0.021691973969631247
97,chirp,base,0.7358169440242057,-0.0020685893763206513,-0.6866197183098591,-0.021691973969631247
97,chirp,reverse,0.7358169440242057,-0.002068589376320622,-0.6003521126760564,-0.021691973969631247
97,chirp,swap,0.7358169440242057,-0.0020685893763206513,-0.6707746478873239,-0.021691973969631247
97,chirp,replay,0.750945537065053,1.0321254592885145,-0.6971830985915493,-0.021691973969631247
97,chirp,stitch,0.7358169440242057,0.0,-0.6707746478873239,-0.021691973969631247
