name,class,TRE_raw,TRE_norm,CSR,RBS,RTP,SRD,ADI,stability_score,curvature,high_curvature,transition_score,PC1,PC2,PC3,flow_mag,flow_regime,radial_distance,pseudo_stability,shell,local_density,local_stability_var,neighbor_alignment,homogeneity,neighbor_mean_stability,neighbor_std_stability,homogeneity_shell
EnergyMomentumConservation,positive,0.055825,-0.189003,0.757904,0.278211,0.128046,0.564023,1.0,1.036115,0.0006541248476419,0,0.0016074446157422,-0.0693821600857873,-2.424111135011455,-0.3970801813237459,2.4573972713879195,intermediate,2.4573972713879195,1.036115,outer,1.042734414826078,0.0217009999999999,0.9576806173140272,0.9787599307429473,1.089926,0.02170099999999997,mid
ChemicalEquilibriumNetwork,positive,0.101328,0.422121,0.790077,0.278148,0.282413,0.641206,1.0,1.068225,0.0006541248476419,0,0.0012042429539481,0.2626512598785128,-1.7849334543374562,-0.3664735548453305,1.840998638546424,intermediate,1.840998638546424,1.068225,middle,2.371628703099646,0.0318224013039556,0.9864241073988624,0.9691590323453528,1.0818984999999999,0.03182240130395568,mid
SuperconductorCoherence,positive,0.118459,0.652207,0.803387,0.30824,0.385628,0.692814,1.0,1.111627,0.0006541248476419,0,0.0009947063724447,0.5135691825601341,-1.3906768827457514,-0.3386650780105999,1.5206674628408572,core,1.5206674628408572,1.111627,inner,1.850819302126214,0.0268463609638252,0.97357578423031,0.9738555231002363,1.071048,0.026846360963825252,mid
DoubleSlitInterference,positive,0.101328,0.422121,0.790077,0.278148,0.282413,0.641206,1.0,1.068225,0.0006541248476419,0,0.0012042429539481,0.2626512598785123,-1.784933454337457,-0.3664735548453301,1.8409986385464248,intermediate,1.8409986385464248,1.068225,middle,2.371628703099646,0.0318224013039556,0.9864241073988624,0.9691590323453528,1.0818984999999999,0.03182240130395568,mid
TurbulenceEnergyCascade,positive,0.118459,0.652207,0.803387,0.30824,0.385628,0.692814,1.0,1.111627,0.0006541248476419,0,0.0009947063724448,0.5135691825601347,-1.3906768827457494,-0.3386650780105991,1.5206674628408556,core,1.5206674628408556,1.111627,inner,1.850819302126214,0.0268463609638252,0.97357578423031,0.9738555231002363,1.071048,0.026846360963825252,mid
reaction_diffusion,positive,0.094463,0.329927,0.550689,-0.206644,0.74713,0.873565,0.049501,0.344045,0.0174494330464744,1,0.0565517888404722,-2.488347558010839,1.508441413254409,-1.4269318490786385,3.240895488687416,peripheral,3.240895488687416,0.344045,outer,0.546019884387538,0.5012332344659395,0.864245924121621,0.6661190127167333,0.22810925,0.5012332344659395,low
synchronized_oscillators,positive,0.0,-0.938763,0.528004,0.273416,0.427997,1.0,1.0,0.80142,0.0215163562303066,1,0.0074919832175983,0.1148927294125901,-0.1895344059572067,0.2685502198632235,0.3481994412718257,core,0.3481994412718257,0.80142,inner,0.6019024479863471,0.1419864310603305,0.2560676855391132,0.8756671470006027,0.7577984999999999,0.14198643106033051,low
recursive_market,positive,0.31784,3.329992,0.301572,-0.007598,0.733435,0.566641,0.914354,0.293974,0.016847052433102,0,0.0469829088321669,-2.005420530884759,-0.9010963829390513,1.715712462297725,2.788791037407369,intermediate,2.788791037407369,0.293974,outer,0.4072871773148355,0.3031334983946841,0.6073816726309943,0.7673810866130669,0.662743,0.3031334983946841,low
predator_prey_cycles,positive,0.113987,0.592133,0.373153,-0.002989,0.340206,0.664949,1.0,0.370164,0.1071464353229527,1,0.2600150369883515,-1.6100363543051468,-1.440227454304026,1.105679312446259,2.4267259681074203,intermediate,2.4267259681074203,0.370164,outer,0.5058213045570138,0.1950821760207733,0.6107916952609455,0.8367625424133325,0.556041,0.19508217602077335,low
neural_cascade,positive,0.109945,0.537859,0.491485,-0.298989,0.67352,0.83676,0.123098,0.192496,0.0174494330464744,1,0.0569180018282895,-2.8385199084667168,1.2021295753447092,-1.0665679690175576,3.2618825882018787,peripheral,3.2618825882018787,0.192496,outer,0.5653517379387315,0.5028344760045298,0.8600501396834976,0.6654092755834448,0.26599649999999997,0.5028344760045298,low
avalanche_redistribution,positive,0.122151,0.70179,0.458589,-1.011786,0.424518,0.712259,0.418245,-0.553197,0.0156554285820252,0,0.0652323474547489,-4.126414310034549,0.5784056824773294,-0.0023446064843158,4.166755775031641,peripheral,4.166755775031641,-0.553197,outer,0.2870921934470782,0.0975111261523524,0.6312473519556694,0.9111524941945633,0.34267899999999996,0.09751112615235248,low
percolation_transport,positive,0.0,-0.938763,0.619902,-0.033525,0.122629,1.0,1.0,0.586377,0.0399130825765447,1,0.0253019287725502,-0.3028954180036631,-0.5060752387138758,-0.2323876296116315,0.6339256990242885,core,0.6339256990242885,0.586377,inner,0.4692107926977773,0.1842846630167239,0.2782460678062145,0.844391581879228,0.72255225,0.18428466301672394,low
CrystallizationFromLiquid,negative,0.093056,0.311029,0.768332,0.191687,0.75276,0.87638,1.0,0.960019,0.0004533281205783,0,0.0003386019198068,0.7048205717778059,0.2053260849290568,0.1377152895817883,0.746924588253783,core,0.746924588253783,0.960019,inner,1.8715967709026289,0.0718770666428973,0.8760709157849061,0.9329428076411642,0.93482825,0.07187706664289731,low
LaserOpticalCoherence,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
FerromagneticMagnetization,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
ElectronTransportMesoscopic,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
LimitCycleOscillations,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
HeatTransportPhononic,negative,0.093056,0.311029,0.768332,0.191687,0.75276,0.87638,1.0,0.960019,0.0004533281205783,0,0.0003386019198068,0.7048205717778059,0.2053260849290568,0.1377152895817883,0.746924588253783,core,0.746924588253783,0.960019,inner,1.8715967709026289,0.0718770666428973,0.8760709157849061,0.9329428076411642,0.93482825,0.07187706664289731,low
StrangeAttractorLorenz,negative,0.071821,0.025835,0.779535,0.189247,0.826124,0.913062,1.0,0.968782,0.000141512068888,0,0.000141535729275,0.8441927295803251,0.5100243321555492,0.1659766182263124,1.0001671969550077,core,1.0001671969550077,0.968782,inner,2.0124965560696664,0.0709361861834282,0.9292502473349016,0.9337624527972777,0.9326375,0.07093618618342827,mid
AndersonLocalization,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
PhaseEquilibriumMulticomponent,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
PhotonicBandgapLocalization,negative,0.053696,-0.217604,0.700107,0.112605,0.877636,0.938818,1.0,0.812712,0.000141512068888,0,0.0001474130417449,0.5042613687366755,0.7671540800615431,0.4922730904003618,1.041699431740068,core,1.041699431740068,0.812712,inner,1.4033384843812762,0.0155129634983132,0.7951025506612814,0.9847240123406469,0.9716549999999999,0.015512963498313296,high
CriticalPhenomenaScaling,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
ChargeConservationEM,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
StandingWavePatterns,negative,0.007068,-0.843836,0.782288,0.215512,0.985658,0.992829,1.0,0.9978,0.0,0,0.0,1.1333258451400838,1.133171154168012,0.2743732747848315,1.6259720261483903,intermediate,1.6259720261483903,0.9978,middle,100000000.0,0.0,0.9999999962293076,1.0,0.9978,0.0,high
random_walk,negative,0.007108,-0.843295,0.278302,0.178382,0.044643,0.840774,1.0,0.456684,0.0469291331833813,1,0.1062369362315085,-1.404562940245759,-1.6192668626714002,0.7279072882006421,2.2637736737300185,intermediate,2.2637736737300185,0.456684,outer,0.4437783718470226,0.1569640685545182,0.6726591186365222,0.86433107749783,0.60751175,0.15696406855451825,low
static_equilibrium,negative,0.0,-0.938763,0.995792,0.983556,0.0,1.0,1.0,1.979348,5.726364562419056e-05,0,0.0002232457180752,2.829720647731349,-1.6504133319412613,-2.113665415378853,3.898559297819547,peripheral,3.898559297819547,1.979348,outer,0.2827591506338464,0.0217009999999999,0.504203080033085,0.9787599307429473,1.089926,0.02170099999999997,mid
memoryless_diffusion,negative,0.088577,0.250876,0.490594,-0.026583,0.693427,0.872261,0.143065,0.464011,0.0174494330464744,1,0.0477169382048964,-2.215584679494181,1.0868645847280658,-1.1780742174714436,2.734583873172735,intermediate,2.734583873172735,0.464011,outer,0.561780299489413,0.2469691096255764,0.66148380601763,0.8019444846554915,0.5044385,0.24696910962557644,low
white_noise,negative,0.082049,0.163194,0.545724,0.126362,0.730397,0.887665,1.0,0.672086,0.0068696055911099,0,0.0057936634920962,-0.1644002146436876,0.1847556956559798,0.8063012576448281,0.8433764377381238,core,0.8433764377381238,0.672086,inner,0.7846136208384911,0.0765806353476516,0.176946279670039,0.9288667909924628,0.8835425,0.07658063534765167,low
disconnected_flow,negative,0.270561,2.69501,0.66026,0.491778,0.53038,0.489873,1.0,1.152038,0.0006541248476418,0,0.0013903459408708,0.060741904680346,-2.091368463088579,0.3745155137758614,2.1255054686931483,intermediate,2.1255054686931483,1.152038,outer,0.6013019459445174,0.0268463609638252,0.787177592129383,0.9738555231002363,1.0710479999999998,0.026846360963825252,mid
monotonic_decay,negative,0.089509,0.263389,0.715604,0.093523,0.766424,0.883212,0.635118,0.809127,0.1179524128862113,1,0.1144647771163477,-0.2902599406598568,0.7263460277454588,-0.5743766810042316,0.970431840396278,core,0.970431840396278,0.809127,inner,0.7173246362521504,0.0651489302176175,-0.0210981374398333,0.9388358488006863,0.925383,0.06514893021761754,mid
