sys_idx,domain,coherence,fertility,region
0,cellular_automata,0.5674412079521607,0.00317376432756299,collapse
1,cellular_automata,0.5724927724375356,0.0013435159141894013,collapse
2,cellular_automata,0.5718353383214468,6.774572969738273e-05,collapse
3,cellular_automata,0.5683674112491293,0.003973711869660099,collapse
4,cellular_automata,0.5847796346952301,0.00036550284079465956,rigid_coherence
5,cellular_automata,0.5656898383773408,0.00018565531045017935,collapse
6,cellular_automata,0.5724294650727755,9.631204599981245e-05,collapse
7,cellular_automata,0.5727450120095678,0.00017232753686001896,collapse
8,cellular_automata,0.5728576820058966,0.007685835069512845,collapse
9,cellular_automata,0.5847215169484302,0.0003621044310451471,rigid_coherence
10,cellular_automata,0.5654777243165072,0.03266470513431967,collapse
11,cellular_automata,0.5724292286047357,1.7991616727545575e-07,collapse
12,cellular_automata,0.5747952507401308,0.0009149285058072518,rigid_coherence
13,cellular_automata,0.5694745376730209,0.004095471106735295,collapse
14,cellular_automata,0.571978988354331,2.0931862510901893e-05,collapse
15,cellular_automata,0.5729170170216648,0.0004263324860587345,collapse
16,cellular_automata,0.5728573690740072,0.00025091416849498514,collapse
17,cellular_automata,0.5676486860478334,0.0021871327332188295,collapse
18,cellular_automata,0.5711372282583363,9.92605277510953e-05,collapse
19,cellular_automata,0.5847578214275555,0.0006399802915498943,rigid_coherence
20,cellular_automata,0.5724293756448853,0.00015904667816703155,collapse
21,cellular_automata,0.5727809654487401,0.0004082966848469583,collapse
22,cellular_automata,0.5731019299222544,0.0023587512687427512,collapse
23,cellular_automata,0.5602438780664208,0.0038810295103210014,collapse
24,cellular_automata,0.5717055575738988,1.7157747406327606e-05,collapse
25,cellular_automata,0.5724293756448853,0.0003367754293867452,collapse
26,cellular_automata,0.5725478691129994,0.003039036330954801,collapse
27,cellular_automata,0.5721380426523098,6.413872001155458e-05,collapse
28,cellular_automata,0.5715512848938958,0.006574144079286059,collapse
29,cellular_automata,0.5721640448414871,0.0030788254163057836,collapse
30,cellular_automata,0.5722205756754921,6.0907072078061095e-05,collapse
31,cellular_automata,0.5721117846884096,0.005558628500520138,collapse
32,cellular_automata,0.5728574907697722,0.007146172359465082,collapse
33,cellular_automata,0.5618833094656608,0.0011670868279172746,collapse
34,cellular_automata,0.5846969090573704,0.001792759754642067,rigid_coherence
35,cellular_automata,0.5619434876685592,0.0033138471242726425,collapse
36,cellular_automata,0.5619969219759333,5.9974461682025215e-06,collapse
37,cellular_automata,0.5847650017643641,0.0005735902157749904,rigid_coherence
38,cellular_automata,0.5721781799724962,5.853200307294029e-05,collapse
39,cellular_automata,0.5723029886162418,0.0029978232246025147,collapse
