sys_idx,domain,coherence,fertility,region
0,cellular_automata,0.5674412079521607,0.0031737643275629,collapse
1,cellular_automata,0.5724927724375356,0.0013435159141894,collapse
2,cellular_automata,0.5718353383214468,6.774572969738273e-05,collapse
3,cellular_automata,0.5683674112491293,0.00397371186966,collapse
4,cellular_automata,0.5847796346952301,0.0003655028407946,rigid_coherence
5,cellular_automata,0.5656898383773408,0.0001856553104501,collapse
6,cellular_automata,0.5724294650727755,9.631204599981243e-05,collapse
7,cellular_automata,0.5727450120095678,0.00017232753686,collapse
8,cellular_automata,0.5728576820058966,0.0076858350695128,collapse
9,cellular_automata,0.5847215169484302,0.0003621044310451,rigid_coherence
10,cellular_automata,0.5654777243165072,0.0326647051343196,collapse
11,cellular_automata,0.5724292286047357,1.7991616727545578e-07,collapse
12,cellular_automata,0.5747952507401308,0.0009149285058072,rigid_coherence
13,cellular_automata,0.5694745376730209,0.0040954711067352,collapse
14,cellular_automata,0.571978988354331,2.0931862510901893e-05,collapse
15,cellular_automata,0.5729170170216648,0.0004263324860587,collapse
16,cellular_automata,0.5728573690740072,0.0002509141684949,collapse
17,cellular_automata,0.5676486860478334,0.0021871327332188,collapse
18,cellular_automata,0.5711372282583363,9.92605277510953e-05,collapse
19,cellular_automata,0.5847578214275555,0.0006399802915498,rigid_coherence
20,cellular_automata,0.5724293756448853,0.000159046678167,collapse
21,cellular_automata,0.5727809654487401,0.0004082966848469,collapse
22,cellular_automata,0.5731019299222544,0.0023587512687427,collapse
23,cellular_automata,0.5602438780664208,0.003881029510321,collapse
24,cellular_automata,0.5717055575738988,1.7157747406327606e-05,collapse
25,cellular_automata,0.5724293756448853,0.0003367754293867,collapse
26,cellular_automata,0.5725478691129994,0.0030390363309548,collapse
27,cellular_automata,0.5721380426523098,6.413872001155458e-05,collapse
28,cellular_automata,0.5715512848938958,0.006574144079286,collapse
29,cellular_automata,0.5721640448414871,0.0030788254163057,collapse
30,cellular_automata,0.5722205756754921,6.0907072078061095e-05,collapse
31,cellular_automata,0.5721117846884096,0.0055586285005201,collapse
32,cellular_automata,0.5728574907697722,0.007146172359465,collapse
33,cellular_automata,0.5618833094656608,0.0011670868279172,collapse
34,cellular_automata,0.5846969090573704,0.001792759754642,rigid_coherence
35,cellular_automata,0.5619434876685592,0.0033138471242726,collapse
36,cellular_automata,0.5619969219759333,5.9974461682025215e-06,collapse
37,cellular_automata,0.5847650017643641,0.0005735902157749,rigid_coherence
38,cellular_automata,0.5721781799724962,5.853200307294029e-05,collapse
39,cellular_automata,0.5723029886162418,0.0029978232246025,collapse
40,cellular_automata,0.5724293163728961,1.1054976712796197e-05,collapse
41,cellular_automata,0.5646963052573511,0.0047197280236563,collapse
42,cellular_automata,0.572679629136745,0.0035282808311915,collapse
43,cellular_automata,0.5722913684698236,7.624503768245493e-06,collapse
44,cellular_automata,0.5724291725797995,0.0009947175264278,collapse
45,cellular_automata,0.5720985930540854,0.0018469124487285,collapse
46,cellular_automata,0.5730700720100363,0.0235236464745022,collapse
47,cellular_automata,0.5625534712672259,0.0001801369137161,collapse
48,cellular_automata,0.5613537175591851,1.9085321670434105e-05,collapse
49,cellular_automata,0.5712445954032997,0.0031294344019769,collapse
50,cellular_automata,0.5847215169484302,0.0019551878249888,rigid_coherence
51,cellular_automata,0.5847578214275555,0.0005148314995889,rigid_coherence
52,cellular_automata,0.572857299533553,0.002302608990831,collapse
53,cellular_automata,0.5847472148545797,0.0022537104290417,rigid_coherence
54,cellular_automata,0.5847165111766957,0.0005757728121041,rigid_coherence
55,cellular_automata,0.5722222567291092,0.0014159022363864,collapse
56,cellular_automata,0.5847215169484302,0.0193509025982326,rigid_coherence
57,cellular_automata,0.5724293756448853,9.52828482994221e-06,collapse
58,cellular_automata,0.5722999445231046,0.0007903246067495,collapse
59,cellular_automata,0.5666872588231764,0.0002641654638299,collapse
60,cellular_automata,0.5714812867396564,9.862541629026052e-05,collapse
61,cellular_automata,0.5847472148545797,0.0003035103297152,rigid_coherence
62,cellular_automata,0.5661221177119087,0.0001805857793021,collapse
63,cellular_automata,0.5637260267684238,0.0042265311787764,collapse
64,cellular_automata,0.5724294506065009,9.088305805323228e-06,collapse
65,cellular_automata,0.5713576358996477,0.0030332912796589,collapse
66,cellular_automata,0.5710521346886983,0.0071061583761488,collapse
67,cellular_automata,0.5724298476251,0.0001881673814122,collapse
68,cellular_automata,0.5712736006344807,0.0047719324023466,collapse
