seed,domain,pass,corr_score,dist_reverse,dist_swap,dist_replay,dist_stitch
11,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
11,rw_trend,False,1.7922496919962074,3.6959813890862847,1.97706782575428,0.5908202482645277,2.264028336727707
11,regime_switch,False,1.0,0.9156476448066049,0.042748441196382755,2.6619677144940344,0.0156867505123529
11,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
11,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
23,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
23,rw_trend,False,1.4902614375905543,2.334089193484775,2.2293869460518434,0.7844218412242139,0.42487901063352945
23,regime_switch,False,1.991530658871496,0.09729140909726369,0.13306389313333095,2.3044295848732586,0.0033536774281800073
23,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
23,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
37,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
37,rw_trend,False,1.8017837257372733,1.9156746336859412,2.430861852612705,1.1843130297720459,1.2524255656062375
37,regime_switch,False,1.9992872044537107,0.03234991906250685,0.0534715695071863,2.8693498528753367,0.014261855848948854
37,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
37,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
51,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
51,rw_trend,False,1.5519378112561393,1.8515732683013386,0.32399940951933454,2.3377197951843547,0.34788193820672275
51,regime_switch,False,1.0,0.25229589636943917,0.12014299612404052,1.7591537141875881,0.06776427550946175
51,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
51,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
79,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
79,rw_trend,False,1.2844635432988794,4.736211841336415,2.19006781399383,0.5879408059559463,2.1081884624389926
79,regime_switch,False,1.9990837201553289,0.08956903246886172,0.0890554396202295,1.9229927972478502,0.02805688215902873
79,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
79,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
97,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
97,rw_trend,False,1.8545592581807369,3.8677457027004145,1.5449066266855433,1.960404855362114,2.6345594674687733
97,regime_switch,False,1.1633854419633842,0.47414952052792747,0.06323517897511748,4.033694619034535,0.02976160105986216
97,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
97,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
111,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
111,rw_trend,False,1.9666396529060108,2.0237498393474076,0.48034963684886384,3.273234106295008,0.5492240262387889
111,regime_switch,False,1.9965552773970145,1.5192068264364544,0.06936578579245382,1.8772015886761002,0.049777597246472786
111,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
111,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
123,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
123,rw_trend,False,1.7056033931909165,4.6192552538504525,0.21759597718031287,2.6475257873798945,1.4156580687594456
123,regime_switch,False,1.996977370169504,0.7315304115246989,0.06679013167938296,1.943020183987314,0.09117203843661435
123,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
123,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
137,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
137,rw_trend,False,1.0,1.3547029413181202,0.2007504772640529,5.055089953347978,0.7643199461069871
137,regime_switch,False,1.9496088140105061,0.19290274661422072,0.11963295322136144,2.00645152565803,0.020418930693559618
137,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
137,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
149,chirp,False,1.9964644484016172,4.393434523427441e-05,0.048655063518824135,1.7435123718892949,0.04363235455685399
149,rw_trend,False,1.9606898519559792,2.6765095867052726,0.0811403655673429,2.559518257705555,0.4726524956089473
149,regime_switch,False,1.9974941717427428,0.2000168789457804,0.05068529261272257,1.8447054455838914,0.021248643238844126
149,chaotic_logistic,False,1.9999362305901212,3.881212057222678,0.008573620539690439,2.086140731452398,0.014066133105658265
149,coupled_osc,False,1.886364262406645,1.7359418345846566e-06,1.7291492110122848,1.568548819983681,0.08695826013316268
