sim_idx,perturbation_type,coupling_strength,pre_pert_sync,post_pert_sync,final_sync,recovery,collapse_depth
0,desync,0.39280197291677343,0.9931589426918547,0.9999281688953339,0.9999262830318475,1.0,-0.006520740891755472
0,closure_collapse,0.39280197291677343,0.9341929136917794,0.9992225140173436,0.99997182022065,1.0,-0.05691169391965567
0,coupling_break,0.39280197291677343,0.4584307386398114,0.9781718949938912,0.999975491359149,1.0,-0.3293518273442499
0,temporal_shift,0.39280197291677343,0.7530471425464992,0.9968119678766717,0.9999627866038562,1.0,-0.20639650610241422
0,reconstruction_block,0.39280197291677343,0.8977944017666819,0.9990569147155204,0.9999247400344082,1.0,-0.09086573308146106
1,desync,0.36015646204824714,0.9338830508527945,0.9205842697576411,0.8865206778735302,0.949284470966665,0.0043588956756416275
1,closure_collapse,0.36015646204824714,0.46817484772428103,0.9379944511036687,0.8951982025056613,1.0,-0.45657829999757676
1,coupling_break,0.36015646204824714,0.5835036848715399,0.9307715788342169,0.8803680571593121,1.0,-0.3776624572029985
1,temporal_shift,0.36015646204824714,0.616006335213109,0.7581801018032448,0.8099585167944864,1.0,-0.033363210249599096
1,reconstruction_block,0.36015646204824714,0.5959905471798163,0.7292706891490807,0.7846462217627921,1.0,-0.03583058740860212
2,desync,0.5211067492240028,0.6665308388789016,0.6739684445937475,0.6364005388303481,0.9547953398536931,0.45295554242569613
2,closure_collapse,0.5211067492240028,0.5885362817018251,0.6405366644083231,0.7126878173791874,1.0,0.564978568659808
2,coupling_break,0.5211067492240028,0.639597476713175,0.5939223525500585,0.5842502799324439,0.913465579843819,0.6375974955788539
2,temporal_shift,0.5211067492240028,0.6270904678094255,0.5892690560627216,0.5924978284696969,0.9448362858064662,0.6070882307994117
2,reconstruction_block,0.5211067492240028,0.7140019357385518,0.6289028939276923,0.6013320253975355,0.8421994329406511,0.7134070525835394
3,desync,0.36621369765642275,0.8698011276520949,0.6915313293398364,0.492958939465871,0.5667490231894087,0.07982213385347148
3,closure_collapse,0.36621369765642275,0.9252489810741157,0.5193822736053645,0.2806342114033201,0.303306695974454,0.27757216700954335
3,coupling_break,0.36621369765642275,0.909800703637749,0.5502207307338807,0.4927203515003577,0.5415695432310215,0.2945050999872424
3,temporal_shift,0.36621369765642275,0.4013801286766144,0.7274861767404459,0.7379471863090508,1.0,0.3976370625366588
3,reconstruction_block,0.36621369765642275,0.9031344805800258,0.5151421959658526,0.35570292504621703,0.3938537755947173,0.2832044573877822
4,desync,0.2665769986513892,0.5267004210518773,0.6297101169758057,0.25110628260440515,0.4767535254726376,-0.3221024957187215
4,closure_collapse,0.2665769986513892,0.28232198126976615,0.7421233612727253,0.5951961516349286,1.0,0.09301746535728508
4,coupling_break,0.2665769986513892,0.9612161339288212,0.5716869223642993,0.6677708168363509,0.6947145322113369,0.3792587637037743
4,temporal_shift,0.2665769986513892,0.9565298294855994,0.5490587353296815,0.49236538902356075,0.514741280246685,0.3314054016839755
4,reconstruction_block,0.2665769986513892,0.5149823080289319,0.6810668560830355,0.7706844468790439,1.0,0.5127722361527736
5,desync,0.23093461026851395,0.8459764650629163,0.8673143102825169,0.7809244723078608,0.9231042523739504,-0.05859331355171071
5,closure_collapse,0.23093461026851395,0.5138515358652151,0.49272293262389383,0.921842838153508,1.0,0.3994557955844177
5,coupling_break,0.23093461026851395,0.44398388226109886,0.9111582122669678,0.8372672472275825,1.0,-0.43818214612976114
5,temporal_shift,0.23093461026851395,0.8767775594675122,0.7316443713928054,0.6691336110889994,0.763173742146617,0.10437914946147686
5,reconstruction_block,0.23093461026851395,0.54305668879331,0.9159157466737584,0.8447476108561796,1.0,-0.38489819625365096
6,desync,0.1552340236261268,0.25400743546908905,0.8666806553552123,0.997162967081741,1.0,-0.18518075876744194
6,closure_collapse,0.1552340236261268,0.9198660634248546,0.9602977899158319,0.9704299798519825,1.0,-0.019402658159687003
6,coupling_break,0.1552340236261268,0.9962438699867967,0.9897558715733351,0.9818773987322537,0.9855793629578534,0.004003413557927771
6,temporal_shift,0.1552340236261268,0.9426556886496082,0.9911721876729538,0.98172777176046,1.0,-0.05157267850935132
6,reconstruction_block,0.1552340236261268,0.7500109948006759,0.9095278362212647,0.9464402516766134,1.0,-0.07168528711730415
7,desync,0.320532394352936,0.9626781025689067,0.9999758694069627,0.9999995470954759,1.0,-0.036864691685241424
7,closure_collapse,0.320532394352936,0.9605946134995442,0.999965870333588,0.9999990287656145,1.0,-0.03882869012749823
7,coupling_break,0.320532394352936,0.5218249508069182,0.9965216151626214,0.9999996246627605,1.0,-0.41917629582946403
7,temporal_shift,0.320532394352936,0.3167567477277908,0.9847249059664698,0.9999998769122108,1.0,-0.45909478550895194
7,reconstruction_block,0.320532394352936,0.9828130972595713,0.9999883634395175,0.9999995626531178,1.0,-0.016970213401485634
8,desync,0.2604140154673108,0.7473301694859161,0.9977957628579421,0.997618310283914,1.0,-0.23931194209627382
8,closure_collapse,0.2604140154673108,0.9944208517388263,0.9976700098666214,0.9973770659831764,1.0,-0.003166501115486997
8,coupling_break,0.2604140154673108,0.8114530705063524,0.9980541426964207,0.9974046148040453,1.0,-0.18204641597659177
