continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability,shared_closure,manifold_convergence,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,null_shared_closure,null_manifold_convergence,null_continuity_transfer,null_compatibility
0.8971802145555896,0.7024,0.60004548,0.8971802145555896,0.7987972247333538,0.421471945152,0.3118245956373926,0.6820363991051592,0.8971802145555896,0.3903676502400001,0.35193431,0.3903676502400001,0.42147194515200004,0.3118245956373926,0.6119095628838885,0.7144883037186001
0.9711463674246784,0.9001,0.4717885049999999,0.9711463674246784,0.8570655214548071,0.4246568333504999,0.3601092175251212,0.665283819004276,0.9711463674246784,0.42016532985,0.23946524,0.42016532985,0.4246568333504999,0.36010921752512126,0.6460879641324199,0.8655971833868801
0.9268832595026236,0.7595,0.788420125,0.8341949335523614,0.8379074829164955,0.5988050849375,0.483338761922422,0.8154255475474332,0.8341949335523614,0.5768402499999999,1.23055962,0.5768402499999999,0.5988050849375,0.483338761922422,0.680223860453229,0.7357392674747569
0.8715050720791854,0.6121000000000001,0.660690025,0.8715050720791854,0.7774610482475113,0.4044083643025,0.278609479251581,0.6879225286457049,0.8715050720791854,0.358358119522,0.1341791,0.358358119522,0.40440836430250005,0.278609479251581,0.5995279729122706,0.6554546514335904
0.9050534494237982,0.6742,0.5347628200000001,0.9050534494237982,0.784824633654279,0.3605370932440001,0.2548760362625996,0.6452126040942258,0.9050534494237982,0.324755398,0.39288264,0.324755398,0.3605370932440001,0.2548760362625996,0.5839518929471905,0.6975058346279019
0.5559770362278764,0.7298,0.5534905700000001,0.5559770362278764,0.5902443357367259,0.4039374179860001,0.2226972897598293,0.4067527997043144,0.5559770362278764,0.37729678419,3.3939257,0.37729678419,0.4039374179860001,0.22269728975982936,0.22614521605699575,0.49799818838791504
0.8884339837053303,0.4315,0.5839754850000001,0.8884339837053303,0.7361554872231981,0.2519854217775,0.1341692652534744,0.6302106463413761,0.8884339837053303,0.18225669384,0.202657,0.1822566938399999,0.25198542177750005,0.1341692652534744,0.5599005551025799,0.5597573755960241
0.952843750446072,0.8316,0.58119893,0.952843750446072,0.8542660362676433,0.483325030188,0.4028150889860603,0.7219697097129888,0.952843750446072,0.4715335409399999,0.83001462,0.47153354094,0.483325030188,0.4028150889860603,0.6879243259113861,0.8233254495692983
0.925067200180725,0.7159000000000001,0.564010705,0.925067200180725,0.8110224611084349,0.4037752637095,0.3040394362557909,0.6821908067732756,0.925067200180725,0.37488411337,0.7240639000000001,0.37488411337,0.4037752637095,0.30403943625579094,0.631072339610784,0.736639034858908
0.9561017337946556,0.5436,0.50339048,0.7266373176839382,0.714219811443578,0.2736430649279999,0.155004885884271,0.6423091447632496,0.7266373176839382,0.217026864,0.1187252,0.2170268639999999,0.27364306492799995,0.155004885884271,0.4667257940746321,0.5546099286682834
0.9215504938695211,0.6935,0.4966231849999999,0.9215504938695211,0.7909549333217126,0.3444081787974999,0.2466464062463101,0.63388850720815,0.9215504938695211,0.3118337036099999,0.76009414,0.3118337036099999,0.34440817879749996,0.24664640624631018,0.5841602668758842,0.7150251004101128
0.9836505156479344,0.9399,0.539879225,0.9836505156479344,0.8861461543887607,0.5074324835774999,0.4481551426501546,0.722147026062931,0.9836505156479344,0.5057350194779999,0.6023218899999999,0.5057350194779999,0.5074324835774999,0.4481551426501546,0.7103402945604244,0.905339637023127
0.9347115461686089,0.6511,0.422121025,0.9160173152452368,0.7698628634241537,0.2748429993775,0.1810820646899275,0.5849892211696239,0.9160173152452368,0.235213403962,0.35264515,0.235213403962,0.2748429993775,0.1810820646899275,0.535860255823201,0.6831408686901637
0.940221479789351,0.5043,0.627159245,0.6769594654483327,0.7114461325713052,0.3162764072535,0.180933906151874,0.7071875860235604,0.6769594654483327,0.2543184899999999,0.01704213,0.2543184899999999,0.3162764072535,0.18093390615187407,0.47873733020620624,0.5264183954984497
0.959088710393209,0.9287,0.929506825,0.959088710393209,0.9470945912359252,0.8632329883775,0.8153275719310292,0.9240340180283372,0.959088710393209,0.8608723769259999,0.26767584,0.8608723769259999,0.8632329883775,0.8153275719310292,0.8862305947102531,0.9189001382890492
0.8634982490482355,0.8486,0.8600609800000001,0.5756942826404585,0.7734899555066083,0.7298477476280001,0.5570071027997315,0.7981314315952841,0.5756942826404585,0.7201219600000001,0.7931405,0.7201219600000001,0.7298477476280001,0.5570071027997315,0.4594797019650493,0.6310120618776507
0.963543652561422,0.9625,0.383203125,0.8864601603565082,0.824141768875379,0.3688330078125,0.3034129430975262,0.5961926350223798,0.8864601603565082,0.3681562499999999,0.3789274,0.3681562499999999,0.3688330078125,0.3034129430975262,0.528501018845308,0.8386798366092592
