universe_id,trajectory_length,final_norm,omega_alpha,distinction_emerged,distinction_depth,distinction_value,persistence_emerged,persistence_depth,persistence_value,relation_emerged,relation_depth,relation_value,closure_emerged,closure_depth,closure_value,selfref_emerged,selfref_depth,selfref_value
0,41,18.596966080059826,0.3280787081671519,True,5,0.8556053203978602,False,0,0.21621621621621623,True,5,1.6392377886878482,False,2,0.10211267605633803,True,0,0.9520596588970469
1,41,0.5898013579525733,0.3777600630910981,True,4,0.7483267033288765,False,0,0.21621621621621623,True,0,2.691901361885442,False,6,0.10211267605633803,True,0,0.9713219687082144
2,41,0.12478826708554323,0.3268576510510837,True,6,0.7794793965302625,False,0,0.21621621621621623,True,0,2.2603461608809567,False,16,0.10211267605633803,True,0,0.9637132615092395
3,41,13.096816934025492,0.21119100264944055,True,4,0.7847839523804832,False,0,0.21621621621621623,True,5,0.5714204881319824,False,2,0.10211267605633803,True,0,0.9955628201918223
4,41,19.20865936495355,0.2991176458469223,True,5,0.8548686945429883,False,0,0.21621621621621623,True,9,1.638808496255881,False,2,0.10211267605633803,True,0,0.9316515327233271
5,41,1.150761361058922,0.48596611701054604,True,5,0.4937991626743765,False,0,0.21621621621621623,True,0,2.041048846075319,False,3,0.10211267605633803,True,0,0.9790946135730602
6,41,0.26644706298730836,0.4059003934001869,True,9,0.7022737845208498,False,0,0.21621621621621623,True,0,1.812592518491031,False,6,0.10211267605633803,True,0,0.9671747451472759
7,41,0.7273364147294586,0.17218064768107266,True,6,0.6358676144063099,False,0,0.21621621621621623,True,0,1.5938183344796757,False,2,0.10211267605633803,True,0,0.9842571447072422
8,41,19.69064642550179,0.3924633727922652,True,4,0.9282545168997672,False,0,0.21621621621621623,True,5,2.3689924336509565,False,2,0.10211267605633803,True,0,0.9333634188855986
9,41,16.653797854970474,0.11542836926494333,True,4,0.8186419793340898,False,0,0.21621621621621623,True,18,1.5613557950089643,False,4,0.10211267605633803,True,0,0.8935052290273641
10,41,2.290882388814722,0.23020465513289953,True,4,0.6184662126790482,False,0,0.21621621621621623,True,0,1.9712156767206002,False,2,0.10211267605633803,True,0,0.9763335787980841
11,41,0.2604689821200543,0.3931301345392705,True,7,0.8707711158515474,False,0,0.21621621621621623,True,0,2.9698921786148853,False,12,0.10211267605633803,True,0,0.9750964055919422
12,41,4.845745340720889,0.3289618062118438,True,4,0.6620473422730866,False,0,0.21621621621621623,True,0,1.374959011143695,False,2,0.10211267605633803,True,0,0.9597037903088765
13,41,1.9045534665073298,0.15794839561853005,True,8,0.531650893670964,False,0,0.21621621621621623,True,0,1.379920943413032,False,9,0.10211267605633803,True,0,0.9839567213838007
14,41,0.37264405653196886,0.4982751778174118,True,5,0.632262031180021,False,0,0.21621621621621623,True,0,1.9258983194236845,False,8,0.10211267605633803,True,0,0.9913540042897564
15,41,0.49601762106546426,0.2404395429068724,True,4,0.8569697666869954,False,0,0.21621621621621623,True,0,2.734748081114881,False,2,0.10211267605633803,True,0,0.9630174417211718
16,41,1.394593331230318,0.4907411056042772,True,6,0.8620915611694435,False,0,0.21621621621621623,True,0,2.877537991220295,False,3,0.10211267605633803,True,0,0.9225011797156308
17,41,0.4939898881332041,0.15217171288344764,True,8,0.8447057232248696,False,0,0.21621621621621623,True,0,2.4987340563706533,False,6,0.10211267605633803,True,0,0.9818410207772207
18,41,18.827878371398267,0.2902662821145641,True,6,0.7957860787767204,False,0,0.21621621621621623,True,0,1.0078281944251797,False,2,0.10211267605633803,True,0,0.9693416989475275
19,41,5.823645514317151,0.2801022003850014,True,6,0.6400819288067835,False,0,0.21621621621621623,True,0,0.599274051886498,True,5,0.10211267605633803,True,0,0.9186405132044887
20,41,19.987262896366886,0.39372020772682126,True,4,0.9057143641493387,False,0,0.21621621621621623,False,0,0.2996745049007877,False,2,0.10211267605633803,True,0,0.9798582154411979
21,41,0.24648401633344383,0.37954431558099533,True,6,0.7405309538042093,False,0,0.21621621621621623,True,0,2.582737830156013,False,2,0.10211267605633803,True,0,0.9818494131106442
22,41,0.08349260836322582,0.3429655452567967,True,8,0.8120572150128517,False,0,0.21621621621621623,True,0,2.2762460971959224,False,6,0.10211267605633803,True,0,0.9666246498075131
23,41,0.4027203650307403,0.42828059406516594,True,4,0.8222483433581879,False,0,0.21621621621621623,True,0,2.0353821795566143,False,5,0.10211267605633803,True,0,0.9654125889333672
24,41,3.082804416976127,0.32435642025823774,True,4,0.6149623988061715,False,0,0.21621621621621623,True,0,0.4103151678332923,False,2,0.10211267605633803,True,0,0.9990396581603324
25,41,0.46067610356678756,0.13548096707371313,True,8,0.6108578528346167,False,0,0.21621621621621623,True,0,1.0154287406219655,False,14,0.10211267605633803,True,0,0.9260629191819615
26,41,0.1516147184892236,0.19584617187645637,True,4,0.8395757694599232,False,0,0.21621621621621623,True,0,2.4825915804619854,False,9,0.10211267605633803,True,0,0.9501750898974296
27,41,0.22643491555529444,0.3081169999079597,True,4,0.8758684983997811,False,0,0.21621621621621623,True,0,2.5624009760287754,False,2,0.10211267605633803,True,0,0.9839822804333962
28,41,2.8730501353762863,0.1427240045119798,True,5,0.591790728578724,False,0,0.21621621621621623,True,0,1.89881112471428,False,4,0.10211267605633803,True,0,0.9041123217952385
