universe_id,universe_class,score
0,recursive_transform,3.738623531718077
1,self_application,3.3393148178773733
3,nonlinear_continuous,0.31290200222213194
5,stochastic_recursive,0.4083663679877442
6,recursive_transform,4.76604473727945
7,self_application,3.0076381046502276
9,nonlinear_continuous,0.3726316223037207
11,stochastic_recursive,0.4665134941005483
12,recursive_transform,4.661063622056048
14,operator_composition,0.6992652015842666
16,recursive_rewrite,3.7382923357615674
17,stochastic_recursive,0.42002093009716057
19,self_application,3.6438550954119084
20,operator_composition,1.5157278653266193
23,stochastic_recursive,0.32050158488632197
29,stochastic_recursive,0.46508274486086243
30,recursive_transform,5.021654663940272
31,self_application,3.323805094565965
32,operator_composition,6.494008138781226
35,stochastic_recursive,0.391506630256114
36,recursive_transform,5.5360791412009664
37,self_application,3.0000270860719884
40,recursive_rewrite,3.7416771215103015
41,stochastic_recursive,0.42538267127167095
42,recursive_transform,5.75372766885163
43,self_application,2.7874089074054758
44,operator_composition,6.59407816227107
45,nonlinear_continuous,0.33103991667392196
47,stochastic_recursive,0.387039100302497
48,recursive_transform,3.171638209141104
49,self_application,3.4499883985970246
50,operator_composition,6.46739523560733
53,stochastic_recursive,0.4032693313576446
55,self_application,3.5346095678532072
57,nonlinear_continuous,0.33317029012025906
58,recursive_rewrite,3.4508516175848607
59,stochastic_recursive,0.36807499749940176
60,recursive_transform,4.78617532309806
61,self_application,3.08454854643062
63,nonlinear_continuous,0.5190173237790058
64,recursive_rewrite,3.2423538204843094
65,stochastic_recursive,0.42881005277411094
67,self_application,3.1029609312120368
71,stochastic_recursive,0.38468025884701346
73,self_application,3.3806799182806384
77,stochastic_recursive,0.44268793083165203
78,recursive_transform,5.637521368466017
79,self_application,2.8331623824087537
80,operator_composition,6.419402032293272
83,stochastic_recursive,0.35274989158265907
84,recursive_transform,4.923867404443231
85,self_application,3.2698907892097804
89,stochastic_recursive,0.3322238553238033
91,self_application,1.8280440322892064
92,operator_composition,4.674158555108223
94,recursive_rewrite,3.74171079987134
95,stochastic_recursive,0.32505349732784067
97,self_application,3.6379777836248977
100,recursive_rewrite,1.8295247682981508
101,stochastic_recursive,0.40109899569143426
103,self_application,3.557875400630528
104,operator_composition,6.511879674796627
106,recursive_rewrite,3.259209978107597
107,stochastic_recursive,0.31836981594827923
108,recursive_transform,5.534106753030342
109,self_application,2.281008721772034
113,stochastic_recursive,0.3460327313749244
115,self_application,3.447582296275309
116,operator_composition,6.562742692591519
118,recursive_rewrite,1.9518339442392787
119,stochastic_recursive,0.4890738838671063
121,self_application,1.548040240473934
122,operator_composition,6.410699033699787
124,recursive_rewrite,3.7416666001366057
125,stochastic_recursive,0.3520324975789391
126,recursive_transform,4.263436293008676
127,self_application,3.8539039647876607
128,operator_composition,6.488343449615173
129,nonlinear_continuous,0.5944197503712955
130,recursive_rewrite,1.9559427116737225
131,stochastic_recursive,0.3909417935234681
133,self_application,1.9126962290815988
136,recursive_rewrite,3.729119945426962
137,stochastic_recursive,0.39285759598750153
142,recursive_rewrite,0.68879207776395
143,stochastic_recursive,0.3563538833810439
145,self_application,3.1920410128915933
147,nonlinear_continuous,0.33508613554334027
149,stochastic_recursive,0.3107751858613692
150,recursive_transform,4.690105756082366
155,stochastic_recursive,0.8573031589975533
156,recursive_transform,5.2159567217267755
157,self_application,3.190776092245607
160,recursive_rewrite,2.865728322587788
161,stochastic_recursive,0.49870696270898524
163,self_application,3.366981457591056
166,recursive_rewrite,3.3600100296404243
167,stochastic_recursive,0.318770503257487
168,recursive_transform,4.364531643550889
170,operator_composition,5.989862026878169
171,nonlinear_continuous,0.34349603336579215
172,recursive_rewrite,3.7416801430145155
173,stochastic_recursive,0.3665425132829013
174,recursive_transform,5.612241756350536
175,self_application,3.635479395293067
178,recursive_rewrite,2.635916557864565
179,stochastic_recursive,0.3800220247545075
181,self_application,2.2539827759311395
185,stochastic_recursive,0.4022131146141745
188,operator_composition,6.3680291310493535
191,stochastic_recursive,0.3152068745684939
192,recursive_transform,0.8657526417150153
193,self_application,3.6991847364775174
195,nonlinear_continuous,0.31892651099997493
