pc1,pc2,effective_rank,tau_m1,tau_m2,tau_m3,tau_m4,temporal_corr,phase_corr,pc1_ratio,replay_displacement,abl_full_pc1,abl_no_m1_pc1,abl_no_m2_pc1,abl_no_m3_pc1,abl_no_m4_pc1,m2_contribution,system,C,F,A,R
0.8368837483196249,0.14532966851610793,1.655611084223364,0.46540605166398186,-0.12792206886763846,0.866281249507485,-0.1288019725117463,0.937685810110086,0.9695624451391961,2.2127704923833846,0.9711056180748917,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.5000,-0.7029187772104569,-3.004993486157486,-0.05951873021851337,2.968130330815618
0.49305860659003853,0.3569273502333793,2.7266215740470687,0.21747572775614457,-0.17340183830952038,0.9602347568125171,0.024193431278351385,0.9173362343057496,0.25115064607881005,1.3413929370015387,1.035726464550311,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.5625,-2.91440811291651,-1.5166420790039785,-0.7014447381939887,0.3459138435471223
0.48647490958427386,0.3604388580872055,2.743605200189086,0.22689607974047016,-0.3098752751233613,0.921262865787754,-0.061402076399433514,0.8832670216194985,0.3149693603248743,1.582419327182856,1.0519786707291134,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.6250,-2.7242284776851653,-2.157276122176972,-0.6770541398689934,0.0396473514013912
0.8557340922115467,0.11965854831128855,1.6410553398678946,0.45209610796968386,-0.15389025260431666,0.8339831850403975,-0.276403593286915,0.940964747443435,0.9854208980645629,2.2588523110193126,0.8788811499999649,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.6875,-0.5314464501576298,-3.8519944378593585,-0.09398002114650468,2.90588732947694
0.8503391717959216,0.12607353265792315,1.654174392657634,0.4512227953777602,-0.15102013872604736,0.8345963422187013,-0.2775605378756329,0.9403489374072358,0.9911533825187693,2.0483560186675875,0.9022493538435864,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.7500,-0.7600760694580756,-3.7926432897302726,-0.09624114861575553,2.860778212843855
0.8608493354898437,0.11618347973028753,1.6182297284058986,0.45019473433620083,-0.17415757077334015,0.8306949789293714,-0.2773800528152994,0.9367004480866179,0.9886691283821902,1.8761327146358433,0.8399802894513915,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.8125,-0.7832771225500612,-3.9377746906738036,-0.09890294129186482,2.9311326056718845
0.8682024389089016,0.10897340131746494,1.5941418871094422,0.4488301255110194,-0.19012936583533224,0.8297114432917972,-0.2719949697171979,0.9338972190744139,0.9875776921493153,2.3431715308502827,0.795950407391433,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.8750,-0.2894348130901998,-4.0195385615408314,-0.10243610287448089,2.9902712168080314
0.8865310053249382,0.10444767690007642,1.4728745211954737,0.4163476353958278,-0.46248866274725076,0.7403287473362341,-0.2543073518365628,0.7705125620984199,0.880365572318731,2.292982523816534,0.060576908955473144,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=2.9375,0.8489318721113007,-4.8556954228255975,-0.18653777660318116,2.703615538228972
0.8866309113952324,0.10558573274147456,1.4670348708660297,0.42902556010311793,-0.4337305711345151,0.7834574202391341,-0.1183610202464207,0.8111059317183098,0.9015577349513446,2.1526337134005074,0.11705244194695733,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=3.0000,0.6369412418320218,-4.206467887891862,-0.15371287052275473,2.998664672464931
0.8878754484927761,0.10865710274026674,1.4457942259895462,0.40705415238360687,-0.4243221026621383,0.7990976640596921,-0.12530200921768347,0.8534295530972456,0.9935284814975031,2.062924651869838,0.0024426672668599325,0.0,0.0,0.0,0.0,0.0,0.0,logistic_r=3.0625,0.7006560953004818,-4.098982088699968,-0.2105998935568156,3.060287352342079
