family,target,transfer_r2,mean_centroid_distance,min_centroid_distance,mean_purity
branching,spectral_entropy,-0.3411299470846303,2.577652621922067,1.3670869069598086,0.6133333333333334
branching,mean_curvature,-1.6713357941421854,2.577652621922067,1.3670869069598086,0.6133333333333334
branching,local_dim,-1.227364460234476,2.577652621922067,1.3670869069598086,0.6133333333333334
branching,laminarity,-0.8833412511648795,2.577652621922067,1.3670869069598086,0.6133333333333334
branching,divergence_rate,-0.0901445562060083,2.577652621922067,1.3670869069598086,0.6133333333333334
ca,spectral_entropy,0.5191685685026641,2.49251061787134,1.1375676361266278,0.1
ca,mean_curvature,-0.7440172459233318,2.49251061787134,1.1375676361266278,0.1
ca,local_dim,-0.2634390953629506,2.49251061787134,1.1375676361266278,0.1
ca,laminarity,-1.7300214745255733,2.49251061787134,1.1375676361266278,0.1
ca,divergence_rate,-2.1450669442195114,2.49251061787134,1.1375676361266278,0.1
gbm,spectral_entropy,-0.5529184429636635,2.971238050977943,1.8085460265497666,0.5666666666666668
gbm,mean_curvature,0.2785243018085717,2.971238050977943,1.8085460265497666,0.5666666666666668
gbm,local_dim,-0.7235822523603241,2.971238050977943,1.8085460265497666,0.5666666666666668
gbm,laminarity,-0.3321449591161487,2.971238050977943,1.8085460265497666,0.5666666666666668
gbm,divergence_rate,-0.898065065367168,2.971238050977943,1.8085460265497666,0.5666666666666668
henon,spectral_entropy,-1.1112528314890708,2.811433002551359,1.5311523950088473,0.41999999999999993
henon,mean_curvature,-0.3278236604820057,2.811433002551359,1.5311523950088473,0.41999999999999993
henon,local_dim,-0.2686102780812622,2.811433002551359,1.5311523950088473,0.41999999999999993
henon,laminarity,0.2514315556432331,2.811433002551359,1.5311523950088473,0.41999999999999993
henon,divergence_rate,-0.9192425077824552,2.811433002551359,1.5311523950088473,0.41999999999999993
ising,spectral_entropy,0.0475689647401813,1.8957758846668853,0.6887228731569567,0.54
ising,mean_curvature,0.1677815078415324,1.8957758846668853,0.6887228731569567,0.54
ising,local_dim,-0.6544516509709786,1.8957758846668853,0.6887228731569567,0.54
ising,laminarity,-0.0621114583071347,1.8957758846668853,0.6887228731569567,0.54
ising,divergence_rate,-0.1031323132397672,1.8957758846668853,0.6887228731569567,0.54
kuramoto,spectral_entropy,-0.2290611983971144,2.3712724007242545,1.0982782330454992,0.44000000000000006
kuramoto,mean_curvature,-0.6820309108656684,2.3712724007242545,1.0982782330454992,0.44000000000000006
kuramoto,local_dim,-0.0372034458428642,2.3712724007242545,1.0982782330454992,0.44000000000000006
kuramoto,laminarity,-0.3197513018650924,2.3712724007242545,1.0982782330454992,0.44000000000000006
kuramoto,divergence_rate,-1.5040385913053864,2.3712724007242545,1.0982782330454992,0.44000000000000006
logistic,spectral_entropy,-1.1552843254390963,2.425975654392966,1.2043191207533221,0.412
logistic,mean_curvature,0.3245578952364654,2.425975654392966,1.2043191207533221,0.412
logistic,local_dim,0.4527723407616912,2.425975654392966,1.2043191207533221,0.412
logistic,laminarity,0.6838357139603014,2.425975654392966,1.2043191207533221,0.412
logistic,divergence_rate,-0.3900680420048399,2.425975654392966,1.2043191207533221,0.412
lorenz,spectral_entropy,0.4595777420888752,2.120981517486181,0.9909955878179538,0.548
lorenz,mean_curvature,-0.6293338244641153,2.120981517486181,0.9909955878179538,0.548
lorenz,local_dim,-1.8850502897729584,2.120981517486181,0.9909955878179538,0.548
lorenz,laminarity,0.4682776172711815,2.120981517486181,0.9909955878179538,0.548
lorenz,divergence_rate,-0.3694399305275604,2.120981517486181,0.9909955878179538,0.548
lotka,spectral_entropy,-0.8218501516554424,4.3296958797953105,2.7586095185628348,0.8533333333333333
lotka,mean_curvature,-0.6031884848974323,4.3296958797953105,2.7586095185628348,0.8533333333333333
lotka,local_dim,-23.53236099780605,4.3296958797953105,2.7586095185628348,0.8533333333333333
lotka,laminarity,-1.4936047876363698,4.3296958797953105,2.7586095185628348,0.8533333333333333
lotka,divergence_rate,-2.2621958775017474,4.3296958797953105,2.7586095185628348,0.8533333333333333
markov,spectral_entropy,-0.3482878412216701,3.3586319795346946,1.1375676361266278,0.7666666666666669
markov,mean_curvature,-1.4724515365580215,3.3586319795346946,1.1375676361266278,0.7666666666666669
markov,local_dim,-0.224734767238601,3.3586319795346946,1.1375676361266278,0.7666666666666669
markov,laminarity,0.0639448115845898,3.3586319795346946,1.1375676361266278,0.7666666666666669
markov,divergence_rate,-1.4246971520901823,3.3586319795346946,1.1375676361266278,0.7666666666666669
rbn,spectral_entropy,0.0030409139137701,2.6749435855640407,1.3670869069598086,0.2833333333333334
rbn,mean_curvature,-2.946442565028101,2.6749435855640407,1.3670869069598086,0.2833333333333334
rbn,local_dim,-1.1617927061664166,2.6749435855640407,1.3670869069598086,0.2833333333333334
rbn,laminarity,-1.4220422323248076,2.6749435855640407,1.3670869069598086,0.2833333333333334
rbn,divergence_rate,-1.4829018196370676,2.6749435855640407,1.3670869069598086,0.2833333333333334
reaction,spectral_entropy,0.2498610254181941,2.3364322597154072,1.0982782330454992,0.8150000000000001
reaction,mean_curvature,-0.5233427826269741,2.3364322597154072,1.0982782330454992,0.8150000000000001
reaction,local_dim,-0.311532134825309,2.3364322597154072,1.0982782330454992,0.8150000000000001
reaction,laminarity,-1.157361037569172,2.3364322597154072,1.0982782330454992,0.8150000000000001
reaction,divergence_rate,-3.099502607487622,2.3364322597154072,1.0982782330454992,0.8150000000000001
sandpile,spectral_entropy,-0.374291451081342,2.003829756647684,0.6887228731569567,0.18
sandpile,mean_curvature,0.5936052301071648,2.003829756647684,0.6887228731569567,0.18
sandpile,local_dim,-0.3479124158074314,2.003829756647684,0.6887228731569567,0.18
sandpile,laminarity,-14.39842352050218,2.003829756647684,0.6887228731569567,0.18
sandpile,divergence_rate,-1.316072038604227,2.003829756647684,0.6887228731569567,0.18
