universe_id,universe_class,score
0,recursive_transform,0.7535334272998349
1,self_application,0.6823799044690018
2,operator_composition,0.8937564669748319
4,recursive_rewrite,0.7552992703446922
5,stochastic_recursive,0.1575643707630594
6,recursive_transform,0.7949941805573132
7,self_application,0.684040461959553
8,operator_composition,0.9333969841798788
10,recursive_rewrite,0.7605076574354787
11,stochastic_recursive,0.1624928583484022
12,recursive_transform,0.8048768323123665
13,self_application,0.6719372557967767
14,operator_composition,0.9332131991084963
16,recursive_rewrite,0.7225329673098684
17,stochastic_recursive,0.14317199087929233
18,recursive_transform,0.9326625350724407
19,self_application,0.7628023027079055
20,operator_composition,0.9332131991084964
22,recursive_rewrite,0.7132929564821785
23,stochastic_recursive,0.17602622197400541
24,recursive_transform,0.9332131991084964
25,self_application,0.5109379548970526
26,operator_composition,0.9092923178576273
28,recursive_rewrite,0.12161216382317142
29,stochastic_recursive,0.1732998707899578
30,recursive_transform,0.8694943569579758
31,self_application,0.7185720576556691
32,operator_composition,0.9327657426659347
34,recursive_rewrite,0.9328894393964693
35,stochastic_recursive,0.14543959631383296
36,recursive_transform,0.8668542646417398
37,self_application,0.6567606361951461
38,operator_composition,0.9099235959639052
40,recursive_rewrite,0.7371856428954389
41,stochastic_recursive,0.13630257993909012
42,recursive_transform,0.8733613497151886
43,self_application,0.6189721862837636
44,operator_composition,0.9332131991084964
46,recursive_rewrite,0.14079303058483017
47,stochastic_recursive,0.13639064696083736
48,recursive_transform,0.7067214577960101
49,self_application,0.7311269311384314
50,operator_composition,0.9322419199724152
52,recursive_rewrite,0.8327269973150454
53,stochastic_recursive,0.1450651872712292
54,recursive_transform,0.8340696073986495
55,self_application,0.7516883525410363
56,operator_composition,0.9318843565810939
58,recursive_rewrite,0.7337625614294039
59,stochastic_recursive,0.15328999061575987
60,recursive_transform,0.8441629973613501
61,self_application,0.6766299881603836
62,operator_composition,0.8661480057712438
64,recursive_rewrite,0.7149848830598998
65,stochastic_recursive,0.16781375658724396
66,recursive_transform,0.7090086177766287
67,self_application,0.729096739656862
68,operator_composition,0.9327652766965432
70,recursive_rewrite,0.7514715913977522
71,stochastic_recursive,0.12364685574286882
72,recursive_transform,0.8160106044120603
73,self_application,0.6901343470634798
74,operator_composition,0.9326625350724407
76,recursive_rewrite,0.8238877709680932
77,stochastic_recursive,0.23652126466839607
78,recursive_transform,0.8879513815766273
79,self_application,0.6183568605593561
80,operator_composition,0.9332565470344596
82,recursive_rewrite,0.9554657692782207
83,stochastic_recursive,0.14904585432933593
84,recursive_transform,0.8493396842201566
85,self_application,0.7101747283807092
86,operator_composition,0.9326625350724406
88,recursive_rewrite,0.8342221942824095
89,stochastic_recursive,0.13983277984318299
90,recursive_transform,0.8930569424566689
91,self_application,0.4600140905509488
92,operator_composition,0.8151015609761514
93,nonlinear_continuous,0.10090313346218849
94,recursive_rewrite,0.7763177565766384
96,recursive_transform,0.9777281123949236
97,self_application,0.7171843342561939
98,operator_composition,0.8505708834779845
100,recursive_rewrite,0.13160579299444541
101,stochastic_recursive,0.20920822414733053
102,recursive_transform,0.8291348568071577
103,self_application,0.7049214109294883
104,operator_composition,0.9325654475723648
106,recursive_rewrite,0.6968409281386911
107,stochastic_recursive,0.13911690431543677
108,recursive_transform,0.880769691750826
109,self_application,0.5193455175361131
110,operator_composition,0.9332131991084964
112,recursive_rewrite,0.5258937256808821
113,stochastic_recursive,0.16467965343778979
114,recursive_transform,0.9777281123949236
115,self_application,0.7256298817179938
116,operator_composition,0.9332131991084964
118,recursive_rewrite,0.45219039257502014
119,stochastic_recursive,0.20543336294101422
120,recursive_transform,0.8108545374256813
121,self_application,0.3843008582532813
122,operator_composition,0.933214120704571
124,recursive_rewrite,0.7071493102299671
125,stochastic_recursive,0.28233502518495257
126,recursive_transform,0.7772058392614196
127,self_application,0.7192461039179889
128,operator_composition,0.9330298748225083
129,nonlinear_continuous,0.1097705268547885
130,recursive_rewrite,0.4070425592046437
131,stochastic_recursive,0.1386851847765972
132,recursive_transform,0.9554657692782207
133,self_application,0.4135987400482125
