universe_id,universe_class,trajectory_length,bundling_score,bundled,persistence_score,persistent,constraint_score,constrained,neighborhood_score,structured,mean_proximity,proximity_emerged,separation_ratio,near_distinction
0,recursive_transform,51,0.7093363455179491,False,0.9960469854653852,True,0.10820676229153442,False,0.9964752363675774,True,0.7025163324106115,True,30.342299122624585,False
1,self_application,51,0.6974534443348535,False,0.9958769555797238,True,0.013173245877377395,False,0.9839587133626305,True,0.6726155897886463,True,27.61449120505297,False
2,operator_composition,51,0.7398865302575313,False,0.9889785041436188,True,0.005604834445217492,False,0.0,False,0.4336174672115919,False,344.88927351813237,False
3,nonlinear_continuous,51,0.15607710737445754,False,0.9917029037149706,True,0.0,False,0.993358649418352,True,0.535284665126945,True,3.184156022627166,True
4,recursive_rewrite,51,0.7684706533019384,False,0.9970865070307574,True,0.2464047516838997,True,0.9849743441218153,True,0.7492340640346027,True,37.98722387964213,False
5,stochastic_recursive,51,0.4568362938533836,False,0.7820667999734592,True,0.0,False,0.0,False,0.3097257734567107,False,0.8298800073788828,True
6,recursive_transform,51,0.8160970086605565,False,0.9790073801038596,True,0.306835211600769,True,0.9870404899178378,True,0.7722450225707557,True,36.93000070649435,False
7,self_application,51,0.6923799683734554,False,0.9985646666434768,True,0.08001989014674905,False,0.9965998719343802,True,0.6918910992745153,True,2.8176761916379722,True
8,operator_composition,51,0.7455344362814698,False,0.9999688044167112,True,0.00030130401722252247,False,0.0,False,0.4364511361788509,False,1781.7975355457481,False
9,nonlinear_continuous,51,0.0,False,0.992151457071072,True,0.036867871686401585,False,0.9966080814877174,True,0.5064068525612977,True,2.9866431069603827,True
10,recursive_rewrite,51,0.6950783757244038,False,0.9916892639171939,True,0.006369150964031984,False,0.9998041432209458,True,0.6732352334566438,True,26.57957257460015,False
11,stochastic_recursive,51,0.7343142425496828,False,0.8712323552784128,True,0.0,False,0.0,False,0.4013866494570239,False,0.9124436740164058,True
12,recursive_transform,51,0.8465956887767474,False,0.9538500197184571,True,0.16587332283285436,False,0.9892214050186798,True,0.7388851090866847,True,0.6855077414308116,True
13,self_application,51,0.7297767980339097,False,0.9989139091918208,True,0.11908260381732237,False,0.9852409967923703,True,0.7082535769588558,True,22.38377372060715,False
14,operator_composition,51,0.7423551973745205,False,0.9999903207703481,True,6.67596346518008e-05,False,0.0,False,0.4356030694448801,False,4283.183007267546,False
15,nonlinear_continuous,51,0.020509054341857135,False,0.9913030404183848,True,0.0,False,0.9969102569698447,True,0.5021805879325216,True,2.7680276106977364,True
16,recursive_rewrite,51,0.8161556903890298,False,0.9807978514865708,True,0.132222021768095,False,0.9719496492824767,True,0.725281303231543,True,45.37936768135711,False
