stability,cluster,hybridity,cluster_pred,residual
1.036115,4,0.37576537409724586,1.0231598333333334,0.012955166666666518
1.068225,4,0.3281238888738178,1.0231598333333334,0.0450651666666666
1.111627,4,0.3052981855962574,1.0231598333333334,0.08846716666666654
1.068225,4,0.3281238888738178,1.0231598333333334,0.0450651666666666
1.111627,4,0.3052981855962574,1.0231598333333334,0.08846716666666654
0.344045,1,0.1335070557879112,0.3335173333333333,0.010527666666666713
0.80142,0,0.24057375281020052,0.7363444,0.06507560000000001
0.293974,2,0.21385279100168222,0.37360733333333335,-0.07963333333333333
0.370164,2,0.26128665478937524,0.37360733333333335,-0.003443333333333354
0.192496,1,0.1627090927963218,0.3335173333333333,-0.14102133333333328
-0.553197,5,0.14404425859488454,-0.553197,0.0
0.586377,0,0.27968990672617744,0.7363444,-0.14996739999999997
0.960019,4,0.40104861100785055,1.0231598333333334,-0.06314083333333342
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.960019,4,0.40104861100785055,1.0231598333333334,-0.06314083333333342
0.968782,4,0.3850772606184197,1.0231598333333334,-0.05437783333333335
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.812712,0,0.6000626125333903,0.7363444,0.07636759999999998
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.9978,4,0.3657339414743765,1.0231598333333334,-0.02535983333333336
0.456684,2,0.20657701706049583,0.37360733333333335,0.08307666666666663
1.979348,3,0.14980567549971846,1.979348,0.0
0.464011,1,0.1394009961557006,0.3335173333333333,0.13049366666666673
0.672086,0,0.22976414809988688,0.7363444,-0.06425840000000005
1.152038,4,0.4152062610973563,1.0231598333333334,0.12887816666666652
0.809127,0,0.381054261567933,0.7363444,0.07278260000000003
