domain,add_r2,mult_gain,log_slope,tree_r2,continuity,sync,sym_inv
branching_nullD_0,0.002711661888615713,0.0007776638617762455,-0.020576040353963387,0.3969300261612353,-0.048967983449436536,,0.9988406985047619
branching_nullD_1,0.0012646093238367628,0.0019984681785607528,-0.004021385917397886,0.3195457114015582,-0.06454971011018396,,0.999935760667323
branching_nullD_2,0.00018109753895534375,0.00890432620312609,-0.026532443168757715,0.3938580661207034,-0.03559993499512748,,0.9999468988615617
branching_nullD_3,0.003443921064373634,0.011256980485722878,-0.017830022288048208,0.3899635806818056,-0.03681556646592332,,0.9987028614241537
branching_nullD_4,0.0028229414478937453,0.02683007905871404,0.02024819850400465,0.3863596595002661,-0.0005165172722385591,,0.9993621525996076
cellular_automata_nullD_0,0.029011510772774196,0.0155900959286428,-0.018761697670606457,0.3098108254923815,-0.05247729985155414,,0.9933858198894773
cellular_automata_nullD_1,0.005293007558136553,0.023080998705964362,-0.18381428490851265,0.26943617863841685,-0.061670408464916227,,0.9987349520666136
cellular_automata_nullD_2,0.006665197668490719,0.010880294565449145,0.04699706329763561,0.31735967966697476,-0.024981119093188342,,0.9987910789210935
cellular_automata_nullD_3,0.005326433481198878,0.004052284369488124,0.005053727187392193,0.2521720846850898,-0.044580302365261115,,0.9991777936068333
cellular_automata_nullD_4,0.031005913517501482,0.02975296277038364,-0.18281061801541465,0.3075682811910907,-0.042092068683690975,,0.9933828312454309
coupled_map_lattice_nullD_0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullD_1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullD_2,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullD_3,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullD_4,1.0,0.0,0.0,1.0,1.0,0.0,0.0
graph_diffusion_nullD_0,0.013460389506392278,0.015795366781721776,0.5068029616496428,0.46250187585419444,-0.03988599107015545,,0.9981955921394986
graph_diffusion_nullD_1,0.013377638473305531,0.012163325417240856,0.2717595423360363,0.4447472316433827,-0.029246752103964768,,0.9976728252385181
graph_diffusion_nullD_2,0.005073230695868625,0.007198036655537865,0.41492674562965215,0.4597560097081357,-0.07620035195909658,,0.997491908246425
graph_diffusion_nullD_3,0.0076602411127171255,0.04869898436956632,0.10453662779864745,0.463225027869272,-0.055347641855377105,,0.9992654743196528
graph_diffusion_nullD_4,0.006379587214114024,0.02639163338942796,-0.2697075973793881,0.40405398407349224,-0.05036689672618677,,0.9986104824917537
gray_scott_nullD_0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullD_1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullD_2,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullD_3,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullD_4,1.0,0.0,0.0,1.0,1.0,0.0,0.0
