domain,add_r2,mult_gain,log_slope,tree_r2,continuity,sync,sym_inv
branching_nullB_0,0.009039327689490118,0.0027819990880122436,-0.011184079554697529,0.3690307987835326,-0.04290495843741793,,0.9948731599601656
branching_nullB_1,0.0006584532010850408,0.0020908011710374375,0.26721488143459493,0.4770531565210814,-0.05303743704716468,,0.9997922196162611
branching_nullB_2,0.009379453689378092,0.009361291944886552,-0.06457434493057958,0.37450358967246933,-0.08020503497955511,,0.9980234161136966
branching_nullB_3,0.008083893319049129,0.004046991994936855,-0.6580991790651199,0.408351123042646,-0.06048232001363196,,0.9957594481245718
branching_nullB_4,0.0028579920598074127,0.004718135207017693,-0.36512933650747365,0.39239858485657053,-0.07368528837383104,,0.998701469310928
cellular_automata_nullB_0,0.0005797598411615423,0.006887593858800778,-0.32994299849456654,0.3776054916992937,-0.07679318504885368,,0.999915866961919
cellular_automata_nullB_1,0.0014401510009973695,0.035003564029522205,0.13595703314476784,0.36870573430539766,-0.049668692865565855,,0.9995774905317308
cellular_automata_nullB_2,0.005238418703519376,0.010681398174102519,0.4590715669265837,0.3889894169159104,-0.04906206488449949,,0.9987095910869086
cellular_automata_nullB_3,0.015858346995333283,0.014066635906907154,-0.1163780107968729,0.4321371965188725,-0.040737958941167385,,0.9965451440429939
cellular_automata_nullB_4,0.015028927869001008,0.005215455296019078,-3.021665425665559,0.415958149430253,-0.07830200354225814,,0.9951538472136559
coupled_map_lattice_nullB_0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullB_1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullB_2,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullB_3,1.0,0.0,0.0,1.0,1.0,0.0,0.0
coupled_map_lattice_nullB_4,1.0,0.0,0.0,1.0,1.0,0.0,0.0
graph_diffusion_nullB_0,0.016433996105988946,0.011919745998479558,0.5727121225226627,0.5104033097289946,-0.0332513162377126,,0.995255424885396
graph_diffusion_nullB_1,0.017712574386168134,0.02371505002997021,1.0882258303288828,0.44603885872865134,-0.06162083219286818,,0.9957450436703568
graph_diffusion_nullB_2,0.002915457252926301,0.023601012661745968,0.12386195415741472,0.4632630989338907,-0.09750424111182943,,0.9996145848003005
graph_diffusion_nullB_3,0.020837285716646337,0.0177892306120897,-0.8364484652085468,0.46766714633309336,-0.055135610121319845,,0.9956240925968458
graph_diffusion_nullB_4,0.013379472587221275,0.026468646371948235,-0.5014443866310918,0.4657255964588217,-0.06558945191857846,,0.9955762727265953
gray_scott_nullB_0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullB_1,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullB_2,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullB_3,1.0,0.0,0.0,1.0,1.0,0.0,0.0
gray_scott_nullB_4,1.0,0.0,0.0,1.0,1.0,0.0,0.0
kuramoto_nullB_0,0.007835804596776241,0.008953885485458613,-0.4577616777955396,0.36230575010643495,-0.0713749294433077,,0.9978991984030683
kuramoto_nullB_1,0.005017489269100395,0.019084635206566558,-0.4606391956349606,0.476940021051813,-0.027637339861507515,,0.9991346517812177
kuramoto_nullB_2,0.01843240973121718,0.0055841196840854534,0.46482895534610075,0.467951347440832,-0.06747241989295549,,0.9956766902637036
kuramoto_nullB_3,0.005260026303546272,0.007751704301838913,-0.4476445819542163,0.3443106837151475,-0.02710898363084735,,0.9988346886375078
kuramoto_nullB_4,0.010126065184318467,0.015625215209737364,0.35669592839074515,0.4473332240184579,-0.003774625545554633,,0.9970635952209367
lotka_volterra_nullB_0,0.008734667022123,0.011951423796185412,0.03450877326559244,0.3698621214955833,-0.05846871458345859,,0.9980037483117201
lotka_volterra_nullB_1,0.006125730340357793,0.009049810791328827,0.05451024761257718,0.332146937704658,-0.05201211546038054,,0.9990804917992517
lotka_volterra_nullB_2,0.009720745834312927,0.005025002830918002,-0.07034476798362278,0.2272625500462927,-0.07641594186606904,,0.9977166931875574
lotka_volterra_nullB_3,0.005699500782717082,0.0070015134984762195,-0.020605216359426498,0.2913021974278672,-0.07169803078447101,,0.9985724734278713
lotka_volterra_nullB_4,0.009706086228614907,0.01046978264150511,-0.0252030098616869,0.2718693437001021,-0.060533028702607794,,0.9976556631980054
nonlinear_oscillator_nullB_0,0.022193718544934016,0.004363581772712677,-2.291048364283636,0.46123820359305845,-0.06739312378688345,,0.9936656869719472
nonlinear_oscillator_nullB_1,0.0014811677808971302,0.00980616809252155,-2.5444347770525826,0.49614006949912237,-0.027846759634791995,,0.9994427275070435
nonlinear_oscillator_nullB_2,0.005064183802239386,0.007754626679921994,1.8945197056459777,0.4954031594474537,-0.04284628739300578,,0.9989460822902503
nonlinear_oscillator_nullB_3,0.006114097123374296,0.012266430794818706,0.31712693887969085,0.45120857409424764,-0.05881409591881681,,0.9986172986519151
nonlinear_oscillator_nullB_4,0.002120805787600877,0.020409293573785514,-0.0923941674146293,0.47180677549225447,-0.0711535153328664,,0.9995502210773438
population_nullB_0,0.003434688257776264,0.015814720020486672,-0.4414325179728392,0.40240248642349963,-0.037472569077033224,,0.9991323740838931
population_nullB_1,0.008055156603775537,0.024693435488074456,0.565861704327886,0.5065180010277455,-0.03888069801165717,,0.9989183523860882
population_nullB_2,0.0037960128091159007,0.0513567548451499,0.2939669984475896,0.38154500415532167,-0.05661866462032217,,0.9990942604233497
population_nullB_3,0.008931769266410372,0.024384460509557226,-0.7592777510898976,0.4211601129849578,-0.06241426369481884,,0.9982706667608405
population_nullB_4,0.007276318614462318,0.027104594492801337,-0.3255103104807538,0.4641217998349221,-0.05728157096645581,,0.9988935062503003
replicator_nullB_0,0.012199551488510707,0.010330893769412097,0.5047667328601808,0.40008581882467553,-0.030747887262777995,,0.9985450398636132
replicator_nullB_1,0.008663388009934936,0.021997030679932306,-0.503955006147715,0.3669697100647281,-0.06410975010292375,,0.998883234160342
replicator_nullB_2,0.010573226276887171,0.023891311331607934,-1.0769694421275826,0.3386613493545363,-0.01949450832408961,,0.9984263578002124
replicator_nullB_3,0.0038147282340005306,0.016908311853225944,0.41527247887565116,0.3506351883177493,-0.07419843190382958,,0.9986573703613238
replicator_nullB_4,0.007600414826443913,0.02225168551675727,0.5045511951915259,0.3160506620871546,-0.04848571239989519,,0.9990757415462349
