sys_idx,domain,poss_reachable_volume,poss_branching_diversity,poss_adaptive_recovery,poss_future_entropy,poss_divergence_capacity,poss_stability_fertility_coupling
0,cellular_automata,1.1716671249596404e-10,0.525787101465006,0.000622849968384892,26.68892015547791,0.6976744186046512,0.06666666680044442
1,cellular_automata,3.843939505912216e-11,0.2434668956479824,0.0001664156862736471,22.340908103740016,0.02781456953642384,0.06953642404966888
2,cellular_automata,1.724070401479866e-10,0.5203737527149959,1.0151672628361155e-12,20.32740203642508,0.028697571743929357,2.3245032168422003e-10
3,cellular_automata,1.021458390619955e-10,0.5168339034555481,0.0019066736410142532,27.679245158756725,0.6956521739130435,0.25000000010781254
4,cellular_automata,1.986768201334061e-12,0.3625432863175161,0.0242770482673628,0.20826020267168696,0.0019103413143148162,0.0198675496688741
5,cellular_automata,2.076295692620688e-08,0.5326417846771139,1.823224393082557e-12,18.00451875365181,0.18725736469513588,3.9370864184711954e-11
6,cellular_automata,7.549728594612699e-11,0.5000000017330988,0.0,101.00686034838331,0.06622516556291388,8.60662239048981e-10
7,cellular_automata,1.324503495070029e-12,0.4950022562467968,0.00023982423691993942,0.2399918864248973,0.001161845009875675,0.0052980132540926825
8,cellular_automata,9.184043179189924e-08,0.48767501678038927,0.00040677651498258703,22.345897728471186,0.02885525070955533,0.20198675524966883
9,cellular_automata,1.9876019714730845e-12,0.3777166850300209,0.0241590421297784,0.20220561788746808,0.0017276130146847038,0.0198675496688741
10,cellular_automata,2.250175340270996e-06,0.5046290191081838,0.006146725434325495,25.296519026058718,0.7307692307692307,0.473684210598338
11,cellular_automata,6.622531261232023e-13,0.5000000017330988,0.0,0.0,0.0006367804381049323,6.887417053163371e-12
12,cellular_automata,1.0452059347996641e-11,0.09734535178927058,0.004507587139984995,4.62106604371305,0.01390728476821191,0.06181015454598965
13,cellular_automata,1.0001676436767184e-10,0.5037613536823664,0.0020231575992935755,28.69393646972701,0.6226415094339622,0.36363636373856756
14,cellular_automata,5.708175325235778e-12,0.5137818095196294,6.319475843668633e-13,5.066299127418508,0.005369608018614633,2.9403975942829416e-11
15,cellular_automata,2.6490068063283093e-12,0.5033235660227041,0.00037102732855971883,4.221424412755043,0.002244920866539449,0.01059602650882118
16,cellular_automata,1.9901429852301073e-12,0.4826265658889332,0.00040677651486055455,0.4583097340130319,0.0018061408789885544,0.009933774845364212
17,cellular_automata,2.638354202868132e-10,0.5250045140497835,0.0003582848065517084,19.80182635489444,0.22534952170713754,0.012980132495190465
18,cellular_automata,3.8691438413317624e-10,0.5324866544311635,1.8122959077292654e-12,22.082434596561967,0.07427957759083585,4.067550005424741e-10
19,cellular_automata,4.635779602956357e-12,0.36826801539927106,0.0242327521077585,0.6165221683220649,0.0042923718420407085,0.0463576158940397
20,cellular_automata,3.4020208071399208e-09,0.5000000017330988,0.0,90.22146417806462,0.03973509933774834,4.807946932415826e-10
21,cellular_automata,3.973510760927746e-12,0.4825982209260547,0.00029785746512807414,1.2884742239833002,0.0061657912765471475,0.017660044164336506
22,cellular_automata,6.411339534594622e-11,0.5077719379907297,0.000427623740001648,25.39599477916047,0.08308248043347377,0.2030905080241353
23,cellular_automata,6.336916002690397e-09,0.06951816352047517,0.00096014800751751,21.788058295110876,0.14834437086092714,0.06054872282200297
24,cellular_automata,4.709545099978264e-12,0.5139045626076468,6.387181796988215e-13,1.4520230615631946,0.009933774834437074,2.1633555873853485e-11
25,cellular_automata,8.35269724137262e-07,0.5000000017330988,0.0,67.23110607803468,0.013847080072245634,1.6754966582661212e-10
26,cellular_automata,1.0026822988274944e-10,0.4406394920462301,0.00013261115344499492,40.0004358345089,0.2448979591836734,0.5833333335034722
27,cellular_automata,3.9735182053039914e-11,0.5093900370576454,3.999444359121158e-13,26.541096032095073,0.05480703356930804,2.880794940344777e-10
28,cellular_automata,2.8564474072993196e-08,0.3203450812405693,0.00044985442915878866,25.078279693091186,0.07505518763796908,0.18013245049324492
29,cellular_automata,2.2517049631535605e-09,0.493303501028826,0.00016747589520994097,24.65756011762965,0.04718543046357615,0.08388520980250185
30,cellular_automata,3.5103468366193606e-11,0.5072186366379773,2.9336951920743453e-13,27.045108782683723,0.04724910850738665,2.6073796469955374e-10
31,cellular_automata,1.2281520856453093e-08,0.48770854879605513,0.00022483522187318115,29.111997722351436,0.10766930143131806,0.15645695374342924
32,cellular_automata,2.6685655541830494e-07,0.4843425835920436,0.0004067765149012322,18.123400339741043,0.014348785871964668,0.08609271533509939
33,cellular_automata,3.612709617772639e-11,0.02468183483700658,9.693831909629907e-05,29.233439831357206,0.05960264900662251,0.11773362773281006
34,cellular_automata,9.87162992970042e-09,0.38405214597222037,0.0241090895306953,0.39891113320669164,0.0027593818984547407,0.0331125827814569
35,cellular_automata,5.232017513307838e-11,0.5408533781327688,0.007055468159666467,19.247149771266145,0.3197203826342899,0.19024683930794156
36,cellular_automata,1.3245268391634277e-12,0.015332025581563059,0.0,0.8699870400723824,0.0013245033112582701,1.3245032737987581e-11
37,cellular_automata,2.731980330107221e-11,0.366387069051352,0.024247332530292,0.3099119814332027,0.0024834437086092656,0.0264900662251655
38,cellular_automata,3.25633121263947e-11,0.5088478870087907,3.727868086434463e-13,25.54471761509009,0.04142595462871635,2.541942815177786e-10
39,cellular_automata,1.0053645976549888e-10,0.451954876242446,0.00013027298909686294,39.42106331689814,0.2291666666666666,0.5454545456528928
40,cellular_automata,1.9935310035728044e-12,0.5000000017330988,0.0,1.7332126636375567,0.0018481441552441007,2.1357615455435613e-11
41,cellular_automata,3.7466739993542434e-10,0.5383592384484683,0.0023042418957408073,24.14101019911392,0.6410256410256411,0.1600000001310401
42,cellular_automata,2.6191278939215555e-09,0.44179083827962745,0.0002855388086486699,24.54294449387594,0.04242549668874172,0.16291390735427813
43,cellular_automata,1.3245974228789005e-12,0.5063275837833741,2.514293453194058e-13,0.2798708079935595,0.0013796909492273636,1.2715231369648314e-11
44,cellular_automata,1.0468493846868048e-09,0.4591479193269321,7.446163818060272e-20,94.87854871424902,0.08174077578051087,0.23841059616556293
45,cellular_automata,6.119334725601388e-11,0.5071272502380783,7.816486267199718e-05,29.625348759050997,0.10596026490066224,0.07284768239966884
46,cellular_automata,1.125137670135498e-06,0.45907175611918,0.0006513379636179345,36.80305169579876,0.7037037037037037,0.5263157895409973
47,cellular_automata,1.1408902211978732e-07,0.5449283322415716,2.7434926647599123e-12,7.177310955485168,0.07505518763796906,1.6887418615814206e-11
48,cellular_automata,5.683494443135543e-12,0.03084919270707445,5.503726236603869e-13,7.832644810355214,0.011920529801324497,2.3546727481745294e-11
49,cellular_automata,7.354616968976531e-11,0.48626746422091727,0.0010470993550466727,27.359053059741264,0.21620568757304243,0.343046357749192
50,cellular_automata,7.10717619839091e-09,0.3777166850300209,0.0241590421297784,1.8402594306343067,0.0017276130146847038,0.0198675496688741
51,cellular_automata,3.3112674687336424e-12,0.36826801539927106,0.0242327521077585,0.411482626251541,0.003065979887171932,0.0331125827814569
52,cellular_automata,6.717069407335995e-11,0.48175486734863765,0.00040677651484021535,25.450592256452715,0.053610848312835045,0.2814569539379139
53,cellular_automata,1.4212365641814932e-08,0.3710396285387939,0.0242112155600259,1.8644835781649258,0.0018061408789885544,0.0198675496688741
54,cellular_automata,3.973510760927746e-12,0.3790103971512377,0.0241488800843053,0.5033719483037046,0.0034254395980817484,0.0397350993377483
55,cellular_automata,6.503818603540888e-11,0.5037573141987494,6.528037076793789e-05,25.667145792401403,0.04182642035552455,0.04415011051508465
56,cellular_automata,1.8955391007379189e-06,0.3777166850300209,0.0241590421297784,9.762527691193567,0.028217679239850257,0.3245033112582781
57,cellular_automata,4.408352896077716e-12,0.5000000017330988,0.0,0.8661699979320202,0.0012040939193256998,1.4569536158835746e-11
58,cellular_automata,4.500250680541992e-06,0.5052877612825888,2.0395628150781602e-13,36.06182695610113,0.12,8.3333329126134e-10
59,cellular_automata,1.7678713595867158e-08,0.5295777900261056,1.6106520764513393e-12,25.777260028501956,0.6666666666666666,1.5000001241105565e-10
60,cellular_automata,1.0000838218383592e-10,0.515789736934793,7.445099590930888e-13,29.60091275503068,0.2407407407407407,4.153846155929841e-10
61,cellular_automata,4.408352896077716e-12,0.3710396285387939,0.0242112155600259,0.10249092223448797,0.0012040939193256998,0.0132450331125827
62,cellular_automata,4.151548531134398e-08,0.5411429013293022,2.448574469506332e-12,12.76178712526108,0.09246995339710569,3.988792666290244e-11
63,cellular_automata,1.0000419109191796e-10,0.5407119358896022,0.004411347497853782,23.249687137382065,0.6,0.27272727284848497
64,cellular_automata,2.8664281036679927e-12,0.5000000017330988,0.0,0.864974427652085,0.001168679392286708,1.5011037299118467e-11
65,cellular_automata,1.0000209554595898e-10,0.5130173144286733,0.00040549413264179816,29.518681829236623,0.2678571428571428,0.20000000029866682
66,cellular_automata,4.494678398966789e-09,0.5024728587652236,0.0009474895855451065,29.066180402398164,0.3142857142857143,0.3636363638388429
67,cellular_automata,3.598790235203622e-08,0.5000000017330988,0.0,70.52085747042346,0.013245033112582764,2.413907087462396e-10
68,cellular_automata,1.9902305871840344e-09,0.4801971986090522,0.0010193065101099625,21.038506856063016,0.20744059213089205,0.21942604862196322
69,cellular_automata,7.616137130786435e-11,0.5186839081201665,9.132621530330208e-13,26.74025588119019,0.1246237206502107,4.6541578538137206e-10
70,cellular_automata,7.947635069588159e-10,0.5000000017330988,0.0,5.965453806882266,0.0036538022379538682,7.682118664524145e-11
71,cellular_automata,1.986807904674015e-12,0.29025289538637666,0.0243230819682469,1.917155120385832,0.0019867549668874103,0.0198675496688741
72,cellular_automata,2.3697078163197495e-07,0.5365578459080053,0.0016079331702415103,18.61957825249882,0.18721344880285273,0.04326710821651799
73,cellular_automata,3.973523168221481e-12,0.4624110145409872,0.000645275163756198,1.0922685379048627,0.0036791758646063204,0.02384105961981454
74,cellular_automata,8.129773254426097e-12,0.4999246704417523,0.00015863267177394305,0.9913913767123562,0.002838221381267734,0.011037527619573209
75,cellular_automata,7.858878863815046e-11,0.5000000017330988,0.0,80.37848449940694,0.023527361449982565,3.774834087694962e-10
76,cellular_automata,6.839938037442842e-12,0.39200450497458134,0.0240456303508006,0.6858209860015755,0.004182642035552454,0.0529801324503311
77,cellular_automata,1.3433342499192806e-10,0.5081029575666365,0.002280908749025122,28.348325685177915,0.7142857142857143,0.3333333334266668
78,cellular_automata,1.324515075210849e-12,0.5000000017330988,0.0,0.8691939719757997,0.0012985326580963429,1.3509933422157214e-11
79,cellular_automata,4.687662599102551e-10,0.5301663381311602,1.6509453426205621e-12,22.91084026666522,0.09880078754250936,3.7571747038059854e-10
80,cellular_automata,6.394700300406147e-06,0.4980581543466876,0.0008019308435421274,19.2442685429884,0.02838221381267738,0.14900662267301326
81,cellular_automata,1.0912171499618619e-11,0.46744605360873576,0.046341922469031,0.4090117003476305,0.0034058656575212823,0.0397350993377483
82,cellular_automata,3.973510760927746e-12,0.46559648440534535,0.04577275229287,0.4113648788828534,0.0034254395980817484,0.0397350993377483
83,cellular_automata,2.250175340270996e-06,0.5256844314747504,0.002280563962907213,26.186808647225398,0.7692307692307693,0.200000000104
84,cellular_automata,3.189649605716498e-11,0.5062145809437524,2.4619123335280655e-13,27.041608374920102,0.033817105819360274,2.9880793645149014e-10
85,cellular_automata,4.953932756225003e-10,0.4995805014338069,0.00015863267176336718,22.027513597121615,0.02045188936501751,0.07726269333186153
86,cellular_automata,3.8411214369247496e-11,0.5000000017330988,0.0,87.1889263837118,0.03491872366044551,4.225165486062393e-10
87,cellular_automata,1.0000419109191796e-10,0.5202154331755329,0.0012192784018772952,27.583732987040786,0.6,0.18181818195454547
88,cellular_automata,1.1261677927990638e-11,0.5000000017330988,0.0,13.670393480083387,0.009190431139343142,1.379138936974168e-10
89,cellular_automata,3.973721684921249e-12,0.40834454578631096,2.9784654412499134e-29,18.12997926359418,0.00397350993377483,3.973509821396294e-11
90,cellular_automata,1.3343688698067565e-07,0.5000000017330988,0.0,69.59370870448916,0.013774834437086087,2.1523176765498225e-10
91,cellular_automata,1.0107291953099775e-10,0.5178935468159478,0.0019676877063151132,27.41661278666497,0.6808510638297872,0.25000000011015633
92,cellular_automata,7.974124014291237e-12,0.5241785013031939,1.253254942995541e-12,10.566487954654637,0.008830022075055177,7.152317590283685e-11
93,cellular_automata,3.059667362800694e-11,0.5023137174344926,8.441375392590915e-05,24.938664605997822,0.027106114276913573,0.0728476823541389
94,cellular_automata,1.0000769002548055e-10,0.40637686310643867,0.0239281615027291,0.09541861951369986,0.0009460737937559067,0.0132450331125827
95,cellular_automata,1.4984404961794382e-11,0.4945825283596013,9.705542358365526e-05,0.8097068195666315,0.0024081878386514087,0.008830022094481214
96,cellular_automata,1.5174204024751457e-10,0.5170931473034373,0.0027566216795868186,22.59593141397202,0.18090776934259412,0.4635761591779802
97,cellular_automata,1.3245036788817881e-12,0.5000000017330988,0.0,0.8654483814693601,0.0011825922421948827,1.483443684300538e-11
98,cellular_automata,8.01931667529984e-08,0.5000000017330988,0.0,86.01907218428487,0.026963103122043502,5.28476781100259e-10
99,cellular_automata,3.841090519786878e-11,0.5051932780766268,1.9972626781555964e-13,29.1230406422561,0.041154210028382196,3.584988832652442e-10
100,cellular_automata,1.0912171499618619e-11,0.37986537159108485,0.0241421539402807,0.5025215321189598,0.0034058656575212823,0.0397350993377483
101,cellular_automata,7.815593294397012e-11,0.49676476390251406,5.0786253567512715e-05,35.89016031927923,0.11795576658752967,0.19536423879888262
102,cellular_automata,3.3112766593215945e-12,0.3654364530900237,0.0242546912310122,0.41374133477912584,0.003123828564288386,0.0331125827814569
103,cellular_automata,1.0107291953099775e-10,0.5203718681137126,0.00768514386181604,23.801337083960558,0.723404255319149,0.4411764706654846
