sys_idx,domain,tangent_rotation,local_curvature,predictive_shear,geodesic_instab,jacobian_vol,desc_switch_vel
0,branching,1.1298503077777466,1.2633098823311946,0.8484209004225636,1.3287614880042753,0.3086438809206303,0.4
1,branching,0.12002716673914633,0.13185827217304896,0.0009987034506423983,54.44895270365951,0.036317831152968674,0.2
2,branching,0.8214751666621223,0.7029664392150843,0.03469536682740266,12.559741538252352,0.24171754332450068,0.6
3,branching,1.438336525818238,0.13273816448709702,0.003469576553566155,192.3977572998898,0.004235894181354186,0.6
4,branching,0.2175146017113805,0.0918874110706558,0.004590659187078272,105.58504908759936,0.0169921165037593,0.2
5,branching,0.4383940376588547,0.7040236414419689,0.8863015731694018,2.49166858282181,0.3499762373969411,0.4
6,branching,1.4571116018754326,1.042075897365198,0.5505158245850285,0.9762805701773801,0.2537494144646203,0.4
7,branching,0.09933963145259952,0.029253145776541107,0.002792129684363567,148.66654705899694,0.006370464007759911,0.2
8,branching,0.1110087792223007,0.033285164176065356,0.0033031889020427663,133.76558054742796,0.005951651563531845,0.2
9,branching,0.33497096247798724,0.3002672841514273,0.000930540467785518,43.30520193641841,0.04017184134211959,0.6
10,branching,0.35916952780010064,0.11057596718894665,0.0054410829936879,43.97789335533104,0.01124776420261897,0.2
11,branching,0.32514051062569266,0.1412250734097278,0.010781554916946368,123.44358232463216,0.022308953106084762,0.4
12,branching,0.11352899434313951,0.04270249956656716,0.0033467462851734355,142.68332718248755,0.005987502851440931,0.2
13,branching,0.7086739817650666,0.14743494161752374,0.005180971066490665,103.19556820733277,0.006989237782566741,0.6
14,branching,1.5627052465970843,1.4714229273792536,0.49698002075508785,79.64543905721234,0.20411251827658097,0.6
15,branching,0.5833833147197319,0.5754226341526831,0.11456757886719558,44.70010324201785,0.17867052153366822,0.4
16,branching,0.7187725288175025,0.09819620475942714,0.0038091309941255943,183.07362283883865,0.0038230344886895696,0.6
17,branching,0.11738640018397728,0.040197742190961,0.003337737551958176,149.30641083313625,0.005971962664808102,0.2
18,branching,0.20776587646006936,0.07010276010716042,0.004563612403001758,72.8275066857558,0.012203552611755052,0.2
19,branching,1.0095643759416897,0.8490342613441716,0.04665820009389667,24.336608369509,0.25227688030590767,0.6
20,branching,0.11828666538266232,0.06641855948716148,0.004456267720392784,106.44422844838755,0.007848935252784368,0.2
21,branching,0.4979960783506908,0.07042918924389703,0.002644014089152665,184.05839237813888,0.0038277190334095107,0.4
22,branching,0.9824524506730857,0.5340145917605774,0.04649965718799728,984.484843716956,0.062152780830191955,0.6
23,branching,1.607202076644747,1.1137772385510245,0.5868417172386081,15.71955302882388,0.2728106334108412,0.4
24,branching,0.09861507229110934,0.09728894647777617,0.0014242573130789965,55.12121505784151,0.028126765339092235,0.2
25,branching,0.2366751732819011,0.09736364658050803,0.0040833777040130866,108.24095270483916,0.017779134651214116,0.2
26,branching,0.07108665204459647,0.15085379167802407,0.0008695325999223292,26.285431486246722,0.04155176552932126,0.2
27,branching,0.43752163323899035,0.8400709129745589,0.9878494250274789,1.0809626304094966,0.3535774608987906,0.4
28,branching,1.318091716890848,1.1127236613756013,0.7107378945330228,10.71233176911849,0.2860921104182742,0.4
