box_width,rep,seed,friction,effective_density,pre_C,dip,restoration,tau_rec,pre_I_pred,pre_C_sigma,pre_MSE_s1,rms_velocity,msd,neighbor_turnover,packing_var,res_C_global,res_C_within,mean_nn_dist,contact_count,coordination_number,component_count,largest_component_size,clustering_coefficient
30,0,300,0.4,0.05555555555555555,0.44614047723180517,-0.03442024883409639,1.0204510625721825,37.0,4.653150426085057,0.0,0.07168110361993044,17.077445679685244,22.821333498064796,0.013757575757575758,2.3783481633619834,-0.0028989316048762537,0.003957457057063574,2.290656330716792,31.8,1.4133333333333336,25.0,0.12444444444444444,0.8772111958818615
30,1,301,0.4,0.05555555555555555,0.4522706986816467,-0.023151977977151517,1.044570947023422,87.0,4.714333848541024,0.0,0.08065857282861316,15.864999156747851,21.077598527718163,0.008707070707070707,2.008070373009108,0.0032312898449652905,0.010087678506905118,2.157326761193656,34.9,1.5511111111111109,25.1,0.13777777777777778,0.8754287127131553
30,2,302,0.4,0.05555555555555555,0.4416651263042159,0.010011141229997245,1.022738822294015,187.0,4.786005908389437,0.0,0.06314968660987075,15.181989483628474,19.072049117288465,0.008666666666666666,2.956828501335702,-0.007374282532465526,-0.0005178938705256986,2.5885312898988704,29.0,1.288888888888889,26.5,0.10222222222222224,0.9214375793052264
30,3,303,0.4,0.05555555555555555,0.4669544387042805,0.04651258178550588,1.0334888389011119,112.0,4.733537429417952,0.0,0.05449356892312279,18.18553104032558,25.150037339590362,0.018545454545454546,3.8225798096581984,0.017915029867599075,0.024771418529538902,2.3833757533709283,42.9,1.9066666666666667,23.9,0.15999999999999998,0.9390918658836227
30,4,304,0.4,0.05555555555555555,0.4310222065292194,0.019325522382746374,1.074769978672932,37.0,4.570141834809933,0.0,0.07086329767162367,15.790077652476889,19.220410904779254,0.008404040404040403,3.96740709806249,-0.01801720230746201,-0.011160813645522183,2.4592744917806364,28.9,1.2844444444444443,24.7,0.11777777777777779,0.8265410202542556
30,5,305,0.4,0.05555555555555555,0.4632618289715225,0.006197320276122742,1.048099560976887,62.0,4.660698656078177,0.0,0.0599633811559238,15.309965161410052,18.840481777416763,0.01101010101010101,2.2654895289295314,0.014222420134841096,0.021078808796780923,2.2759822478814393,30.9,1.3733333333333335,25.6,0.12666666666666665,0.879856311988665
30,6,306,0.4,0.05555555555555555,0.4784343023447794,0.07781220402644279,0.8088149952677584,312.0,4.661751750167342,0.0,0.06226171988015339,17.2393300283063,23.226914296636743,0.011212121212121211,2.627984471699251,0.029394893508097986,0.03625128217003781,2.1292330407874167,38.6,1.7155555555555555,23.1,0.13777777777777778,0.9369718771566597
30,7,307,0.4,0.05555555555555555,0.4025523673843382,-0.00900811150273978,1.200630432552581,37.0,4.702732073562496,0.0,0.10326251156567187,16.14298033883913,21.42984181155969,0.011656565656565657,2.399415687995175,-0.046487041452343225,-0.0396306527904034,2.0880145022541354,41.1,1.8266666666666667,23.4,0.14222222222222222,0.9338476931261
30,8,308,0.4,0.05555555555555555,0.414037788717433,0.04347468008465283,0.9775139976724205,162.0,4.697714123354165,0.0,0.06912316567246468,17.184912233578686,23.102640179455445,0.011434343434343434,3.05689510395224,-0.0350016201192484,-0.028145231457308573,2.3448222988682477,40.5,1.8,23.1,0.13777777777777778,0.8995657471587208
30,9,309,0.4,0.05555555555555555,0.4254909668781749,0.07284049561185307,0.9939935333338673,187.0,4.659931715381376,0.0,0.08435149775367677,17.45374091978728,24.715870386889495,0.013434343434343434,3.1740899005779424,-0.023548441958506527,-0.0166920532965667,2.3926606542707125,42.4,1.8844444444444441,24.1,0.16888888888888892,0.8972567417700679
35,0,310,0.4,0.047619047619047616,0.4543152100120363,-0.02656930194569118,1.154821838037041,37.0,4.658597577758485,0.0,0.06745543837251494,14.051827458111228,18.575689295130775,0.00797979797979798,2.6256189500747995,0.005275801175354866,0.007281347744227673,2.318685458873081,34.6,1.537777777777778,26.3,0.13999999999999999,0.9287891281529725
35,1,311,0.4,0.047619047619047616,0.463640465542395,0.06759273554758943,1.0819713802434288,112.0,4.646413692544716,0.0,0.06420533763206607,16.621304504426853,21.398911085415392,0.011393939393939394,2.096264443292104,0.0146010567057136,0.016606603274586407,2.2205063483614174,34.7,1.5422222222222222,24.8,0.14666666666666667,0.889769208491513
35,2,312,0.4,0.047619047619047616,0.5006126873832117,0.07550331601198668,0.8542934686101998,312.0,4.619586973283127,0.0,0.05785225694435695,15.566141496765292,19.252784905119064,0.00997979797979798,3.2985255932884314,0.05157327854653032,0.05357882511540313,2.6520019880374432,34.4,1.5288888888888892,25.9,0.14222222222222225,0.8772520189362295
