velocity_condition,rep,seed,friction,pre_C,dip,restoration,tau_rec,pre_I_pred,pre_C_sigma,pre_MSE_s1,mean_nn_dist,contact_count,coordination_number,component_count,clustering_coefficient,vel_align_initial,vel_corrlen_initial,vel_nbrsim_initial,vel_entropy_initial,vel_ke_initial,vel_align_pre,vel_corrlen_pre,vel_nbrsim_pre,vel_entropy_pre,vel_ke_pre,velocity_alignment,velocity_correlation_length,mean_neighbor_velocity_similarity,velocity_entropy,kinetic_energy,res_C_global,res_C_within
V0,0,500,0.4,0.46000769276932574,0.073464516969375,1.1098591076005684,37.0,4.826642687553271,0.0,0.04550855086801237,2.760025136172378,20.3,0.9022222222222223,29.7,0.8452837902837903,0.08337915538947088,,-0.1777982402335302,2.3240230828785027,4.725653286926502,0.0975804008955782,,-0.2524587146008105,2.3310523032454813,175.02708646396775,0.0975804008955782,,-0.2524587146008105,2.3310523032454813,175.02708646396775,0.016543693116725045,0.02302256653614676
V0,1,501,0.4,0.4532781340423856,0.04639544801282369,1.0313330186941772,37.0,4.75124564527246,0.0,0.05709457047964619,2.561047515992835,25.9,1.1511111111111112,28.8,0.8945714285714287,0.07546754550949109,,-0.23202506311577506,2.3180102694440974,7.676339523421001,0.08295201008970177,,-0.17054571594837495,2.383978999384923,251.71043577068667,0.08295201008970177,,-0.17054571594837495,2.383978999384923,251.71043577068667,0.009814134389784901,0.016293007809206617
V0,2,502,0.4,0.39589068658832816,-0.07728790030911636,1.1989720014175245,37.0,4.676676087686871,0.4675387262946087,0.11462118883946211,2.6334923303126656,34.3,1.5244444444444445,25.1,0.9424789579447339,0.0139940941468435,,-0.3061737302166052,2.3334680303892696,8.471536727794675,0.07599696755260456,,-0.1787561608233468,2.4051610868190423,231.91617976890734,0.07599696755260456,,-0.1787561608233468,2.4051610868190423,231.91617976890734,-0.04757331306427254,-0.04109443964485082
V0,3,503,0.4,0.390037997983196,-0.07629303196612391,1.3455675316446132,37.0,4.613517627092362,0.12565394075670255,0.1050894418291072,2.568509234683116,34.1,1.5155555555555558,24.9,0.8743000270283552,0.04814835653978645,,-0.28025488603767296,2.4478937824608202,11.523429003938027,0.10202463659516266,,-0.16822102591071658,2.407906887413633,264.1696480101696,0.10202463659516266,,-0.16822102591071658,2.407906887413633,264.1696480101696,-0.0534260016694047,-0.04694712824998298
V0,4,504,0.4,0.4422938055206817,0.03302256643950219,1.1102211627523244,37.0,4.780098110998674,0.0,0.04800355324662355,3.133370607677207,23.2,1.031111111111111,27.8,0.7526068376068377,0.09692783002188682,,-0.27367092643794505,2.34638483521677,7.12203736410682,0.15062022684385956,,-0.2384859171183035,2.3918956228381876,166.09091276579937,0.15062022684385956,,-0.2384859171183035,2.3918956228381876,166.09091276579937,-0.001170194131918989,0.005308679287502727
V0,5,505,0.4,0.46605453972037386,-0.0012600809574559446,1.055591774886695,37.0,4.714950978015869,0.0,0.047157676590831185,2.9041265913726906,33.4,1.4844444444444445,26.9,0.9047790436687496,0.09187292708511344,,-0.20489367224406022,2.42577867393153,6.682477259327913,0.04343790904078873,,-0.21804015143764846,2.355525888528518,283.3609455171665,0.04343790904078873,,-0.21804015143764846,2.355525888528518,283.3609455171665,0.022590540067773168,0.029069413487194884
V0,6,506,0.4,0.4258237890940755,-0.020831766677362973,1.0790627704139635,37.0,4.773856862823558,0.3054817650916375,0.08764433808479885,2.310301832603085,23.1,1.0266666666666666,27.3,0.872118197706433,0.14575935383819164,,-0.23389119679158507,2.2374650257066957,10.606556592271751,0.07135125213537216,,-0.22900598707122855,2.354966643199423,203.70846823846168,0.07135125213537216,,-0.22900598707122855,2.354966643199423,203.70846823846168,-0.017640210558525216,-0.0111613371391035
V0,7,507,0.4,0.41514313756438276,-0.005896895793953749,1.3743966573383433,37.0,4.739344909624229,0.0,0.06613979494534791,2.834502851686346,24.4,1.0844444444444445,28.3,0.9138461538461538,0.045833514885949285,,-0.11444993992273826,2.411968148386147,10.478606455593747,0.10375793094142963,,-0.2661578167567496,2.382180138394715,202.54455150574722,0.10375793094142963,,-0.2661578167567496,2.382180138394715,202.54455150574722,-0.028320862088217935,-0.02184198866879622
V0,8,508,0.4,0.462628608869921,-0.037236279769877034,1.1271846433617172,37.0,4.7355579929114615,0.0,0.05587219043505217,2.6061013128967145,35.6,1.5822222222222222,25.7,0.9389520146520146,0.06910351412519194,,-0.14246878930606235,2.403523359366263,12.932635441280233,0.09408274676232616,,-0.13215040262412758,2.3509326273599576,237.31044901026974,0.09408274676232616,,-0.13215040262412758,2.3509326273599576,237.31044901026974,0.019164609217320328,0.025643482636742043
V0,9,509,0.4,0.45869287017911964,-0.020286240616106066,1.1155762866410037,37.0,4.759655972420263,0.0,0.05484338546683616,3.2505987961262655,27.0,1.2,28.8,0.9041011250654108,0.04334509404924201,,-0.283671752540182,2.4220576300466266,8.576694542862562,0.08819971551444683,,-0.14921433157837172,2.2366454395103434,215.1917621240669,0.08819971551444683,,-0.14921433157837172,2.2366454395103434,215.1917621240669,0.015228870526518945,0.02170774394594066
V1,0,510,0.4,0.43876580283526856,0.07784501681429967,1.05709386127459,87.0,4.625666615084212,0.0,0.08060425898149075,2.6919837176888803,22.1,0.9822222222222223,29.1,0.881071893792482,0.8123942084571537,,0.5516110200800921,1.354562698321522,8.376830443066023,0.08026288405392837,,-0.1216896914000985,2.318940530415323,155.47710711084966,0.08026288405392837,,-0.1216896914000985,2.318940530415323,155.47710711084966,-0.004698196817332134,0.0037870436012406583
V1,1,511,0.4,0.42680545574489215,0.02348867245615366,1.0496668730636163,62.0,4.801844678837426,0.0,0.04991653192852678,2.696037308771861,22.9,1.0177777777777777,28.4,0.8719982433025912,0.676699248912085,,0.35770163930262733,1.5375453549874567,11.202321074828498,0.08422227454931891,,-0.1334533228542857,2.3546923400185307,155.9557733009592,0.08422227454931891,,-0.1334533228542857,2.3546923400185307,155.9557733009592,-0.016658543907708545,-0.008173303489135753
V1,2,512,0.4,0.44226507699612994,0.0948105930154487,1.1382649348985534,137.0,4.690711951622534,0.0,0.06122626041494257,2.73192263271241,31.4,1.3955555555555557,28.3,0.8869234376734376,0.6169461394982586,,0.28416255350435565,1.9245804697129836,9.249934150607652,0.11432345228300624,,-0.14895546608986843,2.3521083086511663,229.39269967871718,0.11432345228300624,,-0.14895546608986843,2.3521083086511663,229.39269967871718,-0.0011989226564707578,0.007286317762102035
V1,3,513,0.4,0.4404788921221861,0.07643895250977589,0.9685056235053093,37.0,4.673483605486373,0.0,0.05362914235122244,3.3391014025934944,37.0,1.6444444444444444,26.4,0.9310387099284156,0.6675346115177223,,0.37617970068361395,1.6352985133800042,9.56598333423548,0.1904168478152739,,-0.13918268032834893,2.3476358745185033,334.7547085358449,0.1904168478152739,,-0.13918268032834893,2.3476358745185033,334.7547085358449,-0.002985107530414588,0.0055001328881582046
V1,4,514,0.4,0.43828898169827524,-0.030058734946174004,1.0637418151000317,37.0,4.673195800439048,0.0,0.08449121895316479,2.884873312557777,33.0,1.4666666666666668,26.6,0.9045815506780419,0.7193425567407157,,0.3736448790782291,1.6176554206583302,8.988159292557865,0.21959947864692164,,-0.09108938460229035,2.215349960981828,226.52861595693474,0.21959947864692164,,-0.09108938460229035,2.215349960981828,226.52861595693474,-0.005175017954325456,0.0033102224642473366
V1,5,515,0.4,0.3769168935356383,-0.04336775353869493,1.3402074628100387,37.0,4.650505976346418,0.0,0.101941091370093,2.5747104585496854,29.7,1.3200000000000003,27.0,0.9260924369747899,0.5603286539574065,,0.14594449453316166,1.744823079655586,11.966322997875922,0.0883397074000457,,-0.1373042144635238,2.316023029783413,226.85020770306767,0.0883397074000457,,-0.1373042144635238,2.316023029783413,226.85020770306767,-0.0665471061169624,-0.058061865698389614
V1,6,516,0.4,0.4787751049357454,-0.06114351855006017,0.9772264416487977,37.0,4.805513922085828,0.0,0.04638653319986414,3.217954554942844,25.2,1.1199999999999999,28.8,0.8912430271253801,0.522009021898609,,0.22202057064927602,1.8493133827918158,11.208092405223807,0.163286957513597,,-0.0883769385429481,2.3124648136786172,200.28199128516073,0.163286957513597,,-0.0883769385429481,2.3124648136786172,200.28199128516073,0.035311105283144684,0.043796345701717476
V1,7,517,0.4,0.42161576118751143,0.0245012187511216,1.1788755789137695,62.0,4.722643274585922,0.0,0.08739526682131872,2.631417604248258,28.4,1.262222222222222,27.9,0.8989374133491781,0.5290707151548733,,0.2111857958226684,1.6922746996603757,12.709164110237793,0.1518681564026157,,-0.036575590164777266,2.2483996723057196,173.21436375094305,0.1518681564026157,,-0.036575590164777266,2.2483996723057196,173.21436375094305,-0.021848238465089265,-0.013362998046516472
V1,8,518,0.4,0.42098952781546706,-0.013536571349814397,1.0636404916591986,37.0,4.787889017486975,0.0,0.06340868783999148,2.2867005525469764,23.1,1.0266666666666666,27.8,0.8697079194188728,0.677781380948606,,0.3652794711726297,1.7360279952471254,6.289866444972189,0.14117550620239938,,-0.15403766236729755,2.367849667897526,212.3596738487374,0.14117550620239938,,-0.15403766236729755,2.367849667897526,212.3596738487374,-0.022474471837133636,-0.013989231418560844
V1,9,519,0.4,0.46488609546916504,0.001812857812331703,0.9795275543685305,37.0,4.717220668912814,0.0,0.07596452090719172,3.4359056901386085,17.2,0.7644444444444444,32.7,0.8526758241758241,0.6037255913278575,,0.2413743066845698,1.6632301366189763,8.931888904554974,0.17039908450584898,,-0.24393797624176466,2.3216696523767566,140.84934867161977,0.17039908450584898,,-0.24393797624176466,2.3216696523767566,140.84934867161977,0.021422095816564346,0.02990733623513714
V2,0,520,0.4,0.48558559227573106,0.057107023011810476,1.0021327224520469,187.0,4.766986072736335,0.0,0.05238338828550221,3.1519570197703475,27.4,1.2177777777777776,29.0,0.9041574108725812,0.08685056652029068,,-0.045967327302722454,2.4276725531402965,7.9816039773185326,0.14090816344816054,,-0.06447527588310567,2.322454822753913,206.60219012932225,0.14090816344816054,,-0.06447527588310567,2.322454822753913,206.60219012932225,0.042121592623130366,0.02981442769579068
V2,1,521,0.4,0.4423188157833187,-0.048142534834782647,1.1639569189835752,37.0,4.639313619120818,0.0,0.0750266428996233,3.160002931007101,24.1,1.0711111111111111,29.5,0.8392232549585492,0.08705300540884313,,0.22605764611977983,2.3832041900093266,2.7691607036535713,0.11469366620644897,,-0.11539013246789076,2.3463288562063247,176.88435494983375,0.11469366620644897,,-0.11539013246789076,2.3463288562063247,176.88435494983375,-0.0011451838692819738,-0.01345234879662166
V2,2,522,0.4,0.45557228621891666,-0.007032989105166698,1.0900872843744724,37.0,4.825083219410637,0.0,0.04640720621110141,2.5058860850565625,26.8,1.191111111111111,26.9,0.9055003710886064,0.13719677943514158,,0.35224288897062533,2.351753114501463,3.4577885647403157,0.17946318755125984,,-0.12575285010112208,2.3189563519077505,181.38679115326,0.17946318755125984,,-0.12575285010112208,2.3189563519077505,181.38679115326,0.012108286566315962,-0.00019887836102372436
V2,3,523,0.4,0.4507402063451338,0.020488962910158448,1.098144603499327,37.0,4.716851604665995,0.0,0.05680070391022979,2.8126668156432175,30.4,1.3511111111111112,27.7,0.903093958951102,0.19841908098376118,,0.023768042234735613,2.3180102694440974,5.35899730926816,0.15491852870652248,,-0.10538791258018093,2.3340321005194333,239.7584554466302,0.15491852870652248,,-0.10538791258018093,2.3340321005194333,239.7584554466302,0.007276206692533094,-0.005030958234806593
V2,4,524,0.4,0.4650756257633065,0.005173504337547485,1.1226450173249287,37.0,4.797446177094235,0.0,0.0508990665606364,2.481393433440843,29.2,1.297777777777778,28.6,0.9287278244631185,0.07658627054482711,,0.09603275206226708,2.3465250412527467,8.302204556465965,0.139314609077936,,-0.07813979228430007,2.20548135811741,228.54775942557333,0.139314609077936,,-0.07813979228430007,2.20548135811741,228.54775942557333,0.02161162611070583,0.009304461183366142
V2,5,525,0.4,0.45386902923246764,0.0503676061903961,0.9466340799745675,237.0,4.502220854948895,0.0,0.07864360500047238,3.1299727670598188,26.9,1.1955555555555555,27.9,0.8763743201243201,0.018085324102102267,,0.07755326611614911,2.366704004573706,9.309832784894903,0.10433883996067908,,-0.10429161573967043,2.3457753525760516,209.60015707028904,0.10433883996067908,,-0.10429161573967043,2.3457753525760516,209.60015707028904,0.010405029579866942,-0.0019021353474727443
V2,6,526,0.4,0.41497685971867354,-0.03016559698307919,1.199955721383769,37.0,4.741785288216913,0.0,0.0725982400374374,2.1402321242924027,34.4,1.5288888888888887,24.9,0.9237460726090589,0.06537369970101711,,0.08630439697233276,2.3044463877076913,10.033918429584062,0.07622015954514288,,-0.20381213148754987,2.2639601402318767,245.51783063009975,0.07622015954514288,,-0.20381213148754987,2.2639601402318767,245.51783063009975,-0.028487139933927152,-0.04079430486126684
V2,7,527,0.4,0.4782744209119193,0.004647784944113442,0.9758222526378594,37.0,4.729077282573035,0.0,0.05862808952279332,2.7967610652526185,27.8,1.2355555555555557,27.3,0.9025956226803414,0.057137542169285724,,0.047722536849536326,2.3802678863101123,5.01045408813846,0.13472519349822304,,-0.10203469085689383,2.3429651309052715,229.43377971604423,0.13472519349822304,,-0.10203469085689383,2.3429651309052715,229.43377971604423,0.0348104212593186,0.022503256331978916
