sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,shared_closure,manifold_convergence,continuity_transfer_efficiency,closure_compatibility,reconstruction_compatibility,temporal_compatibility,operator_compatibility,continuity_preservation_compatibility,compatibility_composite
13,gray_scott,252,nonlinear_oscillator,3,0,0.8606106089570836,0.7129,0.30838520500000005,0.7745495480613753,0.6948050881055376,0.4616745611750276,0.7745495480613753,0.19046691880000002,0.153648,0.1904669188,0.21984781264450004,0.13233738429802427,0.3575898227095514,0.68665179278748,0.7745495480613753,0.8606106089570836,0.5521763728129545,0.6948050881055376,0.7137586821448862
342,branching,181,branching,3,0,0.873762658902079,0.27070000000000005,0.535750245,0.5480239396633839,0.587826028569639,0.5545334714722044,0.5480239396633839,0.07303783770000001,0.23988,0.07303783770000002,0.14502759132150003,0.042933542070504864,0.3038976177114102,0.22553582666539004,0.5480239396633839,0.873762658902079,0.14835008046687806,0.587826028569639,0.47669970685347407
445,kuramoto,61,nonlinear_oscillator,0,0,0.9970387924471797,0.9375,0.018865625,0.07976310339577439,0.5143136937528862,0.1333539384898103,0.07976310339577439,0.01585546875,0.032944169299999986,0.01585546875,0.0176865234375,0.008154684698995957,0.010636723983996477,0.921479343234375,0.07976310339577439,0.9970387924471797,0.07477790943353849,0.5143136937528862,0.5174745684527507
299,kuramoto,115,kuramoto,0,3,0.8907903892312381,0.9221999999999999,0.08918842,0.8611270692698378,0.7278529215503228,0.26376303425136965,0.8611270692698378,0.07945859639999998,0.130127931682,0.0794585964,0.082249560924,0.05783417153202796,0.2271334886666018,0.8754727390029395,0.8611270692698378,0.8907903892312381,0.7941313832806444,0.7278529215503228,0.8298749004669965
284,gray_scott,376,nonlinear_oscillator,3,0,0.9798188177071732,0.9643999999999999,0.51555368,0.9308278768218144,0.8691847443586963,0.7033139473502089,0.9308278768218144,0.49658884799999997,0.1558211671281168,0.496588848,0.497199968992,0.4316274509002595,0.6546642283511643,0.6357636485671558,0.9308278768218144,0.9798188177071732,0.8976904044069578,0.8691847443586963,0.8626570983723594
196,population,0,kuramoto,0,3,0.9724409497028355,0.33730000000000004,0.378686925,0.0,0.43492966991085064,0.5042592544684052,0.0,0.05366486174400001,0.1735663361397,0.05366486174400001,0.12773109980250003,0.02334044060412936,0.0,0.2968572326863304,0.0,0.9724409497028355,0.0,0.43492966991085064,0.3408455704600033
169,nonlinear_oscillator,70,nonlinear_oscillator,0,0,0.9996252591266763,0.9625,0.018915625,0.0,0.4961707027380029,0.13619894155600965,0.0,0.017529531249999997,0.0389415,0.01752953125,0.0182062890625,0.008697639838980283,0.0,0.9418909800781251,0.0,0.9996252591266763,0.0,0.4961707027380029,0.4875373883885608
299,gray_scott,164,nonlinear_oscillator,3,0,0.8990517096821088,0.20999999999999996,0.52205,0.42363316560220965,0.5432154625852955,0.5439262843576758,0.42363316560220965,0.04409999999999999,0.19496100000000002,0.04409999999999999,0.10963049999999998,0.02395580190001153,0.23042521369668983,0.17831918999999996,0.42363316560220965,0.8990517096821088,0.08896296477646401,0.5432154625852955,0.4266364985292156
282,gray_scott,391,nonlinear_oscillator,3,0,0.9094332580675921,0.7289,0.28303260500000005,0.8184899322608329,0.7207634780985275,0.4678579396128728,0.8184899322608329,0.1795171365,0.193292757,0.1795171365,0.20630246578450004,0.12938939568202812,0.3829370133014331,0.71885895021755,0.8184899322608329,0.9094332580675921,0.5965973116249211,0.7207634780985275,0.7528285860538848
402,population,140,nonlinear_oscillator,0,0,0.9969977047850834,0.21750000000000003,0.523653125,0.0,0.44732993643552504,0.6069223527879195,0.0,0.04730625000000001,0.05512499999999999,0.04730625000000001,0.11389455468750002,0.02116150180550306,0.0,0.21579942187500004,0.0,0.9969977047850834,0.0,0.44732993643552504,0.33202541261912166
