sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,continuity_alignment,recursive_synchronization,mutual_closure_reinforcement,interaction_stability,co_stabilization_probability,external_continuity_prediction,reciprocal_reconstruction,mutual_anticipation,co_adaptive_continuity,recursive_predictive_coupling,shared_closure,manifold_convergence,continuity_transfer_efficiency,closure_compatibility,reconstruction_compatibility,temporal_compatibility,operator_compatibility,continuity_preservation_compatibility,compatibility_composite
137,gray_scott,172,gray_scott,3,3,0.9998661971291666,0.7519,0.29001680500000004,0.7998929577033334,0.7483111074497499,0.5239798806055398,0.7998929577033334,0.19492255600000002,0.474975,0.19492255600000002,0.21806363567950005,0.14586271374729592,0.4191278164746047,0.5413285673564,0.7998929577033334,0.9998661971291666,0.6014395148971363,0.7483111074497499,0.7381676689071572
248,branching,103,coupled_map_lattice,0,0,0.8907894605240629,0.7024999999999999,0.08525312500000001,0.38303946802534705,0.539699303564823,0.22381085195667083,0.38303946802534705,0.028802499999999995,0.209765589597,0.028802499999999998,0.0598903203125,0.015544689190925814,0.0857283896717829,0.5753734295581074,0.38303946802534705,0.8907894605240629,0.2690852262878063,0.539699303564823,0.5315973775920293
458,kuramoto,183,nonlinear_oscillator,3,0,0.9710930542711266,0.65,0.21125,0.0,0.463577916281338,0.4127145480652288,0.0,0.0975,0.060950000000000004,0.0975,0.1373125,0.04519884683743045,0.0,0.6262425,0.0,0.9710930542711266,0.0,0.463577916281338,0.41218269411049285
367,population,88,coupled_map_lattice,0,0,0.9745314418467501,0.5557,0.18414974500000003,0.44906408840298245,0.5750486080749198,0.3577992188740343,0.44906408840298245,0.04748373145,0.042508500000000005,0.04748373145,0.10233201329650002,0.02730545367652579,0.1606747800549674,0.552935263883235,0.44906408840298245,0.9745314418467501,0.24954491392553735,0.5750486080749198,0.560224863226685
231,branching,485,nonlinear_oscillator,0,0,0.9722735284416667,0.16590000000000005,0.44386290500000003,0.0,0.4136346395325,0.5051447117018679,0.0,0.015926648850000003,0.074,0.015926648850000003,0.07363685593950002,0.006587813656030457,0.0,0.15626563104421504,0.0,0.9722735284416667,0.0,0.4136346395325,0.30843475980367635
477,kuramoto,321,nonlinear_oscillator,3,0,0.9220029296033072,0.4759,0.218477905,0.0,0.41547645988099213,0.35686123390296004,0.0,0.03861333625,0.22648600000000002,0.03861333625,0.10397363498949999,0.016042932249344385,0.0,0.386491399321375,0.0,0.9220029296033072,0.0,0.41547645988099213,0.34479415776113487
359,kuramoto,291,nonlinear_oscillator,0,0,0.98818789153741,0.6815,0.275610625,0.0,0.48787849246122306,0.4943409927415893,0.0,0.15326219425,0.07862899999999999,0.15326219425,0.18782864093749999,0.07477332828198914,0.0,0.6306374781186249,0.0,0.98818789153741,0.0,0.48787849246122306,0.4213407724234516
190,population,56,nonlinear_oscillator,3,0,0.9835102152666666,0.3356999999999999,0.37776774500000004,0.0,0.43774661357999994,0.5086223078251566,0.0,0.05274535184999998,0.06133600000000001,0.05274535184999998,0.12681663199649998,0.023089099154423077,0.0,0.3328161194160449,0.0,0.9835102152666666,0.0,0.43774661357999994,0.35081458965254225
375,kuramoto,405,nonlinear_oscillator,0,0,0.9929832382486253,0.32789999999999997,0.5491238050000001,0.0,0.4732997324745877,0.6558157797013046,0.0,0.10599846234,0.037637,0.10599846233999999,0.18005769565950003,0.05016904386823965,0.0,0.30548427649871396,0.0,0.9929832382486253,0.0,0.4732997324745877,0.3543534494443854
474,nonlinear_oscillator,152,nonlinear_oscillator,0,0,0.9982865258938667,0.4533999999999999,0.25599853000000006,0.0,0.44136566376816,0.4250704027256084,0.0,0.048338220849999995,0.042774999999999994,0.048338220849999995,0.116069733502,0.02133483093083216,0.0,0.4508776356666099,0.0,0.9982865258938667,0.0,0.44136566376816,0.37810596506572736
405,nonlinear_oscillator,47,gray_scott,0,3,0.9303628342891609,0.18099999999999994,0.51225925,0.0,0.4177607002867483,0.5461229837277374,0.0,0.03201505374999999,0.0974475,0.03201505374999999,0.09271892424999997,0.01337463127431788,0.0,0.16915672722874994,0.0,0.9303628342891609,0.0,0.4177607002867483,0.3034560523609318
477,nonlinear_oscillator,330,kuramoto,0,0,0.9874332872836008,0.7368,0.45887881,0.0,0.5353657481850803,0.6561494193999529,0.0,0.312581277192,0.048014999999999995,0.3125812771920001,0.33810190720800004,0.1673453093325431,0.0,0.5418675669649343,0.0,0.9874332872836008,0.0,0.5353657481850803,0.41293332048672304
246,gray_scott,193,coupled_map_lattice,3,0,0.8603611384295851,0.8215,0.067525965,0.344144455371834,0.5391568711404257,0.20997113583374022,0.344144455371834,0.042385161059999996,0.081485107341,0.042385161059999996,0.05547258024749999,0.022852250819892606,0.07226040218530791,0.7893793941301586,0.344144455371834,0.8603611384295851,0.28271467008796164,0.5391568711404257,0.563151305831993
96,gray_scott,175,branching,3,0,0.98803053739168,0.7245999999999999,0.28131013,0.0,0.497591187217504,0.5060692412520185,0.0,0.17635861873,0.0877968,0.17635861872999997,0.20383732019799997,0.08775449446989983,0.0,0.6604281061482419,0.0,0.98803053739168,0.0,0.497591187217504,0.4292099661514852
115,gray_scott,70,branching,3,0,0.8862656002125855,0.6576,0.7147278499999999,0.2953036979908335,0.6289363594610257,0.7337392904159995,0.2953036979908335,0.4314572586719999,0.51304062,0.4314572586719999,0.47000503415999995,0.2713591575322017,0.2166759258210148,0.6039507815907071,0.2953036979908335,0.8862656002125855,0.1941917117987721,0.6289363594610257,0.5217296302107848
60,kuramoto,440,population,3,0,0.9168641514945672,0.8676,0.5320393999999999,0.8068404533152191,0.7970392614429359,0.6660101196456536,0.8068404533152191,0.453992973552,0.247321512,0.45399297355199997,0.46159738343999995,0.3618502243401684,0.5373639068474225,0.6882918399574848,0.8068404533152191,0.9168641514945672,0.7000147772962841,0.7970392614429359,0.7818100967012983
307,population,225,population,3,0,0.991170444167,0.6476,0.22720685,0.0,0.47231250325009994,0.43898938972156426,0.0,0.10692780697199998,0.130676,0.106927806972,0.14713915605999997,0.050503340177988805,0.0,0.6322206701950671,0.0,0.991170444167,0.0,0.47231250325009994,0.4191407235224334
209,population,88,population,0,0,0.9960985440195,0.7242,0.13299017,0.0,0.47026759720585004,0.3362828684609832,0.0,0.06876811287,0.118313000325,0.06876811287,0.096311481114,0.03233941520375559,0.0,0.688319592505089,0.0,0.9960985440195,0.0,0.47026759720585004,0.43093714674608774
20,kuramoto,39,kuramoto,3,3,0.9755541408463972,0.9851,0.029794505,0.9755541408463972,0.7883113855078384,0.1682343115889612,0.9755541408463972,0.029241215850000002,0.67550028,0.029241215850000002,0.029350566875499997,0.023051183380647267,0.16412167930305416,0.3484701959058351,0.9755541408463972,0.9755541408463972,0.961018384147786,0.7883113855078384,0.8097816494508507
299,kuramoto,34,branching,0,0,0.99598149334435,0.3288,0.37672057000000003,0.0,0.439898562003305,0.5118348894296615,0.0,0.04980197148,0.04952231060699999,0.04980197147999999,0.12386572341600001,0.021907815638981604,0.0,0.3287080475049576,0.0,0.99598149334435,0.0,0.439898562003305,0.3529176205705225
188,gray_scott,412,coupled_map_lattice,3,3,0.846468732978202,0.9951,0.037043005,0.846468732978202,0.7143098407869213,0.162902907661655,0.846468732978202,0.0368495481,0.5229987,0.036849548100000004,0.0368614942755,0.026321994836381,0.13789221784682615,0.51133297894431,0.846468732978202,0.846468732978202,0.8423210361866088,0.7143098407869213,0.7521802643748489
13,nonlinear_oscillator,294,gray_scott,0,3,0.9489979868889403,0.43399999999999994,0.41997799999999996,0.9489979868889403,0.7401943921333642,0.5532658263562522,0.9489979868889403,0.11275319999999998,0.12493713936200002,0.11275319999999997,0.18227045199999997,0.08345928633509163,0.5250481554265294,0.42871217031689196,0.9489979868889403,0.9489979868889403,0.41186512630980004,0.7401943921333642,0.6957535325075874
473,gray_scott,328,nonlinear_oscillator,3,0,0.9051268723947345,0.7287999999999999,0.19952272000000001,0.0,0.4572026057184203,0.385221996891199,0.0,0.11861074239999998,0.11960254075000001,0.11861074239999998,0.145412158336,0.05422914049147631,0.0,0.7280771773625199,0.0,0.9051268723947345,0.0,0.4572026057184203,0.41808133109513496
224,branching,405,population,0,0,0.9926599330091667,0.6182,0.32901561999999995,0.0,0.48724110390275,0.5369297577646582,0.0,0.158339566,0.062339000000000006,0.158339566,0.20339745628399997,0.07714954492932233,0.0,0.5588524500988,0.0,0.9926599330091667,0.0,0.48724110390275,0.40775069740214337
202,branching,210,kuramoto,0,3,0.9087017832055991,0.6951,0.08447250499999999,0.0,0.4285250359616798,0.2248582562542255,0.0,0.02640719655,0.16684000000000002,0.02640719655,0.058716838225499994,0.011316144851235896,0.0,0.5974851583219051,0.0,0.9087017832055991,0.0,0.4285250359616798,0.38694239549783677
441,nonlinear_oscillator,482,population,0,0,0.9976083866545833,0.62,0.17860625,0.0,0.45900376599637494,0.3765971659621052,0.0,0.065971875,0.08660583749999999,0.065971875,0.110735875,0.0302813390748421,0.0,0.60720694325,0.0,0.9976083866545833,0.0,0.45900376599637494,0.41276381918019167
313,kuramoto,177,nonlinear_oscillator,0,0,0.9955357622516434,0.5537,0.231996845,0.9955357622516434,0.7544608263509861,0.424944440117114,0.9955357622516434,0.0733126485,0.020974895999999993,0.0733126485,0.1284566530765,0.05531152136928938,0.42304738710658896,0.52472058644075,0.9955357622516434,0.9955357622516434,0.551228151558735,0.7544608263509861,0.7642962177707516
36,kuramoto,352,nonlinear_oscillator,3,0,0.9456235874743333,0.6103,0.210067045,0.0,0.4477604852423,0.3922919452637272,0.0,0.0818619802,0.10206825,0.08186198019999999,0.1282039175635,0.03665455997724755,0.0,0.5979681135410599,0.0,0.9456235874743333,0.0,0.4477604852423,0.39827043725153866
