null_sys,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence
0,0.962873834409269,0.5386995737380647,0.9840142633850398,0.1454904808771622,0.5453933887405525,0.2360532764919051
1,0.6685370444877239,0.7635929919987364,0.4320075325898737,0.2817834328983947,0.9706724335903898,0.9492726426594401
2,0.961244544513039,0.4491156732880094,0.8285732554784758,0.6206361755486366,0.4857823914041778,0.6643801231934046
3,0.0013930530316329515,0.8428173257120781,0.5859327213648816,0.17386304991716117,0.6330278532976613,0.14006133778144425
4,0.5700533857714699,0.5803462568046411,0.4502668378970216,0.49302025206604605,0.778802111991389,0.19202902691541457
5,0.9618171992887251,0.6873502708263646,0.6651339865039734,0.5419905705335455,0.11450748531821375,0.08449527702841464
6,0.6296784695902309,0.7194640857544833,0.6787659408032122,0.23983076439893014,0.35148215038552866,0.13727853345024776
7,0.7010432849694441,0.015143765053639568,0.5412099793125549,0.8934931461951641,0.11456571034861307,0.8557783519193419
8,0.6057121871158461,0.44744023259611043,0.006798355080675389,0.8483340184354065,0.9553575913808967,0.035791201458700184
9,0.8985708255960693,0.03861225672607793,0.9174063239596322,0.3071740651226763,0.5956422177921961,0.7681363210673193
10,0.7266433357649406,0.29750300762855175,0.325536369605138,0.27098152543140663,0.5371338512830098,0.6355595927900437
11,0.5565595115069697,0.23983057923290796,0.08810779113428102,0.45284277428634534,0.47019695279240104,0.8969141896767175
12,0.5860825276245177,0.8821284251975068,0.7390498233696682,0.9887940838849336,0.03428725973514857,0.47686639304252376
13,0.4777026813501136,0.8656802160314633,0.9568676195796942,0.845484143795237,0.0438480513412296,0.45392636737858927
14,0.46096851483634427,0.2698105002589348,0.43747069699984187,0.23161531960561377,0.5630060558928379,0.9876324907041759
15,0.33395907158132043,0.24495650400796876,0.34099274254974554,0.9856363503440728,0.8938723127939868,0.3912156895453994
16,0.7449687482328126,0.8601330757045286,0.14644907103565796,0.04984362114978236,0.8745243485775933,0.24471891811448732
17,0.1130470951162238,0.24675143677495603,0.13069284675671355,0.17131980133090008,0.2504493367514039,0.7714052477471505
18,0.6850469407587422,0.6384122239317932,0.707489267292877,0.4465071156025243,0.08214661747029783,0.7984587586413083
19,0.12111599491032554,0.5888125269751197,0.9482238149401603,0.332660488631929,0.7561368380498326,0.9781435910535609
20,0.3542436690656685,0.5116123149622382,0.318490166416045,0.5487600106876217,0.08172908760780428,0.34101172973415605
21,0.06966492057465445,0.6113939893512901,0.7744712907516271,0.7886326879502847,0.9984060151449424,0.3101200737537456
22,0.5029735774488664,0.8472804808604888,0.8962270296732182,0.5061637632140337,0.6278387305756904,0.848045213263687
23,0.07229588438972712,0.2660731138528223,0.4438005288187753,0.5952973466594053,0.21639242231851963,0.6898806579492089
24,0.2918376950022653,0.826442041051348,0.902185711643914,0.022016928340738984,0.6750582144707006,0.6101471647796751
25,0.07507718691290888,0.23742905434971018,0.14467345209759108,0.3618868963281585,0.5639887647560105,0.4117064889143648
26,0.35522201726917857,0.2869231938982717,0.8985915899946185,0.42583780793620185,0.9173021535312813,0.039015781717714915
27,0.16492025823372225,0.6622305327593981,0.5608400055344371,0.5267380610087057,0.48197116206406276,0.8356711838740974
28,0.5352933972397613,0.32218556792427233,0.7719649985522995,0.7352973768013822,0.7224031005564393,0.4820441188707497
29,0.5996302495158723,0.6052224895201871,0.18919416615520357,0.9871018257434426,0.6486026754072914,0.1981025716609165
30,0.06725799565541934,0.16961091144998908,0.725987792353541,0.60296440190301,0.27794655421100944,0.9915965169531599
31,0.8660516228327145,0.6871716799519036,0.7756285224992402,0.3968353181114278,0.19968712120136434,0.324679937807839
32,0.24168212582992044,0.8988573415531291,0.4149038252837235,0.08317775855776699,0.7981848784678907,0.6867341193409507
33,0.0015568816550425302,0.6970834952069332,0.8531840704959242,0.6504865756675927,0.09363293454416344,0.9565734771836776
34,0.8644162822687437,0.7307968556104847,0.6677179890046299,0.4985147732524815,0.3529263921350191,0.7154804472379681
35,0.5527860505636945,0.5166323617254114,0.11836390896591975,0.8720670854739885,0.20349348536168443,0.6274158423103555
36,0.969097513750648,0.1777694113925985,0.2548971129985613,0.21139399935838665,0.1399156779706605,0.2392796269549614
37,0.0837261073772596,0.306268405333496,0.335988552426703,0.7526594503236149,0.5157350527029368,0.5551727240523653
38,0.2651592038892677,0.30278478952199217,0.4625011317197121,0.5036462792243206,0.4989248929701894,0.28964816183776365
39,0.2149160694345139,0.23315824558609577,0.04839885560523649,0.8360407001009048,0.7339370366012048,0.021308323660665596
40,0.04533095956974742,0.7182304594794577,0.08391393121416679,0.9926058585921755,0.9648604738231136,0.8778240115691758
41,0.9832827997101622,0.2566300626953879,0.16957848874843084,0.9810573202113837,0.44239590515238036,0.5232426864199415
42,0.27618183095726045,0.7219197271530597,0.028921097700295273,0.8358151654757967,0.4786971945921933,0.8155629680051185
43,0.6498544822024858,0.06635335176773682,0.49823588202952473,0.7793784628170708,0.5666370713869906,0.8696217126685413
44,0.7602789914182375,0.7890407536533104,0.7165954862248292,0.6391815258113673,0.8736760226555844,0.9539178956964304
45,0.2264328090421317,0.6187055133314386,0.158727583441858,0.18049893609744694,0.06178119628263712,0.6072587231132113
46,0.35938784998802775,0.47070734705393324,0.5874466086123068,0.25228973351343087,0.2662960508287763,0.8370404478189211
47,0.9791323909303775,0.9561467200288929,0.6986376686676578,0.5221721626971556,0.05123524856567341,0.40424699253770224
48,0.6029214401250712,0.9546938249261188,0.7562551367208667,0.06066019148301238,0.15500428601099114,0.3700109902878811
49,0.8744424002772185,0.13893753867009517,0.5903281895992896,0.7945015771366335,0.2021472706543055,0.5232701918943322
50,0.26100942532909344,0.4070923618190987,0.8012776257406679,0.18641055088571912,0.3919222344687283,0.737772082305978
51,0.0746691513639628,0.43323326626665526,0.17436647986165843,0.2986998135618658,0.3856511730240729,0.045178966612994476
52,0.13644253622882363,0.5464368384656242,0.26573799987588476,0.758765261221106,0.8745664108238983,0.7086156317670694
53,0.8396060178504375,0.6234560206847356,0.8690594169333529,0.7068779116675473,0.2530663320549502,0.5926690857710698
54,0.5670713215479891,0.7188152704575259,0.1580924532382828,0.32171664547448975,0.2651548638157444,0.5272572204198561
55,0.90210989336363,0.6333873610261735,0.9538938006127149,0.765743855721547,0.5687201734495678,0.6241754447734912
56,0.6665757262282809,0.2701329464567178,0.856705681599922,0.3458340796194044,0.7883418294121982,0.21835461195008588
57,0.493020549020308,0.5883831273343506,0.25143494908161945,0.9305698590375198,0.9507242011126278,0.6347063431481551
58,0.7085829299788974,0.7713584494359501,0.4216719389417659,0.9363612960101316,0.16048858287959966,0.9202949217370726
59,0.760858637405134,0.22000472117477143,0.8252661437373578,0.5563414153011674,0.15958078018092192,0.19713367709167318
60,0.9676569226680317,0.281316811474171,0.9596366870456691,0.2738311521585942,0.38273460326878705,0.8709228959232644
61,0.6295571364141375,0.6644069381260285,0.3839704090518711,0.954078289998148,0.7511899361447449,0.28827736858992625
62,0.03795277986474799,0.18788840769231097,0.7538379331165145,0.22002643143323586,0.16059414472867306,0.8883676342993545
63,0.48533484709271657,0.7556398002434169,0.3899547256549146,0.35478369806093757,0.9586203355645706,0.6178131657647226
64,0.2732085981500306,0.48058355923567664,0.06694252010165758,0.33906697677200814,0.6611705113663563,0.26671889269320637
65,0.5535593366630788,0.5610088383146934,0.9597743937726082,0.8583102324326112,0.09054705961312703,0.8133403043975854
66,0.6439261830460303,0.9264194842037778,0.5827079910496196,0.6717620249507607,0.8256837814621879,0.9641283877762188
67,0.17769360175591342,0.6992175359318054,0.8975191806304079,0.756668479409932,0.32081264807038345,0.9131616307874649
68,0.6327781684946276,0.87973769765784,0.7621830076581249,0.9231755776393782,0.26470113401393225,0.8676719309945707
69,0.7658356088733247,0.2803763559598761,0.7109997729211038,0.9800291941249497,0.3890273288570396,0.7299025831825355
70,0.7168318320753169,0.4391768079871259,0.7266342162109032,0.15978108373748112,0.6686565792284802,0.7355720172083068
71,0.47103473151152564,0.4156367906292112,0.47516624870532176,0.5839634288920531,0.3277407937870017,0.18725080440450625
72,0.204339797822934,0.6739271911968427,0.8906204501073381,0.0789566273683252,0.5708037370670106,0.2755706156220906
73,0.9527200044924791,0.1393273439929279,0.4665059888044395,0.5512897064145595,0.8658340228348276,0.1990672504174682
74,0.9695491824136779,0.3199965428883217,0.2147769425098478,0.9926708977046784,0.054683004641653876,0.6835681359896143
75,0.9839030163034683,0.8958755184258714,0.27612817729459904,0.6075552932016792,0.8510840517512819,0.7235412890362026
76,0.04296549819348405,0.1981727220718016,0.5881447641293222,0.5054364630327453,0.8396522505346367,0.24214661638797474
77,0.49888967133265993,0.5070546268053829,0.8865199745181971,0.6686514919379514,0.7298652486339696,0.5126271763020197
78,0.6885589816467734,0.7433284019391984,0.2274227683154676,0.40344948852097096,0.8984816388007276,0.28931112890033306
79,0.007065827559554982,0.3482194763980936,0.19789120745659905,0.12550320292859507,0.12706566422450338,0.8747621693153175
80,0.35358721799365134,0.8539980944967355,0.7769016046379429,0.9079135490049317,0.7667389361174727,0.5819989902592162
81,0.33253374189944884,0.7913251045987711,0.9949076756632023,0.040152220502497005,0.8463909220456834,0.7878616875084961
82,0.32000774332668147,0.5728681346120302,0.06824626596642025,0.09962939669535475,0.7689734686568849,0.3045053600462577
83,0.07584976880021699,0.5743329700893619,0.2019293916121644,0.8663614849780981,0.10374860773222327,0.6550173654304058
84,0.8340583536019635,0.15943920050938631,0.13349575340606412,0.6246979616478974,0.24252046918880632,0.1585934221187406
85,0.3161099904457153,0.10733302723249749,0.938140217786134,0.1968252968322023,0.43587006015582297,0.7235506626301456
86,0.7975906780633326,0.8618446059429171,0.8193624899648748,0.8002074894439306,0.3472426182439977,0.05004805501118337
87,0.20884301656551085,0.004719750503176634,0.8465620178293439,0.7744715246550438,0.5963194206225491,0.15691575546642678
88,0.7833296930909183,0.030693840706803033,0.2138944200301759,0.41641955219872695,0.3933700472368462,0.12299138418967293
89,0.26204414794106135,0.7473633282000268,0.46345708206199054,0.3403236029242698,0.32140106146485303,0.8071552370843965
90,0.24555357769857378,0.12229657782783843,0.7907283985306147,0.6974985431540431,0.1831750629252198,0.08680882535670476
91,0.7751383482091654,0.10316226637827908,0.5911647452719357,0.20062743590752907,0.9511594404755713,0.415071723442179
92,0.7681652658929073,0.6994666354171508,0.5012496464900502,0.7921098024865774,0.31626768276909734,0.22861526189032932
93,0.4310216197839579,0.07556810740086117,0.2840200641941434,0.6857290868091104,0.4565049756757562,0.7638141645289164
94,0.5427356738012523,0.1963647115142142,0.5215606936661205,0.180680176844083,0.8979801722871658,0.35649744994050603
95,0.1652894075604221,0.40535695980287756,0.4140842770841031,0.4871419742442099,0.6579971929084578,0.7925065825479848
96,0.13788660664492125,0.6352727125789214,0.7979246423407018,0.8859457244247896,0.036098712128800226,0.029669508683061396
97,0.007595660325486864,0.33420812075479334,0.7457027136442558,0.7680600147397414,0.9876381491552597,0.3705530470212487
98,0.9660074238858861,0.8023345888792441,0.4082042644364188,0.45003187072755924,0.7666977511878235,0.09504645068399253
99,0.10593269855983689,0.10143334290586259,0.5561175613894861,0.16412388231006791,0.07228987937028897,0.6617410719458329
100,0.9847823701989421,0.30377681176297555,0.3973865753914635,0.9767257576532679,0.47142355618613385,0.33888798876213444
101,0.24943055306718176,0.6548706094410468,0.20078333611256038,0.2416527804556733,0.24392247643182363,0.7078090606360714
102,0.4721817963230468,0.03438327614708736,0.8957820185054419,0.6611605554357994,0.5812517759555459,0.1685647738211088
103,0.7601846281276428,0.35788248502332765,0.5801895177687431,0.2368118221326897,0.6438842138762234,0.7506161398756726
104,0.8624622995295697,0.2355025050948818,0.5557351338188717,0.1727106260320751,0.776865083348557,0.1652195572835503
105,0.5110904036404348,0.7877214667560202,0.7533746538636852,0.13754139725033743,0.1638361146653271,0.16384111532631773
106,0.6490387330255825,0.7536717388057164,0.8916164422980075,0.34927255433716053,0.23459125037973194,0.9100623133937624
107,0.7584030280683434,0.7933119148316748,0.19749484546478968,0.7163536494951452,0.5799321558764906,0.260764903162913
108,0.08167066394332534,0.42070255564514036,0.5378858849205144,0.9506183950662389,0.10635209044914784,0.7252369676294205
109,0.49986181486170855,0.3518243615913065,0.579907556158376,0.9891377645995703,0.8430796481900708,0.9243824072500633
