R2,RMSE,MAE
0.8929590824498674,0.13384602876381405,0.10845299999999997
0.7581365278605143,0.12304581508786834,0.08865707407407421
0.6793152173022404,0.05242400239972868,0.04613470833333314
0.9559248870729387,0.0750868445099468,0.061574291666666524
-0.5048423881287942,0.08043678783108014,0.05831935555555545
0.6683859772342993,0.13803175758299707,0.12597734313725484
-1.3206920651641036,0.1241691669303706,0.09367113725490199
0.3887107907656828,0.5712672986914626,0.3976933333333334
0.5533716148261756,0.20106570385475114,0.15981422222222225
-1.0155019636140885,0.14176862122751285,0.13355950000000003
-1.5659628573789837,0.13019883348773278,0.10171210416666647
0.373834476421847,0.20760830963047752,0.19814587719298257
0.20121130098050433,0.5660544168787115,0.3946113888888889
0.8885572191196323,0.13013687012319353,0.10657933333333335
0.8418098281889317,0.1315530047088217,0.10623552941176474
-1.565962857378984,0.13019883348773278,0.10171210416666647
0.9089886202161337,0.049271961069088266,0.03954599999999997
0.8997349319590928,0.1257926184011142,0.09398566666666665
0.9121085231919716,0.07562362643947167,0.06055820833333316
-6.539307684729038,0.0489027098826049,0.0455442
-7.513370796687429e+28,0.030431799999999898,0.030431799999999898
-7.513370796687429e+28,0.030431799999999898,0.030431799999999898
0.899849160399877,0.09042011105303806,0.07948066666666663
-0.8510028845728097,0.06381384159064206,0.05536788888888888
0.8927386702026368,0.12432978649083558,0.0895305416666665
-0.055925724700057744,0.14419864018561154,0.1299352156862745
0.4144359759616816,0.5201189170166967,0.37041262962962956
0.34256674225603545,0.5414260479285334,0.4034157569444445
0.789001044247107,0.13663790819948038,0.11275911111111113
0.6126973620438464,0.06084414672309029,0.052480166666666626
0.5680051214639963,0.1439713887533383,0.13003994444444458
0.1863172975379619,0.5690189708264135,0.40502316666666677
-0.8510028845728099,0.06381384159064206,0.05536788888888888
-1.6100407296313168,0.23080876706410497,0.22657540740740742
-0.3864587296803612,0.12511163006946632,0.1036409411764706
0.848248047847318,0.12414890055443498,0.12304283333333327
0.7274251700008966,0.1733396738881145,0.1574460740740742
0.8821296798647098,0.1280498489981965,0.10041229166666653
0.8929590824498674,0.13384602876381407,0.10845299999999997
0.8120209068023957,0.11696139655013674,0.08872183333333333
0.9876330559249731,0.03465083556892962,0.027708166666666628
0.8609651068822389,0.1335095422590342,0.11319035294117642
-7.51337079668732e+28,0.030431799999999676,0.030431799999999676
-0.1848852045180691,0.0791449604656895,0.05812908888888879
0.7897265322909329,0.11538665974715957,0.08426670833333333
0.4030069029481683,0.5130954340310568,0.31704655555555555
0.9020069059837043,0.08981515632927027,0.08612367647058815
0.24327717356558176,0.5978919995919184,0.4865281481481481
0.8021194238150613,0.12558242255424823,0.10318916666666665
0.8927386702026368,0.12432978649083558,0.0895305416666665
0.7551124979683874,0.13359192334680906,0.12324487254901956
0.5094105039231505,0.5121106687969637,0.3062141503267973
0.752145286598729,0.12108463389441185,0.09843458333333331
0.9934114721535137,0.025015141246988025,0.02428370833333317
0.9632476578408018,0.06363375649699825,0.055799833333333326
-4.3245499181665537e-08,0.06443685726700896,0.05899002222222216
0.8922090843825524,0.08159534849157103,0.07143995833333318
0.8249646038374162,0.1441401473833757,0.1295195098039215
0.8090818110136839,0.05834393729074111,0.05463086274509802
-7.51337079668732e+28,0.030431799999999676,0.030431799999999676
0.5295303602348118,0.7098964875860447,0.6389636993464053
0.8922090843825524,0.08159534849157103,0.07143995833333318
0.6661063444495512,0.0792515000746731,0.07718945833333317
-1.5968781977370385,0.0578071238393869,0.04893064444444439
0.6126973620438464,0.06084414672309029,0.052480166666666626
0.5209330561106977,0.5135853481600078,0.32871911111111113
0.5956439268716693,0.14279156730132192,0.12113539215686281
0.8619271129517695,0.11807981987057176,0.11279000000000004
0.5094105039231505,0.5121106687969637,0.3062141503267973
0.5450858564295155,0.18257651488723278,0.1602135098039215
0.5213500408378671,0.5122029786249555,0.30834311111111107
-4.3245499181665537e-08,0.06443685726700896,0.05899002222222216
0.7006839061805312,0.0742591920575782,0.07412995833333343
0.6787613126414782,0.12188018604616661,0.07713477777777789
0.7979364214446231,0.12367803405665018,0.08486089215686267
-0.41393427053580956,0.05623147885007702,0.04395099999999993
-0.055925724700057744,0.14419864018561154,0.1299352156862745
0.9374115850849337,0.09397477606962368,0.08989129166666653
0.9212760902507131,0.10479222340940154,0.09122933333333329
-0.5767510809442506,0.5638887158526559,0.3738884117647059
-0.8510028845728097,0.06381384159064206,0.05536788888888888
-0.35486294473434676,0.556925551890979,0.356080137254902
0.9567596828979834,0.07094527612599551,0.05258833333333329
0.789726532290933,0.11538665974715953,0.08426670833333318
0.0005796118614601609,0.6372273917797588,0.5658713333333334
-0.4346775463137438,0.20141234834882307,0.16375326797385623
-6.539307684728974,0.0489027098826047,0.04554419999999978
-0.004641594554286588,0.033275621545509844,0.03205393333333332
-0.6590435235432628,0.5646078654328283,0.3620355490196078
0.8291590530229432,0.1305739905147105,0.10490216666666664
-0.41393427053580956,0.05623147885007702,0.04395099999999993
0.7749854625024082,0.14131253701412325,0.11941372549019615
-0.45239785821402023,0.5576325103525105,0.3325040196078432
0.27044806357107454,0.1691662157184179,0.11871244444444436
0.1945770146005662,0.12473827618958828,0.1083581666666667
-1.0693443813505779,0.12551290799469653,0.09022581249999999
0.8170249241231825,0.13028943005165733,0.10135999999999999
0.5544631961044646,0.5171531939679938,0.3535716405228759
0.9518657682596083,0.07279240551635013,0.0588365416666665
0.7907377760632633,0.09151996519932647,0.07818699999999996
0.990672163458132,0.03149038467466426,0.028738833333333325
0.9934114721535137,0.02501514124698819,0.02428370833333332
-0.20594005354460343,0.0316136957745988,0.02851917777777772
-0.004641594554286588,0.033275621545509844,0.03205393333333332
0.752145286598729,0.12108463389441186,0.09843458333333331
-7.51337079668732e+28,0.030431799999999676,0.030431799999999676
-0.0020375455184333813,0.04542141915337594,0.040273266666666675
-0.0046415945542856996,0.03327562154550983,0.03205393333333325
-0.39457653291867656,0.5572338054554469,0.3458384901960785
0.9518657682596082,0.07279240551635019,0.05883654166666665
0.8986447221632791,0.08483302442127676,0.077607
-0.2680070290323313,0.5613603634499331,0.38869718954248356
0.7562242370327636,0.16979128206456784,0.14345311111111111
-0.07918051175840723,0.05574245346731295,0.045556777777777745
0.49897595807428874,0.5127554439499002,0.31702477777777766
0.6126973620438464,0.06084414672309029,0.052480166666666626
0.7556660921897137,0.055804686747246646,0.0505898333333333
0.9821891881886499,0.038605619998400814,0.03162329166666653
0.8838579645996262,0.08406152623878385,0.07472608333333329
0.5489788880915629,0.7001789376444323,0.5736385228758171
0.6868417299396986,0.12335893267380058,0.1013121960784314
0.7556660921897137,0.055804686747246646,0.0505898333333333
-13.961080913654467,0.1323760471346903,0.12787552941176464
0.940690520008697,0.08806587254915343,0.07775899999999997
-0.6771259538042513,0.20309179923577042,0.17456389542483655
-0.1344595918002227,0.13120243692054892,0.10677687499999995
0.24018646764459484,0.1659611511970443,0.1371177777777779
0.8857614131990861,0.05189632206483195,0.045794208333333176
0.6829358138123818,0.07214665366178623,0.06505716666666661
0.49795040988060135,0.5218210919916528,0.3775853562091503
0.9405500133323008,0.07757811539968494,0.06270751960784308
-6.539307684728974,0.0489027098826047,0.04554419999999978
0.752145286598729,0.12108463389441185,0.09843458333333331
0.8857614131990861,0.05189632206483195,0.045794208333333176
-0.17495754029119337,0.09758948355850419,0.08753008496732029
0.8573917197856128,0.10488162850051128,0.08858386274509805
0.990672163458132,0.03149038467466426,0.028738833333333325
0.2549354599979974,0.16965046832709016,0.12163344444444439
-0.21540609223999052,0.1345781112528922,0.1170540833333333
0.9536444730762607,0.07526367873156566,0.06329166666666665
-0.13445959180022404,0.131202436920549,0.10677687500000003
0.9906827558314764,0.03028882485684007,0.025196666666666662
0.9936996784535024,0.023484588049543505,0.020741541666666512
-0.07918051175840723,0.05574245346731295,0.045556777777777745
0.9730522938908391,0.05552135533822762,0.043206166666666636
-0.11032966015426937,0.043997193909258374,0.04237144444444437
-0.007044644616316376,0.14140534130250837,0.1367934117647058
0.2215788023750287,0.2014431884784675,0.16283942592592587
0.9730522938908391,0.05552135533822762,0.043206166666666636
0.6793152173022394,0.052424002399728754,0.046134708333333295
0.6793152173022404,0.05242400239972868,0.04613470833333314
0.8614736327563501,0.13025690397192682,0.1251197450980391
0.07880823374983881,0.2024940847157525,0.1734837777777778
-6.539307684729038,0.0489027098826049,0.0455442
0.9454757471484952,0.07895696082098098,0.053134333333333304
0.6793152173022394,0.052424002399728754,0.046134708333333295
0.6047914340075835,0.2066958459805648,0.1681032592592592
0.9237288295998675,0.09993065416030443,0.08651657407407404
0.7459758347285413,0.17357532838905396,0.150107725490196
0.07880823374983881,0.2024940847157525,0.1734837777777778
-7.513370796687429e+28,0.030431799999999898,0.030431799999999898
0.4243428438986794,0.524263028192538,0.3630566013071895
0.8515550295826011,0.07176414042433553,0.06471666666666664
0.8423117531302575,0.12752276398924017,0.12047220175438594
0.8377352774486885,0.1206872702453267,0.09162983333333331
0.380119934593964,0.18161555498530785,0.13913092592592594
-7.513370796687429e+28,0.030431799999999898,0.030431799999999898
0.9308465144899731,0.09339289038877248,0.09035266666666665
-0.6511914962162209,0.5682982657371307,0.38815111764705884
0.9485743101546843,0.0794256449632985,0.05667649999999996
0.20121130098050433,0.5660544168787115,0.3946113888888889
-1.0693443813505779,0.12551290799469653,0.09022581249999999
0.6093045020125967,0.1804550116722209,0.13740925925925926
0.9518657682596082,0.07279240551635019,0.05883654166666665
0.6868417299396987,0.12335893267380058,0.1013121960784314
0.71279741263097,0.12628917933882564,0.11121066666666661
0.6858012144907066,0.12313561014860515,0.10097169607843143
0.5284662518232548,0.516127478048522,0.34610744444444447
0.05908186519569181,0.20866233405884438,0.19590644444444438
-1.746736549363228,0.2937336015463518,0.23868866666666666
0.8972590851814608,0.05530926937872468,0.05024933333333333
0.8927386702026368,0.12432978649083558,0.0895305416666665
0.6479880493062493,0.06500757789835684,0.06318349999999999
0.08454769213408686,0.4908274290590167,0.3432551568627451
-7.513370796687429e+28,0.030431799999999898,0.030431799999999898
0.8986447221632791,0.08483302442127674,0.077607
0.732818682295367,0.1295654667134213,0.09539400000000008
