K1,K2,real_pre_c,real_post_c,real_continuity,null1_pre_c,null1_post_c,null1_continuity,null2_survives,null3_pre_c,null3_post_c,null3_continuity
0.5,0.8,0.3272936899607851,0.5331118105506215,1,0.31380609785342306,0.4306968280330996,1,1,0.4311331236843032,0.2769185912628968,0
0.2,0.8,0.2748853334278781,0.7781365828553735,0,0.2502683303792698,0.379390373804333,1,0,0.109306044347419,0.20418584122229458,0
0.2,0.8,0.35294922265817863,0.3760566415988503,1,0.3268742710349082,0.5376543660795937,1,1,0.1092044400229436,0.21494359797246723,0
0.5,0.2,0.5108261412135473,0.3067316272851564,1,0.5566134116379322,0.28617084054882513,0,1,0.3211367004566456,0.339882084273299,1
0.5,0.2,0.5466333957744103,0.37238624987958996,1,0.5143528304407137,0.45032254601368404,1,1,0.5412978474050847,0.40003056826123395,1
1.0,0.8,0.7561465740572415,0.8309085410389944,1,0.7303836383259059,0.8008297399588166,1,1,0.7994002727408015,0.8826859990271753,1
0.8,0.5,0.5817223812267723,0.4301927154332585,1,0.5963596095688984,0.4923091825866491,1,1,0.5328805692007942,0.49968699681646384,1
1.0,0.5,0.4003051056393903,0.533198132236929,1,0.46685731963391475,0.48347289365387,1,1,0.33603566100721155,0.5301575797251551,1
0.8,0.2,0.5099125970766462,0.233334516880716,0,0.4423105767528383,0.5061571394674765,1,1,0.6081878001146183,0.6674394969959566,1
1.0,0.2,0.7845055341343843,0.4576579936797708,1,0.7658100245219392,0.783182581722265,1,1,0.8001839264656695,0.8910355535886243,1
1.0,0.2,0.832540661296706,0.2569754398316522,0,0.8122232808183077,0.7762116483509733,1,1,0.7602775662485655,0.8933586681280558,1
0.8,0.2,0.781300411365297,0.2527389877122797,0,0.7813970739159284,0.6399330829395501,1,1,0.7566674421164657,0.7697789042722879,1
0.5,0.2,0.6567514706849908,0.24988459865470705,0,0.6486359185551162,0.5249858463713587,1,1,0.5195049609974343,0.4416127502461705,1
0.8,0.2,0.8224014019963991,0.4806013275462411,1,0.7948695686905476,0.723628056891348,1,1,0.8588514173407177,0.8788673027054692,1
0.2,1.0,0.4317772205184717,0.574370556257253,1,0.4538610258840104,0.42395940920298403,1,1,0.30007149021220525,0.2518337547631074,0
0.2,0.8,0.287875561903859,0.7505805382731479,1,0.27224081593244054,0.4169941267070472,1,1,0.5362252243862567,0.5479553191670368,1
0.5,0.2,0.20779830573874944,0.2012488649361071,0,0.18600734593254628,0.2823596541526963,0,0,0.37851145497504274,0.2205792942638525,0
0.5,1.0,0.38669551975993727,0.6141093402623763,1,0.41974138952069345,0.48481137184729856,1,1,0.4269649590085936,0.4138241689220579,1
0.2,0.8,0.2338614370557675,0.7303723250232891,1,0.24806720209556046,0.29759751837148596,0,0,0.22306189080414782,0.19878025673042266,0
1.0,0.8,0.9007933599156386,0.8999917513470821,1,0.8828198347975571,0.9134052167775669,1,1,0.917539414467152,0.9381839445821538,1
0.8,1.0,0.7476679474749474,0.900962662885939,1,0.7200926225034292,0.8107161247610495,1,1,0.738521230817581,0.8854369039040688,1
1.0,0.2,0.5133347622335886,0.47697217079817306,1,0.46157944605387574,0.6091575309077429,1,1,0.7870838456264163,0.9022863092511679,1
0.2,0.8,0.4405338135073685,0.6950492962172818,1,0.41396281790574446,0.48440424815111205,1,1,0.3588695864764491,0.25540967629050343,0
0.5,0.2,0.5891251821433319,0.5279427672301219,1,0.5680974117802088,0.6242487835039715,1,1,0.5431431975532641,0.7020871740841024,1
0.8,0.5,0.5065077028417206,0.5126396061994467,1,0.4328597139226801,0.456431381389649,1,1,0.5168718639557303,0.4368101924080115,1
0.5,1.0,0.6140577977013303,0.772560271145475,1,0.6142908790053254,0.6332727602360522,1,1,0.6568390035365337,0.6011410178558572,1
0.5,0.8,0.23289994092219315,0.5757366106183652,1,0.2548054762558875,0.41964255921090354,1,1,0.2695818902170383,0.4222860809127789,1
0.2,1.0,0.33827317995501716,0.4719672673224246,1,0.3579626162648734,0.2666508688197983,0,1,0.34327535975682033,0.24373535642804295,0
0.2,0.5,0.30654122874957285,0.22952040266804216,0,0.28205290322792215,0.17104734846282726,0,1,0.3043530845924824,0.06187371325933798,0
1.0,0.5,0.6265111956357547,0.5264440228827993,1,0.6193222957236767,0.5901116431337107,1,1,0.46536311265018127,0.5047729776472404,1
0.2,1.0,0.22746697057420467,0.6456282360429767,1,0.2221742485055386,0.2311409003144978,0,0,0.3843556282550732,0.20571326945696178,0
1.0,0.5,0.7549915707633068,0.2936943638726254,0,0.7355523650493707,0.6772687797078563,1,0,0.7494475385124775,0.801274545424919,1
0.8,0.2,0.7443404365837435,0.5736044246652827,1,0.7066444345808186,0.7500729583940224,1,1,0.8403641818441062,0.8958663817842508,1
1.0,0.8,0.8854520781575466,0.9543230880235412,1,0.8523701101867404,0.9300572223419299,1,1,0.9224745696550242,0.9702759548054264,1
0.5,1.0,0.6303876069398634,0.763337361349183,1,0.5260954397445441,0.6259604542127554,1,1,0.46885086828270106,0.6275459712391899,1
0.5,0.2,0.48763810234360006,0.316558374808496,1,0.4610910420279257,0.49943401847087904,1,1,0.49418236394701626,0.516233007372946,1
0.5,1.0,0.4651483775643982,0.6221338502808912,1,0.46580892990714007,0.2957626143028915,0,0,0.28107652080050494,0.46046774776992494,1
0.8,0.5,0.49273786897608646,0.32719176991086946,1,0.4197926177288104,0.5674577681117468,1,1,0.7015199166780771,0.7508805085784569,1
0.8,0.2,0.47313837264538494,0.35257628296570465,1,0.4691188610384096,0.39424671783484466,1,1,0.5122411971382155,0.38335249954168626,1
0.5,1.0,0.3045078276998828,0.9237409889344183,0,0.29779146055788747,0.5192643665494853,1,1,0.7228001994701755,0.8313715842539748,1
0.8,0.2,0.8149016659758876,0.48217287874185205,1,0.7564684408723578,0.8008979957724891,1,1,0.9128075372183406,0.9230984626805809,1
0.8,0.2,0.3525636801670172,0.39192146557367313,1,0.4116517350976178,0.25627687205893473,0,1,0.43029331485119904,0.30387861220604157,1
0.5,0.2,0.4892113964657331,0.2861526359671834,0,0.5221803466623002,0.38321594865379494,1,1,0.5102456596565178,0.4854454801748574,1
1.0,0.2,0.5082686185196685,0.33508539322725983,1,0.5328842534706886,0.39633092941021164,1,1,0.46840851783875914,0.6087413133985929,1
0.5,0.2,0.5261176932288266,0.3944314643381614,1,0.47223961451856933,0.5432762839277768,1,1,0.6004556063199175,0.6236216622403349,1
0.8,0.5,0.5959084791609389,0.4190778288961027,1,0.4840922788955353,0.546453173238654,1,1,0.5061260121267214,0.6192039211914565,1
0.8,0.5,0.6903844561141352,0.49235447532857046,1,0.6679523537634454,0.7076282734069249,1,1,0.434049644734846,0.7133757789721618,1
1.0,0.5,0.46344096186964817,0.2897193857272055,0,0.4281976746383331,0.4085653868234192,1,1,0.5958541213398979,0.33611908994161666,1
0.2,1.0,0.2883135657311507,0.837211408847234,0,0.33814664541294415,0.561224236590992,1,1,0.21322626948366286,0.11804000846694342,0
0.8,0.2,0.42065812098510413,0.3288077336417405,1,0.4069406298534426,0.3741069863809628,1,1,0.42106156298693,0.38267040314040585,1
1.0,0.2,0.5595992816346889,0.39093404711671165,1,0.5578907575300338,0.46254492255385515,1,1,0.5628595892816195,0.6502729212484079,1
0.5,0.8,0.41338300268835926,0.3933619062041954,1,0.4336684464384468,0.44589074472690027,1,1,0.3196679921726451,0.3593127117392156,1
0.2,0.8,0.09750263510098446,0.5916668016882889,1,0.10854540443530784,0.17753279858864918,0,1,0.25842450413558754,0.18253802159207078,0
0.8,1.0,0.39434410609263326,0.5984536174490253,1,0.4162439971801864,0.4259074806058345,1,1,0.5860606170096528,0.42225901458903625,1
1.0,0.2,0.7185064265289246,0.6071277129361091,1,0.6965500575592953,0.7472621009457788,1,1,0.7831665386680073,0.882088817757133,1
0.5,1.0,0.540593219344752,0.8684831048208133,1,0.4738002957776546,0.716364160147582,1,1,0.524618116381798,0.5232630701350746,1
0.2,0.8,0.45436579851673864,0.6033585911850201,1,0.45666439957667904,0.44224461669688275,1,1,0.376534992582272,0.3179948494497664,1
0.5,0.2,0.35726024283785807,0.2584826997363792,0,0.3620256825014407,0.3661946206566281,1,1,0.29192513781398427,0.46066285415242125,1
0.2,0.5,0.22430210100412767,0.7343256460428587,0,0.17648607758483895,0.48495973389503005,1,0,0.4187098570530467,0.632906896344042,1
1.0,0.5,0.9132311222832505,0.9065890270112673,1,0.8901236887065779,0.9344806975934061,1,1,0.8681671890153152,0.970232874730159,1
1.0,0.8,0.6249464083637762,0.5218927003298446,1,0.6154170925901705,0.5265702333204526,1,1,0.6474811968693168,0.4152830617695892,1
0.8,0.5,0.6743812467439104,0.556621040540157,1,0.6824480074485666,0.5662979121851763,1,1,0.676137232186843,0.581754211574354,1
0.2,0.8,0.3549703116101894,0.2794345157972088,0,0.3395460668175216,0.2822026434179944,0,0,0.328670096818758,0.29628708003345455,0
1.0,0.5,0.6078062883280927,0.478609186427326,1,0.5876364841854568,0.6144180966433471,1,1,0.5703754760097197,0.7114451490341861,1
0.5,0.2,0.2576794341309367,0.43603566793314735,1,0.2007720768358099,0.3024859342216887,1,0,0.45644641914309303,0.3961561190494917,1
1.0,0.8,0.5512047229863826,0.5478011754707585,1,0.5776723794174352,0.5437773107497426,1,1,0.5772942739579975,0.6367797703533733,1
0.8,0.5,0.609849291744294,0.6652298755737175,1,0.5856111902091086,0.6581724303617773,1,1,0.7060196537233853,0.8103650013009518,1
1.0,0.8,0.6492518562604176,0.2820719917402307,0,0.6505043408960469,0.5716520608974467,1,1,0.3434463313615922,0.5850718473630325,1
0.2,0.5,0.23324036207603058,0.6791095564398183,1,0.20873886672132408,0.43495490212316323,1,0,0.18908623013610906,0.260959995061201,0
0.8,0.2,0.6604419684618399,0.35251057150338794,1,0.6480052398247135,0.5469372122779691,1,1,0.4736975931935035,0.3718773039377466,1
1.0,0.5,0.5701161109613346,0.30603496566938404,1,0.567762397199388,0.506750397906708,1,1,0.6388695637496596,0.48318845353936196,1
0.5,1.0,0.337931545362671,0.7115674895151369,1,0.28867632626447165,0.4511832837457289,1,1,0.342554810615744,0.4806238270134622,1
0.8,0.5,0.6661851656781101,0.5563034927288208,1,0.6548797673318918,0.6641621356248033,1,1,0.6171092419007113,0.7110879936933321,1
0.2,0.5,0.4161574802154717,0.4933654325707672,1,0.4386540501838607,0.3483476132790614,1,1,0.2840290721432966,0.2646841723123486,0
0.2,1.0,0.4133611735214782,0.9035058245470421,1,0.4090240854094359,0.4538924222602412,1,1,0.6562141323051182,0.5789811481693686,1
0.2,0.5,0.21927422451108086,0.3980918472640334,1,0.2570492552971357,0.1456103954950322,0,0,0.11057569407153599,0.2142562131635994,0
