stability_return_time,stability_recovery_rate,stability_final_dev,stability_max_dev,fertility_state_diversity,fertility_novelty_rate,fertility_state_coverage,fertility_transition_entropy,CSR,RBS,ADI,RTP,SRD,domain
0.0,-0.009342749507025672,0.6511627906976745,0.6976744186046512,1.0,1.0,1.716671249596402e-11,5.010635294096253,0.6931471805599453,0.5,0.1059629086398082,3.9258859490393445,8796093022208.0,cellular_automata
2.0,0.0006656627430976835,0.075,0.1,0.2781456953642384,0.2781456953642384,3.8198777474462986e-11,3.7118685551797244,0.5623351446188083,0.75,0.29867272607546375,3.6849834262113177,1099511627776.0,cellular_automata
0.0,-0.001127963671188816,0.1111111111111111,0.1111111111111111,0.2582781456953642,0.2582781456953642,5.675246939063072e-10,3.6297524650673423,0.6615632381579821,0.625,0.33333333333333337,3.6018057645441237,68719476736.0,cellular_automata
0.0,-0.00762669456076806,0.5217391304347826,0.6956521739130435,1.0,1.0,2.1458390619955026e-12,5.010635294096253,0.6931471805599453,0.5,0.06065485775630687,3.9258859490393445,70368744177664.0,cellular_automata
0.0,0.02427704826736283,0.0,0.09615384615384616,0.019867549668874173,0.019867549668874173,6.661338147750939e-16,0.0800525173156622,0.37677016125643675,0.875,0.0,0.15383759322861115,4503599627370496.0,cellular_automata
0.0,-0.012573960291229792,0.6896551724137931,0.6896551724137931,0.271523178807947,0.271523178807947,7.636845111846924e-08,3.5846782702928244,0.6615632381579821,0.625,0.13402827104947954,3.65725753898892,536870912.0,cellular_automata
0.0,-0.0,0.08771929824561403,0.08771929824561403,0.7549668874172185,0.7549668874172185,7.91033905045424e-16,4.677924647427481,0.6931471805599453,0.5,0.19943070628002157,3.9258859490393445,1.4411518807585587e+17,cellular_automata
0.0,0.0005995605912746375,0.05263157894736842,0.08771929824561403,0.013245033112582781,0.013245033112582781,1.3877787807814457e-17,0.040048630190433046,0.37677016125643675,0.125,0.0,0.056001534354847345,1.4411518807585587e+17,cellular_automata
0.0,0.0008135530288262275,0.03571428571428571,0.07142857142857142,0.40397350993377484,0.40397350993377484,2.2724270820617676e-07,4.072986048203586,0.6615632381579821,0.625,0.5957446808510646,3.9258859490393445,268435456.0,cellular_automata
0.0,0.024159042129778464,0.0,0.08695652173913043,0.019867549668874173,0.019867549668874173,4.263256414560601e-14,0.08005251731566218,0.37677016125643675,0.125,0.0,0.15383759322861115,70368744177664.0,cellular_automata
0.0,-0.012976420359380887,0.38461538461538464,0.7307692307692307,1.0,1.0,2.250075340270996e-06,5.010635294096253,0.6931471805599453,0.5,0.08536585365853652,3.925885949039344,67108864.0,cellular_automata
0.0,-0.0,0.09615384615384616,0.09615384615384616,0.006622516556291391,0.006622516556291391,2.220446049250313e-16,0.0,0.6931471805599453,0.5,0.0,0.0,4503599627370496.0,cellular_automata
8.0,0.0067613807077237485,0.05,0.15,0.09271523178807947,0.09271523178807947,1.2732925824820995e-11,1.1152573098667768,0.6615632381579821,0.375,0.9867543820659304,1.6416060235783148,1099511627776.0,cellular_automata
0.0,-0.0055636833964936615,0.39622641509433965,0.6226415094339622,1.0,1.0,1.6764367671839864e-14,5.010635294096253,0.6615632381579821,0.375,0.26223836475583695,3.9258859490393445,9007199254740992.0,cellular_automata
0.0,-0.0008539831514585115,0.13513513513513514,0.13513513513513514,0.039735099337748346,0.039735099337748346,4.3655745685100555e-11,0.8345881047118219,0.6615632381579821,0.625,0.0,0.9928369399657834,137438953472.0,cellular_automata
0.0,0.0009275683197575534,0.05084745762711865,0.0847457627118644,0.026490066225165563,0.026490066225165563,6.938893903907228e-18,0.7639577354681416,0.6615632381579821,0.625,1.0,0.8261388110668977,5.764607523034235e+17,cellular_automata
0.0,0.000813553028826227,0.045454545454545456,0.09090909090909091,0.019867549668874173,0.019867549668874173,1.7053025658242404e-13,0.0800525173156622,0.6931471805599453,0.5,0.0,0.15383759322861115,17592186044416.0,cellular_automata
0.0,-0.008957120132836938,0.6666666666666666,0.6944444444444444,0.32450331125827814,0.32450331125827814,7.130438461899757e-10,3.691974131121764,0.6615632381579821,0.375,0.08000711205939975,3.8790646367681023,68719476736.0,cellular_automata
0.0,-0.002449048321323384,0.13513513513513514,0.13513513513513514,0.5496688741721855,0.5496688741721855,6.039044819772243e-10,4.391423812796037,0.6931471805599453,0.5,0.09411136808397104,3.9258859490393445,137438953472.0,cellular_automata
0.0,0.024232752107758555,0.0,0.09259259259259259,0.046357615894039736,0.046357615894039736,3.885780586188048e-16,0.23961452650329518,0.6615632381579821,0.625,0.3197278911564611,0.5409690988704924,1.8014398509481984e+16,cellular_automata
0.0,-0.0,0.09090909090909091,0.09090909090909091,0.4370860927152318,0.4370860927152318,7.683411240577698e-09,4.171520674617371,0.6931471805599453,0.5,0.13374833735198968,3.9258859490393445,8589934592.0,cellular_automata
0.0,0.0006701792959983925,0.08620689655172414,0.15517241379310345,0.039735099337748346,0.039735099337748346,2.0816681711721685e-17,0.19979267642303383,0.6615632381579821,0.625,0.0,0.4448362606129622,2.8823037615171174e+17,cellular_automata
0.0,0.0012828712181234458,0.09090909090909091,0.13636363636363635,0.609271523178808,0.609271523178808,5.229594535194337e-12,4.474601474463231,0.6931471805599453,0.5,0.49572649572649513,3.9258859490393445,17592186044416.0,cellular_automata
71.0,-0.003360518025111181,0.5,0.7,0.2119205298013245,0.2119205298013245,2.9802322387695312e-08,3.434557543231368,0.6931471805599453,0.5,0.08597285067873328,3.4077245539873395,1073741824.0,cellular_automata
0.0,-0.0013686817003951354,0.21428571428571427,0.21428571428571427,0.046357615894039736,0.046357615894039736,1.5916157281026244e-12,0.23961452650329518,0.6615632381579821,0.625,0.0,0.5409690988704924,4398046511104.0,cellular_automata
0.0,-0.0,0.09090909090909091,0.09090909090909091,0.152317880794702,0.152317880794702,5.4836273193359375e-06,3.1085280153334294,0.6615632381579821,0.375,0.27536231884057966,3.099942058481239,4194304.0,cellular_automata
0.0,0.0002273334058394778,0.10204081632653061,0.24489795918367346,1.0,1.0,2.682298827494378e-13,5.010635294096253,0.6931471805599453,0.5,0.17887821094352307,3.9258859490393445,562949953421312.0,cellular_automata
0.0,-0.0005516474521663564,0.13793103448275862,0.13793103448275862,0.3973509933774834,0.3973509933774834,2.0816681711721685e-16,4.067232406754551,0.6931471805599453,0.5,0.31818181818181746,3.9258859490393445,2.8823037615171174e+17,cellular_automata
2.0,-0.0011246360718848306,0.1,0.16666666666666666,0.4503311258278146,0.4503311258278146,6.332993507385254e-08,4.17605131559858,0.6615632381579821,0.625,0.39885222381635566,3.9258859490393445,1073741824.0,cellular_automata
0.0,-0.0005024276850939159,0.125,0.1875,0.25165562913907286,0.25165562913907286,8.847564458847046e-09,3.5607828133869157,0.6615632381579821,0.375,0.31669637551990454,3.5740798773217257,4294967296.0,cellular_automata
0.0,-0.00039492046551785505,0.1346153846153846,0.1346153846153846,0.3509933774834437,0.3509933774834437,1.176836406102666e-14,3.957190497442695,0.6615632381579821,0.375,0.2445887445887444,3.9258859490393445,4503599627370496.0,cellular_automata
0.0,-0.0005995605912746372,0.16129032258064516,0.25806451612903225,0.41721854304635764,0.41721854304635764,2.9336661100387573e-08,4.11937654068596,0.5623351446188083,0.75,0.2009943181818183,3.9258859490393445,2147483648.0,cellular_automata
0.0,0.0008135530288262275,0.041666666666666664,0.08333333333333333,0.17218543046357615,0.17218543046357615,1.5497207641601562e-06,3.213991157556819,0.6615632381579821,0.625,0.7142745184971222,3.2354445345248877,16777216.0,cellular_automata
71.0,-0.0002181112178455054,0.125,0.225,0.26490066225165565,0.26490066225165565,3.637978807091713e-11,3.681877347466722,0.6931471805599453,0.5,0.002138085048253399,3.6381621139400755,1099511627776.0,cellular_automata
0.0,0.024109089530695377,0.0,0.08333333333333333,0.033112582781456956,0.033112582781456956,2.980232238769531e-07,0.15992484896680823,0.5623351446188083,0.75,0.0,0.3482638265219666,16777216.0,cellular_automata
0.0,-0.019402537433526688,0.3888888888888889,0.6111111111111112,0.5231788079470199,0.5231788079470199,4.385380947269368e-15,4.295154506872858,0.6615632381579821,0.375,0.05333807470626649,3.9258859490393445,1.8014398509481984e+16,cellular_automata
71.0,-0.0,0.1,0.1,0.013245033112582781,0.013245033112582781,1.7763568394002505e-15,0.040048630190433046,0.5623351446188083,0.25,0.0,0.056001534354847345,1125899906842624.0,cellular_automata
0.0,0.024247332530292064,0.0,0.09375,0.026490066225165563,0.026490066225165563,9.313225746154785e-10,0.12001135905309418,0.5623351446188083,0.25,0.0,0.25126125174517977,4294967296.0,cellular_automata
0.0,-0.00047589801421146083,0.1276595744680851,0.1276595744680851,0.32450331125827814,0.32450331125827814,3.481659405224491e-13,3.8729705157527214,0.6931471805599453,0.5,0.12790697674418586,3.8790646367681023,140737488355328.0,cellular_automata
0.0,-0.00023883381325742213,0.10416666666666667,0.22916666666666666,1.0,1.0,5.364597654988756e-13,5.010635294096253,0.6615632381579821,0.625,0.0,3.9258859490393445,281474976710656.0,cellular_automata
0.0,-0.0,0.09302325581395349,0.09302325581395349,0.019867549668874173,0.019867549668874173,3.410605131648481e-13,0.08005251731566218,0.5623351446188083,0.25,0.0,0.15383759322861115,8796093022208.0,cellular_automata
0.0,-0.014401511836585251,0.5384615384615384,0.6410256410256411,1.0,1.0,2.7466739993542433e-10,5.010635294096253,0.6615632381579821,0.625,0.31834489356613216,3.925885949039344,549755813888.0,cellular_automata
0.0,0.00047589801421146007,0.0625,0.15625,0.271523178807947,0.271523178807947,9.546056389808655e-09,3.6108230557407346,0.5623351446188083,0.25,0.11605787653620431,3.65725753898892,4294967296.0,cellular_automata
0.0,-0.00026190557665987056,0.10416666666666667,0.10416666666666667,0.013245033112582781,0.013245033112582781,7.105427357601002e-15,0.040048630190433046,0.6615632381579821,0.625,0.0,0.056001534354847345,281474976710656.0,cellular_automata
0.0,-1.4892327627433354e-19,0.08571428571428572,0.17142857142857143,0.4768211920529801,0.4768211920529801,2.0954757928848267e-09,4.2618556586464695,0.5623351446188083,0.25,0.09909909909909945,3.9258859490393445,34359738368.0,cellular_automata
0.0,-0.0006253188989685749,0.1590909090909091,0.18181818181818182,0.5827814569536424,0.5827814569536424,5.002220859751105e-12,4.437633624833367,0.6931471805599453,0.5,0.020444990499073147,3.9258859490393445,17592186044416.0,cellular_automata
0.0,0.0012375421307158473,0.3333333333333333,0.7037037037037037,1.0,1.0,1.125037670135498e-06,5.010635294096253,0.6615632381579821,0.625,0.041666666666666775,3.925885949039344,134217728.0,cellular_automata
0.0,-0.01828994958508226,0.6666666666666666,0.6666666666666666,0.11258278145695365,0.11258278145695365,1.0132789611816406e-06,1.5525211053107415,0.6931471805599453,0.5,0.5075192189225525,2.094767124258442,16777216.0,cellular_automata
71.0,-0.0012383383007753958,0.225,0.225,0.052980132450331126,0.052980132450331126,7.275957614183426e-12,1.2617386830657342,0.6615632381579821,0.625,0.0,1.444463949155607,1099511627776.0,cellular_automata
