domain,possibility_metric,curvature_R2,raw_descriptors_R2,combined_R2,curv_vs_raw_delta,combined_vs_raw_delta,curv_wins,combined_wins
branching,poss_reachable_volume,0.3052192900430214,0.10849113008286204,0.35739293920145365,0.19672815996015935,0.2489018091185916,True,True
branching,poss_branching_diversity,0.3791925977199717,0.24325263801826058,0.34431686561834063,0.13593995970171113,0.10106422760008005,True,False
branching,poss_adaptive_recovery,0.07938952489104323,0.08149146024263276,0.11156997431150151,-0.0021019353515895345,0.030078514068868745,False,True
branching,poss_future_entropy,0.08880978793044292,0.06806900985687858,0.14537128188017812,0.020740778073564337,0.07730227202329953,True,True
branching,poss_divergence_capacity,0.5201063180933659,0.4504873447229366,0.5785021529654206,0.06961897337042933,0.128014808242484,True,True
branching,poss_stability_fertility_coupling,-0.0038785111570895925,0.00474248848751746,0.10864663805905372,-0.008620999644607052,0.10390414957153626,False,True
cellular_automata,poss_reachable_volume,0.0045582487979481945,0.013115093265464894,0.001375704958023416,-0.0085568444675167,-0.011739388307441478,False,False
cellular_automata,poss_branching_diversity,-0.01912134854144587,0.008022209461227559,-0.00880249052187998,-0.02714355800267343,-0.01682469998310754,False,True
cellular_automata,poss_adaptive_recovery,0.007488760894377777,0.017456194726750085,0.016102007176320154,-0.009967433832372308,-0.0013541875504299306,False,True
cellular_automata,poss_future_entropy,0.20521967521622264,0.449079454512215,0.458072641032805,-0.24385977929599234,0.008993186520590002,False,True
cellular_automata,poss_divergence_capacity,0.3039357460067601,0.2804075248416916,0.39417765275155314,0.023528221165068475,0.11377012790986152,True,True
cellular_automata,poss_stability_fertility_coupling,0.16371255267800844,0.20738974903403595,0.26140129312471483,-0.043677196356027514,0.054011544090678876,False,True
coupled_map_lattice,poss_reachable_volume,0.20647677547331955,0.662384407542856,0.6669242862655211,-0.45590763206953644,0.004539878722665147,False,True
coupled_map_lattice,poss_branching_diversity,0.053236443310238246,0.11383200275770244,0.10538379900853412,-0.0605955594474642,-0.008448203749168326,False,True
coupled_map_lattice,poss_adaptive_recovery,0.10465028802355902,0.14634632395019043,0.21799081227636807,-0.0416960359266314,0.07164448832617765,False,True
coupled_map_lattice,poss_future_entropy,0.26108879668468843,0.7105742923737244,0.7215333166673477,-0.44948549568903595,0.010959024293623276,False,True
coupled_map_lattice,poss_divergence_capacity,0.06463775406592986,0.5676392919999036,0.5977723471001961,-0.5030015379339737,0.030133055100292516,False,True
coupled_map_lattice,poss_stability_fertility_coupling,0.16524455523771364,0.5492599516253122,0.5474136708144606,-0.3840153963875985,-0.001846280810851586,False,True
graph_diffusion,poss_reachable_volume,0.4262999034164783,0.6547474025078084,0.6813857652078623,-0.2284474990913301,0.02663836270005393,False,True
graph_diffusion,poss_branching_diversity,0.1527992397375283,0.5805883442757432,0.5807011095177581,-0.42778910453821495,0.00011276524201486726,False,True
graph_diffusion,poss_adaptive_recovery,0.07061088826241246,0.1005438073235394,0.1396738116736268,-0.02993291906112694,0.0391300043500874,False,True
graph_diffusion,poss_future_entropy,0.11318396892490146,0.15522928927728707,0.16036967660986845,-0.04204532035238562,0.005140387332581375,False,True
graph_diffusion,poss_divergence_capacity,0.555465013702342,0.7763055826799787,0.7858035580664243,-0.2208405689776367,0.00949797538644559,False,True
graph_diffusion,poss_stability_fertility_coupling,0.5706389878024595,0.7631627805983051,0.7716790864524556,-0.19252379279584564,0.00851630585415053,False,True
gray_scott,poss_reachable_volume,0.49414254017152637,0.49729043736267453,0.4915584953262717,-0.0031478971911481635,-0.005731942036402815,False,False
gray_scott,poss_branching_diversity,0.18344382485426525,0.13774242369883571,0.19358119950390185,0.04570140115542953,0.05583877580506613,True,True
gray_scott,poss_adaptive_recovery,0.2029222214650056,0.24852067156573832,0.2895121201573425,-0.04559845010073271,0.040991448591604196,False,True
gray_scott,poss_future_entropy,0.22807952181415692,0.21830718332915933,0.2741013373702883,0.00977233848499759,0.055794154041128974,True,True
gray_scott,poss_divergence_capacity,0.0675166599775282,0.14249389891287634,0.15493126769230625,-0.07497723893534813,0.012437368779429914,False,True
