sys_id,domain,stability_return_time,stability_recovery_rate,stability_final_dev,stability_max_dev,fertility_state_diversity,fertility_novelty_rate,fertility_state_coverage,fertility_transition_entropy,CSR,RBS,ADI,RTP,SRD,fertility_phase_vol,fertility_nn_dist
CA_0,cellular_automata,71.0,-0.00032800772848291603,0.1,0.2,0.2781456953642384,0.2733333333333333,3.8198777474462986e-11,3.7118685551797244,0.6615632381579821,0.375,0.050644183139196025,3.6849834262113177,1099511627776.0,,
CA_1,cellular_automata,0.0,0.005405153205874942,0.021739130434782608,0.10869565217391304,1.0,1.0,2.1458390619955026e-12,5.010635294096253,0.6615632381579821,0.375,0.49325319876168483,3.925885949039344,70368744177664.0,,
CA_2,cellular_automata,0.0,0.0003280077284829158,0.09090909090909091,0.12121212121212122,0.2251655629139073,0.22,3.958120942115784e-09,3.507134882972445,0.5623351446188083,0.25,0.2765655135192093,3.4909022156545326,8589934592.0,,
CA_3,cellular_automata,0.0,0.006248939532065612,0.01694915254237288,0.0847457627118644,0.8013245033112583,0.8,2.0990154059319366e-16,4.742618384279745,0.6615632381579821,0.625,0.17829027348100132,3.9258859490393445,5.764607523034235e+17,,
CA_4,cellular_automata,0.0,0.024015142690702974,0.0,0.07692307692307693,0.059602649006622516,0.05333333333333334,1.341104507446289e-07,0.3191190129003955,0.5623351446188083,0.25,0.0,0.25126125174517977,67108864.0,,
CA_5,cellular_automata,0.0,0.024128816195385965,0.0,0.0847457627118644,0.039735099337748346,0.03333333333333333,1.0408340855860843e-17,0.19979267642303394,0.5623351446188083,0.25,0.0,0.6366524610914102,5.764607523034235e+17,,
CA_6,cellular_automata,0.0,-0.007661141882412219,0.4,0.6,1.0,1.0,4.394678398966789e-09,5.010635294096253,0.6931471805599453,0.5,0.2709522932400068,3.925885949039344,34359738368.0,,
CA_7,cellular_automata,0.0,0.04577275229287002,0.0,0.08620689655172414,0.039735099337748346,0.03333333333333333,2.0816681711721685e-17,0.19979267642303394,0.6615632381579821,0.375,0.0,0.5409690988704923,2.8823037615171174e+17,,
CA_8,cellular_automata,0.0,1.4892327627433354e-19,0.08928571428571429,0.16071428571428573,0.3841059602649007,0.38,8.049116928532385e-16,4.034795198105898,0.6615632381579821,0.625,0.0872210953346856,3.9258859490393445,7.205759403792794e+16,,
CA_9,cellular_automata,0.0,-0.015549555225871883,0.4186046511627907,0.6744186046511628,1.0,1.0,1.716671249596402e-11,5.010635294096253,0.6931471805599453,0.5,0.04000000000000001,3.9258859490393445,8796093022208.0,,
